year,pgisced97,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Post-secondary Non-tertiary Level,male,Not Working,0.13101,127,946,0.10949,0.15252
2020,Post-secondary Non-tertiary Level,female,Full Time,0.38167,496,1410,0.35631,0.40704
2020,Post-secondary Non-tertiary Level,female,Part Time,0.40801,631,1410,0.38235,0.43367
2020,Post-secondary Non-tertiary Level,female,Not Working,0.21032,283,1410,0.18904,0.23160
2020,First Stage of Tertiary Education,male,Full Time,0.59142,583,922,0.55967,0.62317
2020,First Stage of Tertiary Education,male,Part Time,0.13483,98,922,0.11277,0.15689
2020,First Stage of Tertiary Education,male,Not Working,0.27375,241,922,0.24495,0.30254
2020,First Stage of Tertiary Education,female,Full Time,0.36349,192,538,0.32281,0.40418
2020,First Stage of Tertiary Education,female,Part Time,0.31753,197,538,0.27816,0.35690
2020,First Stage of Tertiary Education,female,Not Working,0.31898,149,538,0.27956,0.35840
2020,Second Stage of Tertiary Education,male,Full Time,0.56711,2331,4099,0.55194,0.58228
2020,Second Stage of Tertiary Education,male,Part Time,0.17453,734,4099,0.16291,0.18615
2020,Second Stage of Tertiary Education,male,Not Working,0.25836,1034,4099,0.24496,0.27176
2020,Second Stage of Tertiary Education,female,Full Time,0.38531,1363,3662,0.36954,0.40107
2020,Second Stage of Tertiary Education,female,Part Time,0.34758,1393,3662,0.33215,0.36301
2020,Second Stage of Tertiary Education,female,Not Working,0.26711,906,3662,0.25278,0.28145
2021,Pre-primary Level,male,Not Working,0.90453,208,208,0.86449,0.94456
2021,Pre-primary Level,female,Not Working,0.83541,199,199,0.78376,0.88706
2021,Primary Level,male,Full Time,0.28782,92,567,0.25052,0.32512
2021,Primary Level,male,Part Time,0.17544,113,567,0.14411,0.20678
2021,Primary Level,male,Not Working,0.53674,362,567,0.49566,0.57782
2021,Primary Level,female,Part Time,0.24247,56,477,0.20397,0.28097
2021,Primary Level,female,Not Working,0.70930,421,477,0.66851,0.75010
2021,Lower Secondary Level,male,Full Time,0.38154,274,865,0.34915,0.41393
2021,Lower Secondary Level,male,Part Time,0.16972,148,865,0.14469,0.19476
2021,Lower Secondary Level,male,Not Working,0.44873,443,865,0.41557,0.48190
2021,Lower Secondary Level,female,Full Time,0.09910,98,1029,0.08083,0.11736
2021,Lower Secondary Level,female,Part Time,0.20313,233,1029,0.17853,0.22772
2021,Lower Secondary Level,female,Not Working,0.69778,698,1029,0.66970,0.72585
2021,Upper Secondary Level,male,Full Time,0.44257,1494,3386,0.42584,0.45930
2021,Upper Secondary Level,male,Part Time,0.16403,571,3386,0.15155,0.17650
2021,Upper Secondary Level,male,Not Working,0.39340,1321,3386,0.37695,0.40986
2021,Upper Secondary Level,female,Full Time,0.21227,864,4023,0.19963,0.22491
2021,Upper Secondary Level,female,Part Time,0.30539,1369,4023,0.29115,0.31962
2021,Upper Secondary Level,female,Not Working,0.48234,1790,4023,0.46690,0.49779
2021,Post-secondary Non-tertiary Level,male,Full Time,0.63201,376,619,0.59399,0.67003
2021,Post-secondary Non-tertiary Level,male,Part Time,0.18337,122,619,0.15286,0.21388
2021,Post-secondary Non-tertiary Level,male,Not Working,0.18462,121,619,0.15403,0.21520
2021,Post-secondary Non-tertiary Level,female,Full Time,0.36310,321,980,0.33298,0.39322
2021,Post-secondary Non-tertiary Level,female,Part Time,0.40713,434,980,0.37636,0.43791
2021,Post-secondary Non-tertiary Level,female,Not Working,0.22977,225,980,0.20341,0.25612
2021,First Stage of Tertiary Education,male,Full Time,0.55012,344,612,0.51068,0.58957
2021,First Stage of Tertiary Education,male,Part Time,0.09861,62,612,0.07497,0.12225
2021,First Stage of Tertiary Education,male,Not Working,0.35126,206,612,0.31341,0.38912
2021,First Stage of Tertiary Education,female,Full Time,0.32734,125,391,0.28077,0.37391
2021,First Stage of Tertiary Education,female,Part Time,0.30701,135,391,0.26124,0.35279
2021,First Stage of Tertiary Education,female,Not Working,0.36565,131,391,0.31785,0.41344
2021,Second Stage of Tertiary Education,male,Full Time,0.52034,1557,2960,0.50234,0.53834
2021,Second Stage of Tertiary Education,male,Part Time,0.17035,484,2960,0.15680,0.18390
2021,Second Stage of Tertiary Education,male,Not Working,0.30931,919,2960,0.29266,0.32597
2021,Second Stage of Tertiary Education,female,Full Time,0.37444,972,2744,0.35633,0.39256
2021,Second Stage of Tertiary Education,female,Part Time,0.31901,948,2744,0.30157,0.33645
2021,Second Stage of Tertiary Education,female,Not Working,0.30655,824,2744,0.28929,0.32380
2022,Pre-primary Level,male,Part Time,0.07437,40,227,0.04016,0.10857
2022,Pre-primary Level,male,Not Working,0.90462,187,227,0.86632,0.94291
2022,Pre-primary Level,female,Part Time,0.10071,40,262,0.06420,0.13722
2022,Pre-primary Level,female,Not Working,0.88231,222,262,0.84321,0.92140
2022,Primary Level,male,Full Time,0.18661,38,469,0.15131,0.22191
2022,Primary Level,male,Part Time,0.16994,39,469,0.13592,0.20397
2022,Primary Level,male,Not Working,0.64345,392,469,0.60005,0.68684
2022,Primary Level,female,Part Time,0.22039,36,396,0.17951,0.26127
2022,Primary Level,female,Not Working,0.75266,360,396,0.71011,0.79521
2022,Lower Secondary Level,male,Full Time,0.36305,255,870,0.33107,0.39502
2022,Lower Secondary Level,male,Part Time,0.10685,114,870,0.08631,0.12739
2022,Lower Secondary Level,male,Not Working,0.53010,501,870,0.49692,0.56329
2022,Lower Secondary Level,female,Full Time,0.07018,108,1048,0.05470,0.08565
2022,Lower Secondary Level,female,Part Time,0.19095,239,1048,0.16714,0.21476
2022,Lower Secondary Level,female,Not Working,0.73887,701,1048,0.71226,0.76548
2022,Upper Secondary Level,male,Full Time,0.38594,1639,4230,0.37126,0.40061
2022,Upper Secondary Level,male,Part Time,0.13642,659,4230,0.12608,0.14677
2022,Upper Secondary Level,male,Not Working,0.47764,1932,4230,0.46259,0.49270
2022,Upper Secondary Level,female,Full Time,0.18541,1038,5016,0.17465,0.19616
2022,Upper Secondary Level,female,Part Time,0.25900,1559,5016,0.24688,0.27113
2022,Upper Secondary Level,female,Not Working,0.55559,2419,5016,0.54184,0.56935
2022,Post-secondary Non-tertiary Level,male,Full Time,0.56330,447,875,0.53042,0.59618
2022,Post-secondary Non-tertiary Level,male,Part Time,0.15280,145,875,0.12894,0.17665
2022,Post-secondary Non-tertiary Level,male,Not Working,0.28390,283,875,0.25401,0.31380
2022,Post-secondary Non-tertiary Level,female,Full Time,0.33745,438,1326,0.31199,0.36291
2022,Post-secondary Non-tertiary Level,female,Part Time,0.35984,499,1326,0.33399,0.38568
2022,Post-secondary Non-tertiary Level,female,Not Working,0.30272,389,1326,0.27798,0.32745
2022,First Stage of Tertiary Education,male,Full Time,0.43318,401,871,0.40026,0.46611
2022,First Stage of Tertiary Education,male,Part Time,0.10093,85,871,0.08091,0.12095
2022,First Stage of Tertiary Education,male,Not Working,0.46588,385,871,0.43274,0.49903
2022,First Stage of Tertiary Education,female,Full Time,0.25650,133,496,0.21802,0.29497
2022,First Stage of Tertiary Education,female,Part Time,0.30219,171,496,0.26174,0.34264
2022,First Stage of Tertiary Education,female,Not Working,0.44131,192,496,0.39757,0.48506
2022,Second Stage of Tertiary Education,male,Full Time,0.45604,2017,4487,0.44147,0.47062
2022,Second Stage of Tertiary Education,male,Part Time,0.14094,817,4487,0.13076,0.15112
2022,Second Stage of Tertiary Education,male,Not Working,0.40301,1653,4487,0.38866,0.41737
2022,Second Stage of Tertiary Education,female,Full Time,0.32044,1369,4178,0.30629,0.33459
2022,Second Stage of Tertiary Education,female,Part Time,0.30457,1434,4178,0.29062,0.31853
2022,Second Stage of Tertiary Education,female,Not Working,0.37498,1375,4178,0.36030,0.38967
