"pli0096_h","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2017","kein Migrationshintergrund","weiblich","6851","0.665143567574559","0.656227600796166","0.674059534352952"
"Nie","2017","direkter Migrationshintergrund","maennlich","1707","","",""
"Nie","2017","direkter Migrationshintergrund","weiblich","2101","","",""
"Nie","2017","indirekter Migrationshintergrund","maennlich","574","0.740690773268121","0.70997424225289","0.771407304283353"
"Nie","2017","indirekter Migrationshintergrund","weiblich","653","0.7427473250686","0.714455307373929","0.771039342763272"
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2018","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2018","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2018","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2018","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2018","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2018","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2018","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2018","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2018","kein Migrationshintergrund","maennlich","","","",""
"Nie","2018","kein Migrationshintergrund","weiblich","","","",""
"Nie","2018","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2018","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2019","kein Migrationshintergrund","maennlich","289","","",""
"Taeglich","2019","kein Migrationshintergrund","weiblich","163","","",""
"Taeglich","2019","direkter Migrationshintergrund","maennlich","14","","",""
"Taeglich","2019","direkter Migrationshintergrund","weiblich","15","","",""
"Taeglich","2019","indirekter Migrationshintergrund","maennlich","19","","",""
"Taeglich","2019","indirekter Migrationshintergrund","weiblich","12","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","maennlich","1282","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","weiblich","1146","","",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","maennlich","111","","",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","weiblich","79","0.025797464500054","0.0190219606843021","0.0325729683158059"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","maennlich","74","0.0712254886000337","0.0541445443068408","0.0883064328932266"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","weiblich","95","0.0755797058570714","0.058753691443208","0.0924057202709347"
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","maennlich","1089","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","weiblich","1028","","",""
"Min 1x pro Monat","2019","direkter Migrationshintergrund","maennlich","58","0.0405155788171941","0.0312354600975433","0.049795697536845"
"Min 1x pro Monat","2019","direkter Migrationshintergrund","weiblich","93","0.0451861502457359","0.0363086543406815","0.0540636461507903"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","maennlich","51","0.0330884556020857","0.021209708542361","0.0449672026618104"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","weiblich","65","0.0601325047394289","0.0449992659657427","0.0752657435131152"
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2019","kein Migrationshintergrund","maennlich","1068","","",""
"Seltener","2019","kein Migrationshintergrund","weiblich","1171","","",""
"Seltener","2019","direkter Migrationshintergrund","maennlich","120","","",""
"Seltener","2019","direkter Migrationshintergrund","weiblich","161","","",""
"Seltener","2019","indirekter Migrationshintergrund","maennlich","103","","",""
"Seltener","2019","indirekter Migrationshintergrund","weiblich","100","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2019","kein Migrationshintergrund","maennlich","5941","0.640514673265844","0.630950169628007","0.650079176903681"
"Nie","2019","kein Migrationshintergrund","weiblich","6857","0.691049393643176","0.682154054535644","0.699944732750708"
"Nie","2019","direkter Migrationshintergrund","maennlich","1431","","",""
"Nie","2019","direkter Migrationshintergrund","weiblich","1755","","",""
"Nie","2019","indirekter Migrationshintergrund","maennlich","624","0.760032196220705","0.731670545978708","0.788393846462703"
"Nie","2019","indirekter Migrationshintergrund","weiblich","676","0.721383138897748","0.69284467366473","0.749921604130765"
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
