year,bula_h,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Thuringa,No migration background,Widowed,0.07960,39,716,0.05976,0.09944
1991,Schleswig-Holstein,No migration background,Married,0.57610,155,221,0.51079,0.64140
1991,Schleswig-Holstein,No migration background,Single,0.24098,66,221,0.18446,0.29749
1991,Hamburg,No migration background,Married,0.35488,48,48,0.21809,0.49168
1991,Hamburg,Direct migration background,Married,0.70969,31,31,0.54726,0.87212
1991,Lower Saxony,No migration background,Married,0.58395,489,784,0.54943,0.61848
1991,Lower Saxony,No migration background,Single,0.24787,198,784,0.21763,0.27812
1991,Lower Saxony,No migration background,Divorced,0.05985,42,784,0.04324,0.07647
1991,Lower Saxony,No migration background,Widowed,0.09220,55,784,0.07193,0.11246
1991,Lower Saxony,Direct migration background,Married,0.60111,103,103,0.50608,0.69614
1991,Bremen,No migration background,Married,0.48371,47,47,0.33930,0.62813
1991,North Rhine-Westphalia,No migration background,Married,0.56470,1106,1795,0.54175,0.58764
1991,North Rhine-Westphalia,No migration background,"Married, living apart",0.02535,38,1795,0.01808,0.03263
1991,North Rhine-Westphalia,No migration background,Single,0.23686,431,1795,0.21719,0.25654
1991,North Rhine-Westphalia,No migration background,Divorced,0.05866,82,1795,0.04779,0.06954
1991,North Rhine-Westphalia,No migration background,Widowed,0.11442,138,1795,0.09969,0.12915
1991,North Rhine-Westphalia,Direct migration background,Married,0.67247,482,593,0.63466,0.71028
1991,North Rhine-Westphalia,Direct migration background,Single,0.16067,111,593,0.13108,0.19025
1991,North Rhine-Westphalia,Indirect migration background,Single,0.72337,74,74,0.62076,0.82599
1991,Hesse,No migration background,Married,0.57369,355,551,0.53236,0.61502
1991,Hesse,No migration background,Single,0.24150,150,551,0.20573,0.27727
1991,Hesse,No migration background,Widowed,0.12126,46,551,0.09398,0.14854
1991,Hesse,Direct migration background,Married,0.72633,268,304,0.67613,0.77653
1991,Hesse,Direct migration background,Single,0.10121,36,304,0.06725,0.13517
1991,Hesse,Indirect migration background,Single,0.79214,34,34,0.65370,0.93059
1991,"Rhineland-Palatinate, Saarland",No migration background,Married,0.57644,336,499,0.53304,0.61984
1991,"Rhineland-Palatinate, Saarland",No migration background,Single,0.19396,102,499,0.15923,0.22868
1991,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14731,61,499,0.11618,0.17844
1991,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.72126,78,78,0.62111,0.82141
1991,Baden-Wuerttemberg,No migration background,Married,0.58399,637,1010,0.55358,0.61440
1991,Baden-Wuerttemberg,No migration background,Single,0.23975,258,1010,0.21341,0.26610
1991,Baden-Wuerttemberg,No migration background,Divorced,0.04813,39,1010,0.03492,0.06134
1991,Baden-Wuerttemberg,No migration background,Widowed,0.10748,76,1010,0.08837,0.12659
1991,Baden-Wuerttemberg,Direct migration background,Married,0.73588,522,615,0.70101,0.77075
1991,Baden-Wuerttemberg,Direct migration background,Single,0.11878,93,615,0.09319,0.14437
1991,Baden-Wuerttemberg,Indirect migration background,Single,0.74683,69,69,0.64348,0.85018
1991,Bavaria,No migration background,Married,0.55899,718,1174,0.53058,0.58741
1991,Bavaria,No migration background,Single,0.25103,316,1174,0.22622,0.27585
1991,Bavaria,No migration background,Divorced,0.06462,55,1174,0.05055,0.07869
1991,Bavaria,No migration background,Widowed,0.10499,85,1174,0.08745,0.12254
1991,Bavaria,Direct migration background,Married,0.76761,286,330,0.72197,0.81325
1991,Bavaria,Direct migration background,Single,0.12990,44,330,0.09358,0.16623
1991,Bavaria,Indirect migration background,Single,0.66417,34,34,0.50304,0.82531
1991,Berlin,No migration background,Married,0.45511,273,437,0.40837,0.50186
1991,Berlin,No migration background,Single,0.27856,115,437,0.23648,0.32064
1991,Berlin,No migration background,Divorced,0.12762,49,437,0.09630,0.15894
1991,Berlin,Direct migration background,Married,0.64611,82,82,0.54198,0.75025
1991,Brandenburg,No migration background,Married,0.62056,458,657,0.58342,0.65769
1991,Brandenburg,No migration background,Single,0.20733,123,657,0.17630,0.23835
1991,Brandenburg,No migration background,Divorced,0.07964,37,657,0.05893,0.10036
1991,Brandenburg,No migration background,Widowed,0.09072,39,657,0.06874,0.11270
1991,Mecklenburg-Western Pomerania,No migration background,Married,0.62590,317,408,0.57889,0.67291
1991,Mecklenburg-Western Pomerania,No migration background,Single,0.20973,91,408,0.17017,0.24928
1991,Saxony,No migration background,Married,0.63723,834,1186,0.60986,0.66461
1991,Saxony,No migration background,Single,0.18200,209,1186,0.16003,0.20397
1991,Saxony,No migration background,Divorced,0.06121,58,1186,0.04756,0.07486
1991,Saxony,No migration background,Widowed,0.11851,85,1186,0.10011,0.13691
1991,Saxony,Direct migration background,Married,0.81361,35,35,0.68272,0.94451
1991,Saxony-Anhalt,No migration background,Married,0.63669,536,758,0.60243,0.67096
1991,Saxony-Anhalt,No migration background,Single,0.17340,134,758,0.14643,0.20037
1991,Saxony-Anhalt,No migration background,Divorced,0.08600,47,758,0.06603,0.10597
1991,Saxony-Anhalt,No migration background,Widowed,0.09927,41,758,0.07797,0.12057
1991,Thuringa,No migration background,Married,0.62363,464,668,0.58686,0.66040
1991,Thuringa,No migration background,Single,0.19735,122,668,0.16714,0.22755
1991,Thuringa,No migration background,Divorced,0.08468,47,668,0.06355,0.10581
1991,Thuringa,No migration background,Widowed,0.09222,35,668,0.07026,0.11418
1992,Schleswig-Holstein,No migration background,Married,0.60007,149,202,0.53234,0.66779
1992,Schleswig-Holstein,No migration background,Single,0.22304,53,202,0.16549,0.28059
1992,Hamburg,No migration background,Married,0.39341,49,49,0.25521,0.53161
1992,Lower Saxony,No migration background,Married,0.59832,503,788,0.56407,0.63257
1992,Lower Saxony,No migration background,Single,0.22650,184,788,0.19725,0.25574
1992,Lower Saxony,No migration background,Divorced,0.06582,45,788,0.04849,0.08314
1992,Lower Saxony,No migration background,Widowed,0.09746,56,788,0.07674,0.11818
1992,Lower Saxony,Direct migration background,Married,0.59624,99,99,0.49910,0.69339
1992,Bremen,No migration background,Married,0.46857,46,46,0.32277,0.61437
1992,North Rhine-Westphalia,No migration background,Married,0.56841,1097,1775,0.54536,0.59145
1992,North Rhine-Westphalia,No migration background,"Married, living apart",0.02322,36,1775,0.01621,0.03023
1992,North Rhine-Westphalia,No migration background,Single,0.22996,413,1775,0.21038,0.24954
1992,North Rhine-Westphalia,No migration background,Divorced,0.05748,85,1775,0.04665,0.06831
1992,North Rhine-Westphalia,No migration background,Widowed,0.12094,144,1775,0.10576,0.13611
1992,North Rhine-Westphalia,Direct migration background,Married,0.68780,478,579,0.65002,0.72558
1992,North Rhine-Westphalia,Direct migration background,Single,0.16431,101,579,0.13410,0.19452
1992,North Rhine-Westphalia,Indirect migration background,Single,0.76787,86,86,0.67812,0.85763
1992,Hesse,No migration background,Married,0.57413,354,549,0.53273,0.61553
1992,Hesse,No migration background,Single,0.24640,152,549,0.21032,0.28248
1992,Hesse,No migration background,Widowed,0.11247,43,549,0.08601,0.13892
1992,Hesse,Direct migration background,Married,0.74689,257,292,0.69693,0.79685
1992,Hesse,Direct migration background,Single,0.09734,35,292,0.06328,0.13139
1992,Hesse,Indirect migration background,Single,0.83625,41,41,0.72157,0.95093
1992,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58106,329,491,0.53737,0.62475
1992,"Rhineland-Palatinate, Saarland",No migration background,Single,0.19096,103,491,0.15615,0.22576
1992,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14683,59,491,0.11549,0.17817
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.74296,83,83,0.64837,0.83754
1992,Baden-Wuerttemberg,No migration background,Married,0.58598,612,977,0.55508,0.61688
1992,Baden-Wuerttemberg,No migration background,Single,0.24409,254,977,0.21715,0.27104
1992,Baden-Wuerttemberg,No migration background,Divorced,0.05703,47,977,0.04248,0.07157
1992,Baden-Wuerttemberg,No migration background,Widowed,0.09804,64,977,0.07938,0.11669
1992,Baden-Wuerttemberg,Direct migration background,Married,0.71674,504,603,0.68075,0.75274
1992,Baden-Wuerttemberg,Direct migration background,Single,0.13009,99,603,0.10322,0.15696
1992,Baden-Wuerttemberg,Indirect migration background,Single,0.75829,78,78,0.66267,0.85392
1992,Bavaria,No migration background,Married,0.56913,753,1199,0.54109,0.59717
1992,Bavaria,No migration background,Single,0.23824,301,1199,0.21412,0.26237
1992,Bavaria,No migration background,Divorced,0.06401,59,1199,0.05015,0.07787
1992,Bavaria,No migration background,Widowed,0.10604,86,1199,0.08860,0.12347
1992,Bavaria,Direct migration background,Married,0.75529,287,327,0.70862,0.80196
1992,Bavaria,Direct migration background,Single,0.11238,40,327,0.07810,0.14667
1992,Bavaria,Indirect migration background,Single,0.61352,37,37,0.45446,0.77259
1992,Berlin,No migration background,Married,0.44172,262,440,0.39527,0.48817
1992,Berlin,No migration background,Single,0.30229,125,440,0.25933,0.34525
1992,Berlin,No migration background,Divorced,0.13820,53,440,0.10592,0.17049
1992,Berlin,Direct migration background,Married,0.66045,77,77,0.55398,0.76692
1992,Brandenburg,No migration background,Married,0.62037,437,638,0.58268,0.65806
1992,Brandenburg,No migration background,Single,0.22618,133,638,0.19369,0.25867
1992,Brandenburg,No migration background,Divorced,0.06713,31,638,0.04770,0.08656
1992,Brandenburg,No migration background,Widowed,0.08402,37,638,0.06247,0.10556
1992,Mecklenburg-Western Pomerania,No migration background,Married,0.61799,273,358,0.56759,0.66839
1992,Mecklenburg-Western Pomerania,No migration background,Single,0.22243,85,358,0.17929,0.26557
1992,Saxony,No migration background,Married,0.63731,772,1113,0.60905,0.66557
1992,Saxony,No migration background,Single,0.17861,205,1113,0.15610,0.20113
1992,Saxony,No migration background,Divorced,0.05471,51,1113,0.04135,0.06808
1992,Saxony,No migration background,Widowed,0.12518,85,1113,0.10573,0.14463
1992,Saxony,Direct migration background,Married,0.80583,35,35,0.67287,0.93879
1992,Saxony-Anhalt,No migration background,Married,0.61307,500,733,0.57778,0.64835
1992,Saxony-Anhalt,No migration background,Single,0.19943,147,733,0.17049,0.22838
1992,Saxony-Anhalt,No migration background,Divorced,0.09630,50,733,0.07493,0.11767
1992,Saxony-Anhalt,No migration background,Widowed,0.08444,36,733,0.06430,0.10459
1992,Thuringa,No migration background,Married,0.62925,447,652,0.59215,0.66635
1992,Thuringa,No migration background,Single,0.20786,129,652,0.17668,0.23903
1992,Thuringa,No migration background,Divorced,0.07565,43,652,0.05533,0.09596
1992,Thuringa,No migration background,Widowed,0.08070,33,652,0.05978,0.10163
1993,Schleswig-Holstein,No migration background,Married,0.58445,149,211,0.51780,0.65111
1993,Schleswig-Holstein,No migration background,Single,0.23570,62,211,0.17830,0.29311
1993,Hamburg,No migration background,Married,0.37520,47,47,0.23528,0.51512
1993,Lower Saxony,No migration background,Married,0.58561,491,788,0.55119,0.62003
1993,Lower Saxony,No migration background,Single,0.22930,192,788,0.19993,0.25867
1993,Lower Saxony,No migration background,Divorced,0.06979,48,788,0.05199,0.08759
1993,Lower Saxony,No migration background,Widowed,0.10013,57,788,0.07915,0.12110
1993,Lower Saxony,Direct migration background,Married,0.61815,105,105,0.52477,0.71152
1993,Lower Saxony,Indirect migration background,Single,0.90047,31,31,0.79333,1.00760
1993,Bremen,No migration background,Married,0.41386,39,39,0.25726,0.57046
1993,North Rhine-Westphalia,No migration background,Married,0.57950,1102,1737,0.55628,0.60272
1993,North Rhine-Westphalia,No migration background,"Married, living apart",0.01794,32,1737,0.01170,0.02419
1993,North Rhine-Westphalia,No migration background,Single,0.22020,380,1737,0.20070,0.23969
1993,North Rhine-Westphalia,No migration background,Divorced,0.06138,81,1737,0.05009,0.07268
1993,North Rhine-Westphalia,No migration background,Widowed,0.12098,142,1737,0.10563,0.13632
1993,North Rhine-Westphalia,Direct migration background,Married,0.70726,480,569,0.66984,0.74468
1993,North Rhine-Westphalia,Direct migration background,Single,0.15000,89,569,0.12064,0.17937
1993,North Rhine-Westphalia,Indirect migration background,Married,0.25036,34,133,0.17646,0.32427
1993,North Rhine-Westphalia,Indirect migration background,Single,0.67617,99,133,0.59634,0.75600
1993,Hesse,No migration background,Married,0.59006,351,539,0.54850,0.63162
1993,Hesse,No migration background,Single,0.23866,146,539,0.20264,0.27468
1993,Hesse,No migration background,Widowed,0.10776,42,539,0.08156,0.13396
1993,Hesse,Direct migration background,Married,0.70781,247,284,0.65482,0.76079
1993,Hesse,Direct migration background,Single,0.13895,37,284,0.09865,0.17925
1993,Hesse,Indirect migration background,Single,0.73179,41,41,0.59449,0.86908
1993,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58973,329,483,0.54582,0.63365
1993,"Rhineland-Palatinate, Saarland",No migration background,Single,0.17162,95,483,0.13795,0.20528
1993,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14598,59,483,0.11446,0.17750
1993,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.75303,75,75,0.65477,0.85129
1993,Baden-Wuerttemberg,No migration background,Married,0.59578,620,984,0.56511,0.62646
1993,Baden-Wuerttemberg,No migration background,Single,0.24401,258,984,0.21716,0.27086
1993,Baden-Wuerttemberg,No migration background,Divorced,0.05026,43,984,0.03660,0.06392
1993,Baden-Wuerttemberg,No migration background,Widowed,0.09770,63,984,0.07914,0.11626
1993,Baden-Wuerttemberg,Direct migration background,Married,0.71325,495,593,0.67682,0.74968
1993,Baden-Wuerttemberg,Direct migration background,Single,0.14726,98,593,0.11871,0.17581
1993,Baden-Wuerttemberg,Indirect migration background,Single,0.79086,92,92,0.70730,0.87442
1993,Bavaria,No migration background,Married,0.55422,731,1180,0.52585,0.58259
1993,Bavaria,No migration background,Single,0.22563,296,1180,0.20177,0.24949
1993,Bavaria,No migration background,Divorced,0.06697,61,1180,0.05270,0.08124
1993,Bavaria,No migration background,Widowed,0.11785,92,1180,0.09944,0.13625
1993,Bavaria,Direct migration background,Married,0.73187,269,306,0.68215,0.78158
1993,Bavaria,Direct migration background,Single,0.11672,37,306,0.08069,0.15276
1993,Bavaria,Indirect migration background,Single,0.72081,47,47,0.59117,0.85045
1993,Berlin,No migration background,Married,0.47419,263,425,0.42666,0.52172
1993,Berlin,No migration background,Single,0.28816,116,425,0.24505,0.33127
1993,Berlin,No migration background,Divorced,0.11210,46,425,0.08207,0.14213
1993,Berlin,Direct migration background,Married,0.63213,67,67,0.51579,0.74847
1993,Brandenburg,No migration background,Married,0.60459,402,574,0.56456,0.64463
1993,Brandenburg,No migration background,Single,0.22959,135,574,0.19516,0.26403
1993,Brandenburg,No migration background,Widowed,0.08701,37,574,0.06393,0.11009
1993,Mecklenburg-Western Pomerania,No migration background,Married,0.60110,248,342,0.54913,0.65308
1993,Mecklenburg-Western Pomerania,No migration background,Single,0.22998,94,342,0.18531,0.27465
1993,Saxony,No migration background,Married,0.63131,730,1067,0.60234,0.66027
1993,Saxony,No migration background,Single,0.18682,206,1067,0.16342,0.21022
1993,Saxony,No migration background,Divorced,0.05449,49,1067,0.04086,0.06811
1993,Saxony,No migration background,Widowed,0.11895,82,1067,0.09951,0.13838
1993,Saxony,Direct migration background,Married,0.74776,31,31,0.59235,0.90317
1993,Saxony-Anhalt,No migration background,Married,0.63462,479,695,0.59879,0.67045
1993,Saxony-Anhalt,No migration background,Single,0.17372,134,695,0.14553,0.20190
1993,Saxony-Anhalt,No migration background,Divorced,0.09382,48,695,0.07212,0.11551
