year,migback,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,Primary Level,Married,0.58210,214,278,0.52402,0.64019
2015,Direct migration background,Primary Level,Single,0.13780,64,278,0.09721,0.17839
2015,Direct migration background,Lower Secondary Level,Married,0.65417,694,1033,0.62515,0.68319
2015,Direct migration background,Lower Secondary Level,Single,0.16363,233,1033,0.14106,0.18620
2015,Direct migration background,Lower Secondary Level,Divorced,0.07810,74,1033,0.06173,0.09447
2015,Direct migration background,Lower Secondary Level,Widowed,0.06605,32,1033,0.05090,0.08121
2015,Direct migration background,Upper Secondary Level,Married,0.58812,1362,2002,0.56656,0.60969
2015,Direct migration background,Upper Secondary Level,"Married, living apart",0.03566,59,2002,0.02754,0.04379
2015,Direct migration background,Upper Secondary Level,Single,0.22954,386,2002,0.21112,0.24797
2015,Direct migration background,Upper Secondary Level,Divorced,0.09593,148,2002,0.08302,0.10883
2015,Direct migration background,Upper Secondary Level,Widowed,0.04495,47,2002,0.03587,0.05403
2015,Direct migration background,Post-secondary Non-tertiary Level,Married,0.65962,567,749,0.62567,0.69358
2015,Direct migration background,Post-secondary Non-tertiary Level,Single,0.15452,106,749,0.12862,0.18042
2015,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.08934,76,749,0.06890,0.10978
2015,Direct migration background,First Stage of Tertiary Education,Married,0.54322,81,81,0.43407,0.65238
2015,Direct migration background,Second Stage of Tertiary Education,Married,0.60534,1029,1444,0.58012,0.63056
2015,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.05070,64,1444,0.03938,0.06201
2015,Direct migration background,Second Stage of Tertiary Education,Single,0.23562,271,1444,0.21372,0.25751
2015,Direct migration background,Second Stage of Tertiary Education,Divorced,0.06159,80,1444,0.04919,0.07400
2015,Indirect migration background,Pre-primary Level,Single,0.99590,175,175,0.98640,1.00539
2015,Indirect migration background,Lower Secondary Level,Married,0.17717,84,324,0.13553,0.21881
2015,Indirect migration background,Lower Secondary Level,Single,0.74201,240,324,0.69429,0.78972
2015,Indirect migration background,Upper Secondary Level,Married,0.26755,249,638,0.23317,0.30193
2015,Indirect migration background,Upper Secondary Level,Single,0.64340,350,638,0.60620,0.68060
2015,Indirect migration background,Upper Secondary Level,Divorced,0.04953,39,638,0.03268,0.06638
2015,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.54526,59,99,0.44667,0.64384
2015,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.41582,40,99,0.31824,0.51340
2015,Indirect migration background,First Stage of Tertiary Education,Married,0.55038,36,36,0.38557,0.71519
2015,Indirect migration background,Second Stage of Tertiary Education,Married,0.34491,130,215,0.28123,0.40860
2015,Indirect migration background,Second Stage of Tertiary Education,Single,0.59163,85,215,0.52577,0.65749
2016,No migration background,Primary Level,Married,0.33109,52,101,0.23885,0.42333
2016,No migration background,Primary Level,Single,0.34077,49,101,0.24787,0.43367
2016,No migration background,Lower Secondary Level,Married,0.33706,562,1578,0.31373,0.36039
2016,No migration background,Lower Secondary Level,"Married, living apart",0.02202,41,1578,0.01478,0.02927
2016,No migration background,Lower Secondary Level,Single,0.33938,588,1578,0.31601,0.36275
2016,No migration background,Lower Secondary Level,Divorced,0.09811,162,1578,0.08343,0.11279
2016,No migration background,Lower Secondary Level,Widowed,0.20339,225,1578,0.18353,0.22326
2016,No migration background,Upper Secondary Level,Married,0.52434,5136,8736,0.51387,0.53482
2016,No migration background,Upper Secondary Level,"Married, living apart",0.02033,217,8736,0.01737,0.02329
2016,No migration background,Upper Secondary Level,Single,0.23635,1741,8736,0.22744,0.24526
2016,No migration background,Upper Secondary Level,Divorced,0.11941,984,8736,0.11261,0.12621
2016,No migration background,Upper Secondary Level,Widowed,0.09951,658,8736,0.09323,0.10579
2016,No migration background,Post-secondary Non-tertiary Level,Married,0.44278,646,1179,0.41442,0.47115
2016,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.01951,32,1179,0.01161,0.02741
2016,No migration background,Post-secondary Non-tertiary Level,Single,0.38766,331,1179,0.35984,0.41549
2016,No migration background,Post-secondary Non-tertiary Level,Divorced,0.09480,136,1179,0.07807,0.11153
2016,No migration background,Post-secondary Non-tertiary Level,Widowed,0.05524,34,1179,0.04219,0.06829
2016,No migration background,First Stage of Tertiary Education,Married,0.61474,872,1244,0.58769,0.64180
2016,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03487,41,1244,0.02467,0.04507
2016,No migration background,First Stage of Tertiary Education,Single,0.18097,141,1244,0.15957,0.20238
2016,No migration background,First Stage of Tertiary Education,Divorced,0.11554,128,1244,0.09776,0.13331
2016,No migration background,First Stage of Tertiary Education,Widowed,0.05334,62,1244,0.04085,0.06584
2016,No migration background,Second Stage of Tertiary Education,Married,0.53475,2951,4420,0.52005,0.54946
2016,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02718,99,4420,0.02238,0.03197
2016,No migration background,Second Stage of Tertiary Education,Single,0.29222,815,4420,0.27881,0.30563
2016,No migration background,Second Stage of Tertiary Education,Divorced,0.09367,368,4420,0.08508,0.10226
2016,No migration background,Second Stage of Tertiary Education,Widowed,0.05175,187,4420,0.04522,0.05828
2016,Direct migration background,Pre-primary Level,Single,0.99293,210,210,0.98157,1.00429
2016,Direct migration background,Primary Level,Married,0.66006,889,1279,0.63408,0.68603
2016,Direct migration background,Primary Level,"Married, living apart",0.04132,89,1279,0.03041,0.05223
2016,Direct migration background,Primary Level,Single,0.14847,228,1279,0.12897,0.16796
2016,Direct migration background,Primary Level,Divorced,0.10775,35,1279,0.09075,0.12475
2016,Direct migration background,Primary Level,Widowed,0.04241,38,1279,0.03136,0.05346
2016,Direct migration background,Lower Secondary Level,Married,0.68061,893,1379,0.65599,0.70522
2016,Direct migration background,Lower Secondary Level,"Married, living apart",0.02620,74,1379,0.01777,0.03464
2016,Direct migration background,Lower Secondary Level,Single,0.14411,315,1379,0.12557,0.16265
2016,Direct migration background,Lower Secondary Level,Divorced,0.08352,64,1379,0.06892,0.09813
2016,Direct migration background,Lower Secondary Level,Widowed,0.06335,33,1379,0.05049,0.07621
2016,Direct migration background,Upper Secondary Level,Married,0.60991,1494,2201,0.58953,0.63030
2016,Direct migration background,Upper Secondary Level,"Married, living apart",0.03150,83,2201,0.02420,0.03879
2016,Direct migration background,Upper Secondary Level,Single,0.20406,424,2201,0.18722,0.22090
2016,Direct migration background,Upper Secondary Level,Divorced,0.10863,151,2201,0.09562,0.12163
2016,Direct migration background,Upper Secondary Level,Widowed,0.04515,49,2201,0.03647,0.05382
2016,Direct migration background,Post-secondary Non-tertiary Level,Married,0.62016,551,786,0.58620,0.65411
2016,Direct migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.05528,32,786,0.03930,0.07127
2016,Direct migration background,Post-secondary Non-tertiary Level,Single,0.18767,118,786,0.16036,0.21499
2016,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.09984,85,786,0.07887,0.12081
2016,Direct migration background,First Stage of Tertiary Education,Married,0.54262,72,72,0.42674,0.65850
2016,Direct migration background,Second Stage of Tertiary Education,Married,0.60207,1264,1824,0.57960,0.62454
2016,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.06152,108,1824,0.05049,0.07255
2016,Direct migration background,Second Stage of Tertiary Education,Single,0.22776,352,1824,0.20851,0.24701
2016,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07454,100,1824,0.06248,0.08659
2016,Indirect migration background,Lower Secondary Level,Married,0.20297,83,306,0.15783,0.24811
2016,Indirect migration background,Lower Secondary Level,Single,0.71494,223,306,0.66427,0.76560
2016,Indirect migration background,Upper Secondary Level,Married,0.26017,221,581,0.22447,0.29588
2016,Indirect migration background,Upper Secondary Level,Single,0.64687,325,581,0.60797,0.68577
2016,Indirect migration background,Upper Secondary Level,Divorced,0.04615,35,581,0.02907,0.06322
2016,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.44361,53,97,0.34422,0.54299
2016,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.50633,44,97,0.40632,0.60634
2016,Indirect migration background,First Stage of Tertiary Education,Married,0.53253,37,37,0.36954,0.69552
2016,Indirect migration background,Second Stage of Tertiary Education,Married,0.38974,118,195,0.32111,0.45836
2016,Indirect migration background,Second Stage of Tertiary Education,Single,0.54727,77,195,0.47723,0.61732
2017,No migration background,Primary Level,Married,0.35758,65,124,0.27287,0.44228
2017,No migration background,Primary Level,Single,0.35959,59,124,0.27478,0.44440
2017,No migration background,Lower Secondary Level,Married,0.35112,657,1777,0.32892,0.37332
2017,No migration background,Lower Secondary Level,"Married, living apart",0.02195,43,1777,0.01514,0.02877
2017,No migration background,Lower Secondary Level,Single,0.33042,677,1777,0.30854,0.35229
2017,No migration background,Lower Secondary Level,Divorced,0.10020,179,1777,0.08624,0.11417
2017,No migration background,Lower Secondary Level,Widowed,0.19631,221,1777,0.17783,0.21478
2017,No migration background,Upper Secondary Level,Married,0.51962,5641,9764,0.50971,0.52953
2017,No migration background,Upper Secondary Level,"Married, living apart",0.02225,236,9764,0.01932,0.02518
2017,No migration background,Upper Secondary Level,Single,0.23821,2133,9764,0.22976,0.24666
2017,No migration background,Upper Secondary Level,Divorced,0.12049,1079,9764,0.11403,0.12694
2017,No migration background,Upper Secondary Level,Widowed,0.09908,675,9764,0.09315,0.10501
2017,No migration background,Post-secondary Non-tertiary Level,Married,0.44302,774,1404,0.41703,0.46901
2017,No migration background,Post-secondary Non-tertiary Level,Single,0.38477,431,1404,0.35931,0.41023
2017,No migration background,Post-secondary Non-tertiary Level,Divorced,0.10310,163,1404,0.08718,0.11901
2017,No migration background,Post-secondary Non-tertiary Level,Widowed,0.05592,36,1404,0.04390,0.06795
2017,No migration background,First Stage of Tertiary Education,Married,0.60280,945,1372,0.57690,0.62870
2017,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03091,40,1372,0.02175,0.04007
2017,No migration background,First Stage of Tertiary Education,Single,0.19302,188,1372,0.17213,0.21391
2017,No migration background,First Stage of Tertiary Education,Divorced,0.11452,134,1372,0.09766,0.13138
2017,No migration background,First Stage of Tertiary Education,Widowed,0.05875,65,1372,0.04630,0.07120
2017,No migration background,Second Stage of Tertiary Education,Married,0.53109,3318,5033,0.51730,0.54488
2017,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02556,114,5033,0.02120,0.02992
2017,No migration background,Second Stage of Tertiary Education,Single,0.29500,991,5033,0.28239,0.30760
2017,No migration background,Second Stage of Tertiary Education,Divorced,0.09281,409,5033,0.08479,0.10083
2017,No migration background,Second Stage of Tertiary Education,Widowed,0.05410,201,5033,0.04785,0.06035
2017,Direct migration background,Pre-primary Level,Single,0.99234,182,182,0.97964,1.00504
2017,Direct migration background,Primary Level,Married,0.57745,1158,1726,0.55413,0.60076
2017,Direct migration background,Primary Level,"Married, living apart",0.05534,93,1726,0.04455,0.06613
2017,Direct migration background,Primary Level,Single,0.16423,377,1726,0.14674,0.18171
2017,Direct migration background,Primary Level,Divorced,0.13999,44,1726,0.12361,0.15636
2017,Direct migration background,Primary Level,Widowed,0.06294,54,1726,0.05148,0.07441
2017,Direct migration background,Lower Secondary Level,Married,0.65778,1053,1630,0.63474,0.68082
2017,Direct migration background,Lower Secondary Level,"Married, living apart",0.03196,71,1630,0.02342,0.04050
2017,Direct migration background,Lower Secondary Level,Single,0.15800,398,1630,0.14029,0.17572
2017,Direct migration background,Lower Secondary Level,Divorced,0.08474,70,1630,0.07121,0.09826
2017,Direct migration background,Lower Secondary Level,Widowed,0.06751,38,1630,0.05533,0.07970
2017,Direct migration background,Upper Secondary Level,Married,0.61874,1518,2300,0.59888,0.63859
2017,Direct migration background,Upper Secondary Level,"Married, living apart",0.03142,97,2300,0.02429,0.03856
2017,Direct migration background,Upper Secondary Level,Single,0.20372,471,2300,0.18726,0.22018
2017,Direct migration background,Upper Secondary Level,Divorced,0.11214,167,2300,0.09925,0.12504
2017,Direct migration background,Upper Secondary Level,Widowed,0.03287,47,2300,0.02558,0.04016
2017,Direct migration background,Post-secondary Non-tertiary Level,Married,0.63619,522,736,0.60141,0.67098
2017,Direct migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.05590,33,736,0.03929,0.07251
2017,Direct migration background,Post-secondary Non-tertiary Level,Single,0.14176,100,736,0.11654,0.16698
2017,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.10976,81,736,0.08716,0.13235
2017,Direct migration background,First Stage of Tertiary Education,Married,0.56548,71,71,0.44935,0.68160
2017,Direct migration background,Second Stage of Tertiary Education,Married,0.62915,1361,1956,0.60774,0.65057
2017,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.05950,118,1956,0.04902,0.06999
2017,Direct migration background,Second Stage of Tertiary Education,Single,0.21922,354,1956,0.20088,0.23756
2017,Direct migration background,Second Stage of Tertiary Education,Divorced,0.06773,92,1956,0.05659,0.07886
2017,Direct migration background,Second Stage of Tertiary Education,Widowed,0.02329,31,1956,0.01661,0.02998
2017,Indirect migration background,Pre-primary Level,Single,0.98861,192,192,0.97355,1.00366
2017,Indirect migration background,Lower Secondary Level,Married,0.16401,74,273,0.12000,0.20802
2017,Indirect migration background,Lower Secondary Level,Single,0.77644,199,273,0.72693,0.82596
2017,Indirect migration background,Upper Secondary Level,Married,0.27493,242,664,0.24094,0.30891
2017,Indirect migration background,Upper Secondary Level,Single,0.62283,378,664,0.58593,0.65972
2017,Indirect migration background,Upper Secondary Level,Divorced,0.05623,44,664,0.03870,0.07377
2017,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.39211,58,110,0.30045,0.48376
2017,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.55198,52,110,0.45862,0.64534
2017,Indirect migration background,First Stage of Tertiary Education,Married,0.43973,37,37,0.27759,0.60187
2017,Indirect migration background,Second Stage of Tertiary Education,Married,0.42542,143,232,0.36166,0.48917
2017,Indirect migration background,Second Stage of Tertiary Education,Single,0.50235,89,232,0.43787,0.56682
2018,No migration background,Pre-primary Level,Single,0.99463,441,441,0.98781,1.00146
2018,No migration background,Primary Level,Married,0.33299,52,155,0.25856,0.40743
2018,No migration background,Primary Level,Single,0.35743,71,155,0.28174,0.43312
2018,No migration background,Primary Level,Divorced,0.24264,32,155,0.17494,0.31035
2018,No migration background,Lower Secondary Level,Married,0.34337,611,1762,0.32119,0.36555
2018,No migration background,Lower Secondary Level,"Married, living apart",0.03115,45,1762,0.02304,0.03927
2018,No migration background,Lower Secondary Level,Single,0.33114,706,1762,0.30916,0.35312
2018,No migration background,Lower Secondary Level,Divorced,0.09966,192,1762,0.08567,0.11365
2018,No migration background,Lower Secondary Level,Widowed,0.19468,208,1762,0.17619,0.21318
2018,No migration background,Upper Secondary Level,Married,0.51164,5252,9344,0.50150,0.52177
2018,No migration background,Upper Secondary Level,"Married, living apart",0.02406,236,9344,0.02096,0.02717
2018,No migration background,Upper Secondary Level,Single,0.24187,2124,9344,0.23319,0.25056
2018,No migration background,Upper Secondary Level,Divorced,0.12284,1068,9344,0.11619,0.12950
2018,No migration background,Upper Secondary Level,Widowed,0.09958,664,9344,0.09351,0.10565
2018,No migration background,Post-secondary Non-tertiary Level,Married,0.44332,753,1403,0.41732,0.46933
2018,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.01789,34,1403,0.01095,0.02483
2018,No migration background,Post-secondary Non-tertiary Level,Single,0.39107,433,1403,0.36553,0.41662
2018,No migration background,Post-secondary Non-tertiary Level,Divorced,0.09855,150,1403,0.08295,0.11416
2018,No migration background,Post-secondary Non-tertiary Level,Widowed,0.04917,33,1403,0.03785,0.06049
2018,No migration background,First Stage of Tertiary Education,Married,0.59739,890,1311,0.57083,0.62395
2018,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03906,44,1311,0.02857,0.04955
2018,No migration background,First Stage of Tertiary Education,Single,0.18796,182,1311,0.16680,0.20912
2018,No migration background,First Stage of Tertiary Education,Divorced,0.11744,126,1311,0.10001,0.13488
2018,No migration background,First Stage of Tertiary Education,Widowed,0.05815,69,1311,0.04548,0.07082
2018,No migration background,Second Stage of Tertiary Education,Married,0.54570,3202,4914,0.53178,0.55963
2018,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02543,121,4914,0.02102,0.02983
2018,No migration background,Second Stage of Tertiary Education,Single,0.28266,985,4914,0.27007,0.29525
2018,No migration background,Second Stage of Tertiary Education,Divorced,0.09368,411,4914,0.08553,0.10183
2018,No migration background,Second Stage of Tertiary Education,Widowed,0.05253,195,4914,0.04629,0.05877
2018,Direct migration background,Pre-primary Level,Single,0.96889,162,162,0.94207,0.99571
2018,Direct migration background,Primary Level,Married,0.56339,1057,1622,0.53925,0.58754
2018,Direct migration background,Primary Level,"Married, living apart",0.04576,95,1622,0.03559,0.05593
2018,Direct migration background,Primary Level,Single,0.17105,360,1622,0.15271,0.18938
2018,Direct migration background,Primary Level,Divorced,0.14299,52,1622,0.12595,0.16003
2018,Direct migration background,Primary Level,Widowed,0.07522,58,1622,0.06238,0.08806
2018,Direct migration background,Lower Secondary Level,Married,0.62462,961,1503,0.60013,0.64911
2018,Direct migration background,Lower Secondary Level,"Married, living apart",0.03902,53,1503,0.02923,0.04882
2018,Direct migration background,Lower Secondary Level,Single,0.16776,377,1503,0.14886,0.18666
2018,Direct migration background,Lower Secondary Level,Divorced,0.10024,76,1503,0.08505,0.11543
2018,Direct migration background,Lower Secondary Level,Widowed,0.06836,36,1503,0.05560,0.08112
2018,Direct migration background,Upper Secondary Level,Married,0.62055,1421,2132,0.59995,0.64116
2018,Direct migration background,Upper Secondary Level,"Married, living apart",0.03370,89,2132,0.02603,0.04136
2018,Direct migration background,Upper Secondary Level,Single,0.19649,409,2132,0.17962,0.21336
2018,Direct migration background,Upper Secondary Level,Divorced,0.10552,162,2132,0.09247,0.11856
2018,Direct migration background,Upper Secondary Level,Widowed,0.04374,51,2132,0.03506,0.05243
2018,Direct migration background,Post-secondary Non-tertiary Level,Married,0.61231,466,641,0.57456,0.65006
2018,Direct migration background,Post-secondary Non-tertiary Level,Single,0.17181,97,641,0.14258,0.20103
2018,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.11155,78,641,0.08716,0.13594
2018,Direct migration background,First Stage of Tertiary Education,Married,0.54840,61,61,0.42247,0.67432
2018,Direct migration background,Second Stage of Tertiary Education,Married,0.64066,1273,1816,0.61859,0.66273
2018,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.04972,98,1816,0.03972,0.05972
2018,Direct migration background,Second Stage of Tertiary Education,Single,0.21783,301,1816,0.19884,0.23682
2018,Direct migration background,Second Stage of Tertiary Education,Divorced,0.06899,111,1816,0.05733,0.08065
2018,Direct migration background,Second Stage of Tertiary Education,Widowed,0.02276,33,1816,0.01590,0.02962
2018,Indirect migration background,Lower Secondary Level,Married,0.21434,76,285,0.16661,0.26207
2018,Indirect migration background,Lower Secondary Level,Single,0.71991,209,285,0.66768,0.77213
2018,Indirect migration background,Upper Secondary Level,Married,0.30403,234,652,0.26869,0.33936
2018,Indirect migration background,Upper Secondary Level,Single,0.59166,371,652,0.55390,0.62942
2018,Indirect migration background,Upper Secondary Level,Divorced,0.06294,47,652,0.04429,0.08160
2018,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.33411,57,113,0.24675,0.42147
2018,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.60293,56,113,0.51232,0.69355
2018,Indirect migration background,Second Stage of Tertiary Education,Married,0.47127,137,226,0.40604,0.53649
2018,Indirect migration background,Second Stage of Tertiary Education,Single,0.46939,89,226,0.40418,0.53460
2019,No migration background,Pre-primary Level,Single,0.99687,392,392,0.99133,1.00241
2019,No migration background,Primary Level,Married,0.37578,47,108,0.28401,0.46755
2019,No migration background,Primary Level,Single,0.34671,61,108,0.25653,0.43689
2019,No migration background,Lower Secondary Level,Married,0.35542,601,1673,0.33248,0.37837
2019,No migration background,Lower Secondary Level,"Married, living apart",0.01671,34,1673,0.01057,0.02286
2019,No migration background,Lower Secondary Level,Single,0.33878,677,1673,0.31610,0.36147
2019,No migration background,Lower Secondary Level,Divorced,0.10641,185,1673,0.09163,0.12119
2019,No migration background,Lower Secondary Level,Widowed,0.18252,176,1673,0.16400,0.20103
2019,No migration background,Upper Secondary Level,Married,0.49830,5162,9206,0.48808,0.50851
2019,No migration background,Upper Secondary Level,"Married, living apart",0.02535,238,9206,0.02214,0.02856
2019,No migration background,Upper Secondary Level,Single,0.24468,2059,9206,0.23590,0.25346
2019,No migration background,Upper Secondary Level,Divorced,0.12844,1082,9206,0.12161,0.13528
2019,No migration background,Upper Secondary Level,Widowed,0.10322,665,9206,0.09700,0.10943
2019,No migration background,Post-secondary Non-tertiary Level,Married,0.43701,834,1509,0.41197,0.46204
2019,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02204,31,1509,0.01463,0.02945
2019,No migration background,Post-secondary Non-tertiary Level,Single,0.39431,440,1509,0.36964,0.41897
2019,No migration background,Post-secondary Non-tertiary Level,Divorced,0.10754,171,1509,0.09190,0.12317
2019,No migration background,Post-secondary Non-tertiary Level,Widowed,0.03911,33,1509,0.02932,0.04889
2019,No migration background,First Stage of Tertiary Education,Married,0.57776,1025,1512,0.55285,0.60266
2019,No migration background,First Stage of Tertiary Education,"Married, living apart",0.04082,56,1512,0.03084,0.05080
2019,No migration background,First Stage of Tertiary Education,Single,0.20571,210,1512,0.18532,0.22609
2019,No migration background,First Stage of Tertiary Education,Divorced,0.12672,156,1512,0.10995,0.14350
2019,No migration background,First Stage of Tertiary Education,Widowed,0.04900,65,1512,0.03811,0.05988
2019,No migration background,Second Stage of Tertiary Education,Married,0.55151,3684,5620,0.53850,0.56451
2019,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02503,145,5620,0.02095,0.02912
2019,No migration background,Second Stage of Tertiary Education,Single,0.28236,1110,5620,0.27059,0.29413
2019,No migration background,Second Stage of Tertiary Education,Divorced,0.09064,474,5620,0.08314,0.09815
2019,No migration background,Second Stage of Tertiary Education,Widowed,0.05045,207,5620,0.04473,0.05618
2019,Direct migration background,Pre-primary Level,Single,0.99408,71,71,0.97610,1.01205
2019,Direct migration background,Primary Level,Married,0.56974,1021,1512,0.54478,0.59471
2019,Direct migration background,Primary Level,"Married, living apart",0.03836,77,1512,0.02868,0.04805
2019,Direct migration background,Primary Level,Single,0.17885,318,1512,0.15952,0.19817
2019,Direct migration background,Primary Level,Divorced,0.13984,51,1512,0.12235,0.15733
2019,Direct migration background,Primary Level,Widowed,0.06891,45,1512,0.05614,0.08168
2019,Direct migration background,Lower Secondary Level,Married,0.60317,813,1279,0.57634,0.62999
2019,Direct migration background,Lower Secondary Level,"Married, living apart",0.04845,52,1279,0.03668,0.06022
2019,Direct migration background,Lower Secondary Level,Single,0.16841,310,1279,0.14789,0.18892
2019,Direct migration background,Lower Secondary Level,Divorced,0.09641,72,1279,0.08023,0.11259
2019,Direct migration background,Lower Secondary Level,Widowed,0.08189,32,1279,0.06686,0.09692
2019,Direct migration background,Upper Secondary Level,Married,0.63036,1213,1838,0.60828,0.65243
2019,Direct migration background,Upper Secondary Level,"Married, living apart",0.04205,89,1838,0.03287,0.05123
2019,Direct migration background,Upper Secondary Level,Single,0.18208,347,1838,0.16444,0.19973
2019,Direct migration background,Upper Secondary Level,Divorced,0.10251,141,1838,0.08864,0.11638
2019,Direct migration background,Upper Secondary Level,Widowed,0.04228,48,1838,0.03308,0.05148
2019,Direct migration background,Post-secondary Non-tertiary Level,Married,0.61793,419,568,0.57794,0.65793
2019,Direct migration background,Post-secondary Non-tertiary Level,Single,0.16779,83,568,0.13703,0.19855
2019,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.11314,66,568,0.08707,0.13922
2019,Direct migration background,First Stage of Tertiary Education,Married,0.56856,55,55,0.43646,0.70066
2019,Direct migration background,Second Stage of Tertiary Education,Married,0.64854,1170,1663,0.62558,0.67149
2019,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.05242,88,1663,0.04171,0.06314
2019,Direct migration background,Second Stage of Tertiary Education,Single,0.19424,257,1663,0.17522,0.21326
2019,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07360,115,1663,0.06104,0.08615
2019,Direct migration background,Second Stage of Tertiary Education,Widowed,0.03026,33,1663,0.02203,0.03850
2019,Indirect migration background,Pre-primary Level,Single,0.99429,141,141,0.98180,1.00677
2019,Indirect migration background,Lower Secondary Level,Married,0.22067,60,234,0.16742,0.27392
2019,Indirect migration background,Lower Secondary Level,Single,0.71184,174,234,0.65368,0.76999
2019,Indirect migration background,Upper Secondary Level,Married,0.29351,226,611,0.25737,0.32965
2019,Indirect migration background,Upper Secondary Level,Single,0.59142,339,611,0.55241,0.63043
2019,Indirect migration background,Upper Secondary Level,Divorced,0.07349,46,611,0.05278,0.09420
2019,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.40117,66,123,0.31419,0.48814
2019,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.52218,57,123,0.43354,0.61081
2019,Indirect migration background,First Stage of Tertiary Education,Married,0.51182,35,35,0.34380,0.67984
2019,Indirect migration background,Second Stage of Tertiary Education,Married,0.50744,175,261,0.44667,0.56821
2019,Indirect migration background,Second Stage of Tertiary Education,Single,0.44132,86,261,0.38097,0.50168
2020,No migration background,Primary Level,Married,0.32170,41,95,0.22726,0.41613
2020,No migration background,Primary Level,Single,0.39399,54,95,0.29521,0.49277
2020,No migration background,Lower Secondary Level,Married,0.35808,538,1504,0.33384,0.38232
2020,No migration background,Lower Secondary Level,Single,0.34634,627,1504,0.32229,0.37040
2020,No migration background,Lower Secondary Level,Divorced,0.10970,174,1504,0.09390,0.12550
2020,No migration background,Lower Secondary Level,Widowed,0.16952,165,1504,0.15055,0.18849
2020,No migration background,Upper Secondary Level,Married,0.50379,4641,8413,0.49310,0.51447
2020,No migration background,Upper Secondary Level,"Married, living apart",0.02501,222,8413,0.02167,0.02835
2020,No migration background,Upper Secondary Level,Single,0.25136,1960,8413,0.24209,0.26063
2020,No migration background,Upper Secondary Level,Divorced,0.12340,983,8413,0.11637,0.13042
2020,No migration background,Upper Secondary Level,Widowed,0.09635,607,8413,0.09005,0.10266
2020,No migration background,Post-secondary Non-tertiary Level,Married,0.45928,784,1404,0.43320,0.48535
2020,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02121,36,1404,0.01367,0.02875
2020,No migration background,Post-secondary Non-tertiary Level,Single,0.39081,433,1404,0.36528,0.41634
2020,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08984,151,1404,0.07488,0.10481
2020,No migration background,First Stage of Tertiary Education,Married,0.59967,911,1330,0.57333,0.62602
2020,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03873,43,1330,0.02836,0.04911
2020,No migration background,First Stage of Tertiary Education,Single,0.20248,187,1330,0.18087,0.22408
2020,No migration background,First Stage of Tertiary Education,Divorced,0.11382,130,1330,0.09675,0.13090
2020,No migration background,First Stage of Tertiary Education,Widowed,0.04530,59,1330,0.03412,0.05648
2020,No migration background,Second Stage of Tertiary Education,Married,0.54802,3390,5280,0.53459,0.56144
2020,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02502,140,5280,0.02081,0.02923
2020,No migration background,Second Stage of Tertiary Education,Single,0.28988,1109,5280,0.27764,0.30212
2020,No migration background,Second Stage of Tertiary Education,Divorced,0.08878,442,5280,0.08111,0.09645
2020,No migration background,Second Stage of Tertiary Education,Widowed,0.04830,199,5280,0.04252,0.05409
2020,Direct migration background,Pre-primary Level,Single,0.93854,165,165,0.90178,0.97530
2020,Direct migration background,Primary Level,Married,0.52132,881,1377,0.49492,0.54771
2020,Direct migration background,Primary Level,"Married, living apart",0.03645,74,1377,0.02655,0.04635
