year,bula_h,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,North Rhine-Westphalia,female,"Married, living apart",0.03114,35,1293,0.02167,0.04061
1991,North Rhine-Westphalia,female,Single,0.20523,265,1293,0.18320,0.22725
1991,North Rhine-Westphalia,female,Divorced,0.06310,61,1293,0.04984,0.07635
1991,North Rhine-Westphalia,female,Widowed,0.17472,126,1293,0.15402,0.19543
1991,Hesse,male,Married,0.61923,312,442,0.57391,0.66455
1991,Hesse,male,Single,0.26549,130,442,0.22428,0.30671
1991,Hesse,female,Married,0.56995,315,450,0.52416,0.61575
1991,Hesse,female,Single,0.18568,90,450,0.14971,0.22164
1991,Hesse,female,Widowed,0.18339,45,450,0.14759,0.21918
1991,"Rhineland-Palatinate, Saarland",male,Married,0.63402,207,289,0.57839,0.68966
1991,"Rhineland-Palatinate, Saarland",male,Single,0.24298,82,289,0.19345,0.29252
1991,"Rhineland-Palatinate, Saarland",female,Married,0.53627,208,319,0.48146,0.59108
1991,"Rhineland-Palatinate, Saarland",female,Single,0.16144,62,319,0.12100,0.20188
1991,"Rhineland-Palatinate, Saarland",female,Widowed,0.20549,49,319,0.16108,0.24990
1991,Baden-Wuerttemberg,male,Married,0.64256,582,858,0.61048,0.67465
1991,Baden-Wuerttemberg,male,"Married, living apart",0.02537,31,858,0.01484,0.03590
1991,Baden-Wuerttemberg,male,Single,0.26827,245,858,0.23861,0.29794
1991,Baden-Wuerttemberg,female,Married,0.57202,591,887,0.53944,0.60460
1991,Baden-Wuerttemberg,female,Single,0.19015,175,887,0.16431,0.21599
1991,Baden-Wuerttemberg,female,Divorced,0.05900,39,887,0.04348,0.07451
1991,Baden-Wuerttemberg,female,Widowed,0.16060,82,887,0.13643,0.18478
1991,Bavaria,male,Married,0.60503,507,736,0.56969,0.64037
1991,Bavaria,male,Single,0.29020,229,736,0.25739,0.32301
1991,Bavaria,female,Married,0.55481,510,790,0.52013,0.58949
1991,Bavaria,female,Single,0.19591,165,790,0.16822,0.22361
1991,Bavaria,female,Divorced,0.08055,41,790,0.06156,0.09954
1991,Bavaria,female,Widowed,0.14872,74,790,0.12389,0.17355
1991,Berlin,male,Married,0.49602,178,259,0.43501,0.55703
1991,Berlin,male,Single,0.32880,81,259,0.27147,0.38612
1991,Berlin,female,Married,0.45428,181,287,0.39658,0.51199
1991,Berlin,female,Single,0.21686,66,287,0.16910,0.26462
1991,Berlin,female,Divorced,0.14794,40,287,0.10680,0.18909
1991,Brandenburg,male,Married,0.64399,234,305,0.59016,0.69781
1991,Brandenburg,male,Single,0.25762,71,305,0.20846,0.30678
1991,Brandenburg,female,Married,0.59061,235,325,0.53706,0.64415
1991,Brandenburg,female,Single,0.14764,53,325,0.10901,0.18626
1991,Brandenburg,female,Widowed,0.16780,37,325,0.12711,0.20849
1991,Mecklenburg-Western Pomerania,male,Married,0.64826,163,214,0.58413,0.71238
1991,Mecklenburg-Western Pomerania,male,Single,0.22945,51,214,0.17299,0.28592
1991,Mecklenburg-Western Pomerania,female,Married,0.61380,165,206,0.54715,0.68045
1991,Mecklenburg-Western Pomerania,female,Single,0.18596,41,206,0.13270,0.23922
1991,Saxony,male,Married,0.70080,433,546,0.66236,0.73925
1991,Saxony,male,Single,0.20740,113,546,0.17336,0.24144
1991,Saxony,female,Married,0.59339,436,645,0.55545,0.63133
1991,Saxony,female,Single,0.15133,98,645,0.12365,0.17901
1991,Saxony,female,Divorced,0.07501,41,645,0.05467,0.09536
1991,Saxony,female,Widowed,0.17838,70,645,0.14882,0.20795
1991,Saxony-Anhalt,male,Married,0.68012,278,350,0.63118,0.72906
1991,Saxony-Anhalt,male,Single,0.20588,72,350,0.16346,0.24830
1991,Saxony-Anhalt,female,Married,0.60901,284,416,0.56207,0.65596
1991,Saxony-Anhalt,female,Single,0.12863,62,416,0.09642,0.16084
1991,Saxony-Anhalt,female,Divorced,0.08799,31,416,0.06073,0.11524
1991,Saxony-Anhalt,female,Widowed,0.17064,39,416,0.13444,0.20683
1991,Thuringa,male,Married,0.66669,238,306,0.61378,0.71959
1991,Thuringa,male,Single,0.23164,68,306,0.18429,0.27898
1991,Thuringa,female,Married,0.58697,244,335,0.53416,0.63977
1991,Thuringa,female,Single,0.16922,59,335,0.12901,0.20943
1991,Thuringa,female,Widowed,0.15419,32,335,0.11546,0.19291
1992,Schleswig-Holstein,male,Married,0.65333,89,89,0.55390,0.75277
1992,Schleswig-Holstein,female,Married,0.57943,87,87,0.47510,0.68376
1992,Hamburg,male,Married,0.50348,41,41,0.34853,0.65843
1992,Hamburg,female,Married,0.36457,40,40,0.21351,0.51563
1992,Lower Saxony,male,Married,0.60333,295,432,0.55715,0.64952
1992,Lower Saxony,male,Single,0.29148,137,432,0.24858,0.33439
1992,Lower Saxony,female,Married,0.58225,308,454,0.53683,0.62766
1992,Lower Saxony,female,Single,0.16303,94,454,0.12901,0.19705
1992,Lower Saxony,female,Widowed,0.16107,52,454,0.12722,0.19493
1992,North Rhine-Westphalia,male,Married,0.62302,794,1211,0.59572,0.65033
1992,North Rhine-Westphalia,male,"Married, living apart",0.02883,31,1211,0.01940,0.03825
1992,North Rhine-Westphalia,male,Single,0.27153,347,1211,0.24647,0.29659
1992,North Rhine-Westphalia,male,Divorced,0.04736,39,1211,0.03539,0.05932
1992,North Rhine-Westphalia,female,Married,0.53371,802,1256,0.50610,0.56131
1992,North Rhine-Westphalia,female,Single,0.19421,253,1256,0.17232,0.21610
1992,North Rhine-Westphalia,female,Divorced,0.06144,66,1256,0.04816,0.07473
1992,North Rhine-Westphalia,female,Widowed,0.18619,135,1256,0.16466,0.20773
1992,Hesse,male,Married,0.62698,304,435,0.58148,0.67248
1992,Hesse,male,Single,0.26415,131,435,0.22267,0.30563
1992,Hesse,female,Married,0.56560,311,450,0.51976,0.61145
1992,Hesse,female,Single,0.20197,97,450,0.16483,0.23910
1992,Hesse,female,Widowed,0.16465,42,450,0.13034,0.19895
1992,"Rhineland-Palatinate, Saarland",male,Married,0.63817,207,281,0.58188,0.69446
1992,"Rhineland-Palatinate, Saarland",male,Single,0.23278,74,281,0.18328,0.28228
1992,"Rhineland-Palatinate, Saarland",female,Married,0.54315,206,319,0.48840,0.59791
1992,"Rhineland-Palatinate, Saarland",female,Single,0.16067,65,319,0.12030,0.20103
1992,"Rhineland-Palatinate, Saarland",female,Widowed,0.20557,48,319,0.16115,0.24999
1992,Baden-Wuerttemberg,male,Married,0.63380,557,809,0.60058,0.66702
1992,Baden-Wuerttemberg,male,Single,0.27818,252,809,0.24729,0.30908
1992,Baden-Wuerttemberg,female,Married,0.57551,576,870,0.54265,0.60837
1992,Baden-Wuerttemberg,female,Single,0.19274,179,870,0.16652,0.21897
1992,Baden-Wuerttemberg,female,Divorced,0.06770,44,870,0.05099,0.08440
1992,Baden-Wuerttemberg,female,Widowed,0.14881,71,870,0.12515,0.17248
1992,Bavaria,male,Married,0.60614,526,747,0.57107,0.64120
1992,Bavaria,male,Single,0.27734,221,747,0.24522,0.30947
1992,Bavaria,female,Married,0.57019,534,807,0.53601,0.60436
1992,Bavaria,female,Single,0.17981,157,807,0.15330,0.20633
1992,Bavaria,female,Divorced,0.08218,42,807,0.06322,0.10114
1992,Bavaria,female,Widowed,0.14817,74,807,0.12364,0.17270
1992,Berlin,male,Married,0.49652,171,252,0.43466,0.55837
1992,Berlin,male,Single,0.34428,81,252,0.28550,0.40306
1992,Berlin,female,Married,0.43522,174,290,0.37806,0.49238
1992,Berlin,female,Single,0.24581,73,290,0.19616,0.29545
1992,Berlin,female,Divorced,0.16297,43,290,0.12039,0.20555
1992,Brandenburg,male,Married,0.65545,226,301,0.60168,0.70923
1992,Brandenburg,male,Single,0.27564,75,301,0.22507,0.32620
1992,Brandenburg,female,Married,0.57447,221,318,0.52004,0.62890
1992,Brandenburg,female,Single,0.17040,61,318,0.12901,0.21179
1992,Brandenburg,female,Widowed,0.16123,36,318,0.12074,0.20171
1992,Mecklenburg-Western Pomerania,male,Married,0.64590,141,192,0.57808,0.71373
1992,Mecklenburg-Western Pomerania,male,Single,0.24567,51,192,0.18462,0.30672
1992,Mecklenburg-Western Pomerania,female,Married,0.60609,144,181,0.53470,0.67747
1992,Mecklenburg-Western Pomerania,female,Single,0.19255,37,181,0.13495,0.25016
1992,Saxony,male,Married,0.71404,399,503,0.67452,0.75357
1992,Saxony,male,Single,0.20005,104,503,0.16506,0.23505
1992,Saxony,female,Married,0.58328,408,623,0.54453,0.62202
1992,Saxony,female,Single,0.15274,104,623,0.12447,0.18101
1992,Saxony,female,Divorced,0.07715,40,623,0.05618,0.09812
1992,Saxony,female,Widowed,0.18531,71,623,0.15477,0.21584
1992,Saxony-Anhalt,male,Married,0.65363,263,343,0.60320,0.70406
1992,Saxony-Anhalt,male,Single,0.22686,80,343,0.18248,0.27125
1992,Saxony-Anhalt,female,Married,0.57979,262,400,0.53136,0.62823
1992,Saxony-Anhalt,female,Single,0.15352,68,400,0.11815,0.18889
1992,Saxony-Anhalt,female,Divorced,0.10427,34,400,0.07428,0.13425
1992,Saxony-Anhalt,female,Widowed,0.15475,36,400,0.11926,0.19023
1992,Thuringa,male,Married,0.67564,231,302,0.62275,0.72853
1992,Thuringa,male,Single,0.23432,71,302,0.18646,0.28217
1992,Thuringa,female,Married,0.58695,234,297,0.53086,0.64304
1992,Thuringa,female,Single,0.18676,63,297,0.14236,0.23116
1993,Schleswig-Holstein,male,Married,0.61722,90,126,0.53201,0.70243
1993,Schleswig-Holstein,male,Single,0.26813,36,126,0.19047,0.34579
1993,Schleswig-Holstein,female,Married,0.58030,88,122,0.49236,0.66823
1993,Schleswig-Holstein,female,Single,0.19089,34,122,0.12086,0.26091
1993,Hamburg,male,Married,0.44406,37,37,0.28175,0.60637
1993,Hamburg,female,Married,0.36565,36,36,0.20609,0.52521
1993,Lower Saxony,male,Married,0.60522,298,444,0.55970,0.65074
1993,Lower Saxony,male,Single,0.30007,146,444,0.25739,0.34274
1993,Lower Saxony,female,Married,0.55768,300,451,0.51179,0.60357
1993,Lower Saxony,female,Single,0.16215,95,451,0.12809,0.19621
1993,Lower Saxony,female,Widowed,0.17293,56,451,0.13799,0.20787
1993,North Rhine-Westphalia,male,Married,0.63885,805,1161,0.61121,0.66649
1993,North Rhine-Westphalia,male,Single,0.25918,318,1161,0.23397,0.28440
1993,North Rhine-Westphalia,male,Divorced,0.05222,38,1161,0.03942,0.06502
1993,North Rhine-Westphalia,female,Married,0.54399,811,1289,0.51679,0.57120
1993,North Rhine-Westphalia,female,"Married, living apart",0.02018,32,1289,0.01250,0.02786
1993,North Rhine-Westphalia,female,Single,0.18832,250,1289,0.16697,0.20967
1993,North Rhine-Westphalia,female,Divorced,0.06554,64,1289,0.05203,0.07906
1993,North Rhine-Westphalia,female,Widowed,0.18196,132,1289,0.16089,0.20303
1993,Hesse,male,Married,0.63771,303,430,0.59223,0.68320
1993,Hesse,male,Single,0.26516,127,430,0.22339,0.30693
1993,Hesse,female,Married,0.57086,304,444,0.52477,0.61695
1993,Hesse,female,Single,0.19745,97,444,0.16038,0.23452
1993,Hesse,female,Widowed,0.17069,43,444,0.13566,0.20573
1993,"Rhineland-Palatinate, Saarland",male,Married,0.63354,202,272,0.57617,0.69091
1993,"Rhineland-Palatinate, Saarland",male,Single,0.21984,70,272,0.17054,0.26915
1993,"Rhineland-Palatinate, Saarland",female,Married,0.56494,204,304,0.50912,0.62076
1993,"Rhineland-Palatinate, Saarland",female,Single,0.13682,54,304,0.09812,0.17552
1993,"Rhineland-Palatinate, Saarland",female,Widowed,0.19546,46,304,0.15081,0.24011
1993,Baden-Wuerttemberg,male,Married,0.63543,562,825,0.60257,0.66830
1993,Baden-Wuerttemberg,male,Single,0.28008,263,825,0.24942,0.31074
1993,Baden-Wuerttemberg,female,Married,0.57720,571,868,0.54432,0.61009
1993,Baden-Wuerttemberg,female,Single,0.20304,185,868,0.17626,0.22982
1993,Baden-Wuerttemberg,female,Divorced,0.06493,43,868,0.04852,0.08133
1993,Baden-Wuerttemberg,female,Widowed,0.13965,69,868,0.11658,0.16272
1993,Bavaria,male,Married,0.59695,508,725,0.56122,0.63268
1993,Bavaria,male,Single,0.26859,217,725,0.23630,0.30088
1993,Bavaria,female,Married,0.54322,510,800,0.50868,0.57776
1993,Bavaria,female,Single,0.17770,163,800,0.15119,0.20420
1993,Bavaria,female,Divorced,0.08737,47,800,0.06779,0.10695
1993,Bavaria,female,Widowed,0.15620,80,800,0.13102,0.18137
1993,Berlin,male,Married,0.51898,167,244,0.45616,0.58180
1993,Berlin,male,Single,0.33962,77,244,0.28007,0.39916
1993,Berlin,female,Married,0.46336,169,269,0.40366,0.52306
1993,Berlin,female,Single,0.22604,63,269,0.17596,0.27611
1993,Berlin,female,Divorced,0.13794,37,269,0.09665,0.17922
1993,Brandenburg,male,Married,0.63371,208,287,0.57787,0.68955
1993,Brandenburg,male,Single,0.28247,79,287,0.23029,0.33464
1993,Brandenburg,female,Married,0.56522,203,299,0.50893,0.62150
1993,Brandenburg,female,Single,0.17173,60,299,0.12890,0.21455
1993,Brandenburg,female,Widowed,0.16800,36,299,0.12555,0.21045
1993,Mecklenburg-Western Pomerania,male,Married,0.64508,127,180,0.57498,0.71517
1993,Mecklenburg-Western Pomerania,male,Single,0.23422,53,180,0.17218,0.29626
1993,Mecklenburg-Western Pomerania,female,Married,0.57154,131,174,0.49780,0.64528
1993,Mecklenburg-Western Pomerania,female,Single,0.21969,43,174,0.15799,0.28138
1993,Saxony,male,Married,0.69082,379,485,0.64964,0.73199
1993,Saxony,male,Single,0.21650,106,485,0.17981,0.25320
1993,Saxony,female,Married,0.58442,382,591,0.54465,0.62419
1993,Saxony,female,Single,0.15384,104,591,0.12473,0.18296
1993,Saxony,female,Divorced,0.07610,37,591,0.05471,0.09750
1993,Saxony,female,Widowed,0.17614,68,591,0.14540,0.20688
1993,Saxony-Anhalt,male,Married,0.67559,250,321,0.62430,0.72688
1993,Saxony-Anhalt,male,Single,0.19973,71,321,0.15593,0.24354
1993,Saxony-Anhalt,female,Married,0.59800,253,385,0.54896,0.64704
1993,Saxony-Anhalt,female,Single,0.13197,64,385,0.09812,0.16583
1993,Saxony-Anhalt,female,Divorced,0.09991,32,385,0.06992,0.12991
1993,Saxony-Anhalt,female,Widowed,0.15676,36,385,0.12039,0.19312
1993,Thuringa,male,Married,0.65009,217,293,0.59539,0.70480
1993,Thuringa,male,Single,0.24979,76,293,0.20013,0.29944
1993,Thuringa,female,Married,0.56819,219,316,0.51349,0.62289
1993,Thuringa,female,Single,0.17975,64,316,0.13734,0.22215
1993,Thuringa,female,Widowed,0.16303,33,316,0.12223,0.20382
1994,Schleswig-Holstein,male,Married,0.61830,90,128,0.53381,0.70279
1994,Schleswig-Holstein,male,Single,0.29530,38,128,0.21596,0.37464
1994,Schleswig-Holstein,female,Married,0.57575,90,127,0.48945,0.66204
1994,Schleswig-Holstein,female,Single,0.21027,37,127,0.13911,0.28142
1994,Hamburg,male,Married,0.44640,35,35,0.27930,0.61350
1994,Hamburg,female,Married,0.39848,38,38,0.24073,0.55624
1994,Lower Saxony,male,Married,0.59880,291,433,0.55258,0.64502
1994,Lower Saxony,male,Single,0.29374,142,433,0.25079,0.33669
1994,Lower Saxony,female,Married,0.55032,295,479,0.50572,0.59491
1994,Lower Saxony,female,Single,0.16330,95,479,0.13016,0.19644
1994,Lower Saxony,female,Divorced,0.08909,32,479,0.06355,0.11463
1994,Lower Saxony,female,Widowed,0.18010,57,479,0.14565,0.21455
1994,North Rhine-Westphalia,male,Married,0.63890,779,1158,0.61122,0.66658
1994,North Rhine-Westphalia,male,"Married, living apart",0.02704,33,1158,0.01769,0.03639
1994,North Rhine-Westphalia,male,Single,0.25016,305,1158,0.22520,0.27511
1994,North Rhine-Westphalia,male,Divorced,0.05492,41,1158,0.04179,0.06805
1994,North Rhine-Westphalia,female,Married,0.54694,790,1241,0.51924,0.57465
1994,North Rhine-Westphalia,female,Single,0.19061,255,1241,0.16875,0.21247
1994,North Rhine-Westphalia,female,Divorced,0.06794,68,1241,0.05393,0.08194
1994,North Rhine-Westphalia,female,Widowed,0.17670,128,1241,0.15547,0.19793
1994,Hesse,male,Married,0.65561,294,418,0.61001,0.70122
1994,Hesse,male,Single,0.25296,124,418,0.21123,0.29468
1994,Hesse,female,Married,0.55369,293,439,0.50713,0.60024
1994,Hesse,female,Single,0.20491,102,439,0.16711,0.24271
1994,Hesse,female,Widowed,0.16477,44,439,0.13003,0.19951
1994,"Rhineland-Palatinate, Saarland",male,Married,0.64583,203,270,0.58868,0.70299
1994,"Rhineland-Palatinate, Saarland",male,Single,0.21774,67,270,0.16842,0.26706
1994,"Rhineland-Palatinate, Saarland",female,Married,0.56895,208,310,0.51374,0.62417
1994,"Rhineland-Palatinate, Saarland",female,Single,0.14482,58,310,0.10558,0.18405
1994,"Rhineland-Palatinate, Saarland",female,Widowed,0.18997,44,310,0.14623,0.23371
1994,Baden-Wuerttemberg,male,Married,0.64124,552,793,0.60783,0.67464
1994,Baden-Wuerttemberg,male,Single,0.25694,241,793,0.22651,0.28737
1994,Baden-Wuerttemberg,female,Married,0.57078,559,851,0.53751,0.60406
1994,Baden-Wuerttemberg,female,Single,0.21041,190,851,0.18301,0.23781
1994,Baden-Wuerttemberg,female,Divorced,0.05726,37,851,0.04164,0.07288
1994,Baden-Wuerttemberg,female,Widowed,0.13709,65,851,0.11397,0.16021
1994,Bavaria,male,Married,0.59998,498,733,0.56449,0.63547
1994,Bavaria,male,Single,0.26431,202,733,0.23237,0.29626
1994,Bavaria,male,Divorced,0.05500,33,733,0.03848,0.07151
1994,Bavaria,female,Married,0.53848,508,796,0.50383,0.57314
1994,Bavaria,female,Single,0.17000,153,796,0.14389,0.19611
1994,Bavaria,female,Divorced,0.09792,52,796,0.07726,0.11858
1994,Bavaria,female,Widowed,0.16350,83,796,0.13779,0.18920
1994,Berlin,male,Married,0.51362,156,230,0.44889,0.57836
1994,Berlin,male,Single,0.33863,74,230,0.27734,0.39993
1994,Berlin,female,Married,0.45144,159,255,0.39024,0.51264
1994,Berlin,female,Single,0.21190,58,255,0.16165,0.26216
1994,Berlin,female,Divorced,0.14374,38,255,0.10060,0.18689
1994,Brandenburg,male,Married,0.64780,197,272,0.59093,0.70467
1994,Brandenburg,male,Single,0.26676,75,272,0.21410,0.31941
1994,Brandenburg,female,Married,0.58554,192,285,0.52825,0.64284
1994,Brandenburg,female,Single,0.16095,60,285,0.11821,0.20369
1994,Brandenburg,female,Widowed,0.15297,33,285,0.11111,0.19484
1994,Mecklenburg-Western Pomerania,male,Married,0.63358,129,186,0.56415,0.70301
1994,Mecklenburg-Western Pomerania,male,Single,0.23215,57,186,0.17131,0.29299
1994,Mecklenburg-Western Pomerania,female,Married,0.58030,132,174,0.50676,0.65384
1994,Mecklenburg-Western Pomerania,female,Single,0.21171,42,174,0.15084,0.27259
1994,Saxony,male,Married,0.68716,375,490,0.64607,0.72826
1994,Saxony,male,Single,0.21893,115,490,0.18228,0.25559
1994,Saxony,female,Married,0.57749,378,597,0.53783,0.61715
1994,Saxony,female,Single,0.16082,113,597,0.13133,0.19032
1994,Saxony,female,Divorced,0.06982,35,597,0.04936,0.09028
1994,Saxony,female,Widowed,0.18681,71,597,0.15552,0.21810
1994,Saxony-Anhalt,male,Married,0.68660,236,303,0.63428,0.73892
1994,Saxony-Anhalt,male,Single,0.19372,67,303,0.14914,0.23829
1994,Saxony-Anhalt,female,Married,0.59092,238,339,0.53851,0.64334
1994,Saxony-Anhalt,female,Single,0.13797,68,339,0.10120,0.17474
1994,Saxony-Anhalt,female,Widowed,0.14688,33,339,0.10914,0.18462
1994,Thuringa,male,Married,0.63315,215,290,0.57758,0.68871
1994,Thuringa,male,Single,0.25540,75,290,0.20512,0.30568
1994,Thuringa,female,Married,0.54692,217,315,0.49186,0.60198
1994,Thuringa,female,Single,0.17828,67,315,0.13595,0.22062
1994,Thuringa,female,Widowed,0.15870,31,315,0.11828,0.19912
1995,Schleswig-Holstein,male,Married,0.64847,95,126,0.56477,0.73217
1995,Schleswig-Holstein,male,Single,0.27061,31,126,0.19273,0.34850
1995,Schleswig-Holstein,female,Married,0.58972,94,127,0.50384,0.67561
1995,Schleswig-Holstein,female,Single,0.18440,33,127,0.11668,0.25212
1995,Hamburg,male,Married,0.41390,32,32,0.24051,0.58728
1995,Hamburg,female,Married,0.36821,34,34,0.20364,0.53277
1995,Lower Saxony,male,Married,0.60506,322,501,0.56221,0.64791
1995,Lower Saxony,male,Single,0.28101,148,501,0.24161,0.32041
1995,Lower Saxony,male,Divorced,0.07413,31,501,0.05117,0.09709
1995,Lower Saxony,female,Married,0.56777,330,512,0.52482,0.61072
1995,Lower Saxony,female,Single,0.15110,90,512,0.12005,0.18215
1995,Lower Saxony,female,Divorced,0.08494,33,512,0.06077,0.10911
1995,Lower Saxony,female,Widowed,0.17925,59,512,0.14599,0.21251
1995,North Rhine-Westphalia,male,Married,0.64238,826,1195,0.61519,0.66957
1995,North Rhine-Westphalia,male,Single,0.25485,320,1195,0.23013,0.27957
1995,North Rhine-Westphalia,male,Divorced,0.05774,49,1195,0.04451,0.07097
1995,North Rhine-Westphalia,female,Married,0.52754,830,1312,0.50052,0.55457
1995,North Rhine-Westphalia,female,Single,0.19856,275,1312,0.17697,0.22016
1995,North Rhine-Westphalia,female,Divorced,0.07238,75,1312,0.05835,0.08641
1995,North Rhine-Westphalia,female,Widowed,0.18461,132,1312,0.16361,0.20561
1995,Hesse,male,Married,0.66633,299,422,0.62129,0.71137
1995,Hesse,male,Single,0.24228,123,422,0.20135,0.28321
1995,Hesse,female,Married,0.54815,297,452,0.50222,0.59409
1995,Hesse,female,Single,0.20739,109,452,0.16997,0.24480
1995,Hesse,female,Widowed,0.17044,46,452,0.13574,0.20515
1995,"Rhineland-Palatinate, Saarland",male,Married,0.65208,237,310,0.59897,0.70519
1995,"Rhineland-Palatinate, Saarland",male,Single,0.21093,73,310,0.16544,0.25642
1995,"Rhineland-Palatinate, Saarland",female,Married,0.60358,241,342,0.55166,0.65550
1995,"Rhineland-Palatinate, Saarland",female,Single,0.12271,57,342,0.08789,0.15754
1995,"Rhineland-Palatinate, Saarland",female,Widowed,0.18019,44,342,0.13940,0.22099
1995,Baden-Wuerttemberg,male,Married,0.63874,566,812,0.60568,0.67180
1995,Baden-Wuerttemberg,male,Single,0.26220,246,812,0.23193,0.29247
1995,Baden-Wuerttemberg,female,Married,0.57196,585,891,0.53945,0.60447
