year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.58968,435,688,0.55289,0.62646
2012,30-45 y.,Lower Secondary Level,Not born in Germany,0.41032,253,688,0.37354,0.44711
2012,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.85217,3825,4340,0.84161,0.86273
2012,30-45 y.,Upper Secondary Level,Not born in Germany,0.14783,515,4340,0.13727,0.15839
2012,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80737,813,1002,0.78294,0.83180
2012,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.19263,189,1002,0.16820,0.21706
2012,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92403,550,591,0.90265,0.94541
2012,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.07597,41,591,0.05459,0.09735
2012,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.82837,1956,2265,0.81284,0.84390
2012,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.17163,309,2265,0.15610,0.18716
2012,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.49628,50,50,0.35629,0.63628
2012,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.65958,455,635,0.62270,0.69647
2012,46-65 y.,Lower Secondary Level,Not born in Germany,0.34042,180,635,0.30353,0.37730
2012,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89915,4518,4854,0.89068,0.90762
2012,46-65 y.,Upper Secondary Level,Not born in Germany,0.10085,336,4854,0.09238,0.10932
2012,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72001,474,602,0.68411,0.75591
2012,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27999,128,602,0.24409,0.31589
2012,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91384,749,795,0.89433,0.93336
2012,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.08616,46,795,0.06664,0.10567
2012,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86807,2191,2398,0.85452,0.88162
2012,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13193,207,2398,0.11838,0.14548
2012,66 and older,Primary Level,Not born in Germany,0.62765,33,33,0.46015,0.79515
2012,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82267,705,807,0.79630,0.84904
2012,66 and older,Lower Secondary Level,Not born in Germany,0.17733,102,807,0.15096,0.20370
2012,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93582,2537,2684,0.92655,0.94510
2012,66 and older,Upper Secondary Level,Not born in Germany,0.06418,147,2684,0.05490,0.07345
2012,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77684,92,92,0.69129,0.86239
2012,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91580,349,349,0.88662,0.94497
2012,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91344,1070,1145,0.89715,0.92974
2012,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08656,75,1145,0.07026,0.10285
2013,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94537,946,1070,0.93175,0.95899
2013,17-29 y.,Pre-primary Level,Not born in Germany,0.05463,124,1070,0.04101,0.06825
2013,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.74211,81,120,0.66351,0.82071
2013,17-29 y.,Primary Level,Not born in Germany,0.25789,39,120,0.17929,0.33649
2013,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85526,909,1233,0.83561,0.87491
2013,17-29 y.,Lower Secondary Level,Not born in Germany,0.14474,324,1233,0.12509,0.16439
2013,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.86510,1581,1988,0.85008,0.88012
2013,17-29 y.,Upper Secondary Level,Not born in Germany,0.13490,407,1988,0.11988,0.14992
2013,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86957,205,274,0.82962,0.90952
2013,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.13043,69,274,0.09048,0.17038
2013,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97209,55,55,0.92815,1.01602
2013,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.80395,324,435,0.76660,0.84130
2013,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.19605,111,435,0.15870,0.23340
2013,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.42016,91,276,0.36182,0.47850
2013,30-45 y.,Primary Level,Not born in Germany,0.57984,185,276,0.52150,0.63818
2013,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.54569,459,1013,0.51502,0.57637
2013,30-45 y.,Lower Secondary Level,Not born in Germany,0.45431,554,1013,0.42363,0.48498
2013,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.83499,3596,4604,0.82427,0.84572
2013,30-45 y.,Upper Secondary Level,Not born in Germany,0.16501,1008,4604,0.15428,0.17573
2013,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75212,762,1190,0.72757,0.77666
2013,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.24788,428,1190,0.22334,0.27243
2013,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94870,477,527,0.92985,0.96756
2013,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.05130,50,527,0.03244,0.07015
2013,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.80968,1916,2681,0.79481,0.82454
2013,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.19032,765,2681,0.17546,0.20519
2013,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.40748,51,173,0.33405,0.48092
2013,46-65 y.,Primary Level,Not born in Germany,0.59252,122,173,0.51908,0.66595
2013,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.65053,437,810,0.61768,0.68339
2013,46-65 y.,Lower Secondary Level,Not born in Germany,0.34947,373,810,0.31661,0.38232
2013,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91006,4355,4999,0.90213,0.91799
2013,46-65 y.,Upper Secondary Level,Not born in Germany,0.08994,644,4999,0.08201,0.09787
2013,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.70906,501,774,0.67704,0.74108
2013,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.29094,273,774,0.25892,0.32296
2013,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92847,743,793,0.91052,0.94642
2013,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.07153,50,793,0.05358,0.08948
2013,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88548,2179,2576,0.87318,0.89778
2013,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.11452,397,2576,0.10222,0.12682
2013,66 and older,Primary Level,Not born in Germany,0.57462,40,40,0.41946,0.72979
2013,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.84814,641,748,0.82240,0.87388
2013,66 and older,Lower Secondary Level,Not born in Germany,0.15186,107,748,0.12612,0.17760
2013,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94890,2420,2570,0.94038,0.95741
2013,66 and older,Upper Secondary Level,Not born in Germany,0.05110,150,2570,0.04259,0.05962
2013,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80931,92,126,0.74044,0.87818
2013,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.19069,34,126,0.12182,0.25956
2013,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94591,328,328,0.92139,0.97043
2013,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92132,1076,1170,0.90589,0.93675
2013,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07868,94,1170,0.06325,0.09411
2014,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.92433,776,882,0.90686,0.94179
2014,17-29 y.,Pre-primary Level,Not born in Germany,0.07567,106,882,0.05821,0.09314
2014,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.84820,76,76,0.76700,0.92941
2014,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.87417,817,1042,0.85402,0.89431
2014,17-29 y.,Lower Secondary Level,Not born in Germany,0.12583,225,1042,0.10569,0.14598
2014,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.86543,1414,1716,0.84928,0.88159
2014,17-29 y.,Upper Secondary Level,Not born in Germany,0.13457,302,1716,0.11841,0.15072
2014,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87913,196,244,0.83815,0.92012
2014,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.12087,48,244,0.07988,0.16185
2014,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.98350,53,53,0.94888,1.01812
2014,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.80607,303,381,0.76632,0.84583
2014,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.19393,78,381,0.15417,0.23368
2014,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.43881,77,204,0.37054,0.50707
2014,30-45 y.,Primary Level,Not born in Germany,0.56119,127,204,0.49293,0.62946
2014,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.55623,374,798,0.52174,0.59073
2014,30-45 y.,Lower Secondary Level,Not born in Germany,0.44377,424,798,0.40927,0.47826
2014,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.81691,2922,3741,0.80451,0.82930
2014,30-45 y.,Upper Secondary Level,Not born in Germany,0.18309,819,3741,0.17070,0.19549
2014,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76822,657,986,0.74186,0.79457
2014,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.23178,329,986,0.20543,0.25814
2014,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93729,395,436,0.91451,0.96007
2014,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.06271,41,436,0.03993,0.08549
2014,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.81233,1653,2260,0.79622,0.82843
2014,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.18767,607,2260,0.17157,0.20378
2014,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.42245,53,149,0.34287,0.50203
2014,46-65 y.,Primary Level,Not born in Germany,0.57755,96,149,0.49797,0.65713
2014,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.64690,406,700,0.61147,0.68233
2014,46-65 y.,Lower Secondary Level,Not born in Germany,0.35310,294,700,0.31767,0.38853
2014,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91094,3991,4532,0.90264,0.91923
2014,46-65 y.,Upper Secondary Level,Not born in Germany,0.08906,541,4532,0.08077,0.09736
2014,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72449,475,691,0.69115,0.75782
2014,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27551,216,691,0.24218,0.30885
2014,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91459,710,762,0.89473,0.93444
2014,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.08541,52,762,0.06556,0.10527
2014,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88346,2061,2421,0.87068,0.89625
2014,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.11654,360,2421,0.10375,0.12932
2014,66 and older,Primary Level,Not born in Germany,0.60392,34,34,0.43705,0.77079
2014,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.84455,584,689,0.81747,0.87162
2014,66 and older,Lower Secondary Level,Not born in Germany,0.15545,105,689,0.12838,0.18253
2014,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94811,2405,2556,0.93951,0.95671
2014,66 and older,Upper Secondary Level,Not born in Germany,0.05189,151,2556,0.04329,0.06049
2014,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79458,91,128,0.72432,0.86485
2014,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.20542,37,128,0.13515,0.27568
2014,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95260,324,324,0.92943,0.97578
2014,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92278,1073,1165,0.90745,0.93812
2014,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07722,92,1165,0.06188,0.09255
2015,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94191,676,774,0.92542,0.95840
2015,17-29 y.,Pre-primary Level,Not born in Germany,0.05809,98,774,0.04160,0.07458
2015,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.74875,60,116,0.66947,0.82802
2015,17-29 y.,Primary Level,Not born in Germany,0.25125,56,116,0.17198,0.33053
2015,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84968,781,1021,0.82775,0.87161
2015,17-29 y.,Lower Secondary Level,Not born in Germany,0.15032,240,1021,0.12839,0.17225
2015,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.84868,1386,1779,0.83203,0.86534
2015,17-29 y.,Upper Secondary Level,Not born in Germany,0.15132,393,1779,0.13466,0.16797
2015,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.85498,189,277,0.81343,0.89652
2015,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.14502,88,277,0.10348,0.18657
2015,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96113,58,58,0.91095,1.01131
2015,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.80056,306,501,0.76553,0.83558
2015,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.19944,195,501,0.16442,0.23447
2015,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.41226,68,227,0.34808,0.47643
2015,30-45 y.,Primary Level,Not born in Germany,0.58774,159,227,0.52357,0.65192
2015,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.57823,336,766,0.54323,0.61323
2015,30-45 y.,Lower Secondary Level,Not born in Germany,0.42177,430,766,0.38677,0.45677
2015,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.82182,2568,3457,0.80907,0.83458
2015,30-45 y.,Upper Secondary Level,Not born in Germany,0.17818,889,3457,0.16542,0.19093
2015,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72949,591,1010,0.70207,0.75690
2015,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27051,419,1010,0.24310,0.29793
2015,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94113,355,391,0.91776,0.96449
2015,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.05887,36,391,0.03551,0.08224
2015,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.78680,1506,2352,0.77024,0.80336
2015,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.21320,846,2352,0.19664,0.22976
2015,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.41983,56,149,0.34032,0.49935
2015,46-65 y.,Primary Level,Not born in Germany,0.58017,93,149,0.50065,0.65968
2015,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62273,366,663,0.58581,0.65966
2015,46-65 y.,Lower Secondary Level,Not born in Germany,0.37727,297,663,0.34034,0.41419
2015,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90265,3849,4411,0.89390,0.91140
2015,46-65 y.,Upper Secondary Level,Not born in Germany,0.09735,562,4411,0.08860,0.10610
2015,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.71695,476,735,0.68436,0.74954
2015,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.28305,259,735,0.25046,0.31564
2015,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91205,694,741,0.89164,0.93245
2015,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.08795,47,741,0.06755,0.10836
2015,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87878,2021,2385,0.86568,0.89188
2015,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12122,364,2385,0.10812,0.13432
2015,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.84868,557,650,0.82110,0.87625
2015,66 and older,Lower Secondary Level,Not born in Germany,0.15132,93,650,0.12375,0.17890
2015,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94463,2378,2527,0.93571,0.95355
2015,66 and older,Upper Secondary Level,Not born in Germany,0.05537,149,2527,0.04645,0.06429
2015,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.74553,87,135,0.67178,0.81928
2015,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.25447,48,135,0.18072,0.32822
2015,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94623,319,319,0.92144,0.97102
2015,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92797,1093,1184,0.91324,0.94271
2015,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07203,91,1184,0.05729,0.08676
2016,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93480,652,863,0.91832,0.95128
2016,17-29 y.,Pre-primary Level,Not born in Germany,0.06520,211,863,0.04872,0.08168
2016,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.60386,48,427,0.55742,0.65031
2016,17-29 y.,Primary Level,Not born in Germany,0.39614,379,427,0.34969,0.44258
2016,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85840,740,1126,0.83803,0.87878
2016,17-29 y.,Lower Secondary Level,Not born in Germany,0.14160,386,1126,0.12122,0.16197
2016,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.87903,1238,1675,0.86340,0.89465
2016,17-29 y.,Upper Secondary Level,Not born in Germany,0.12097,437,1675,0.10535,0.13660
2016,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81262,190,283,0.76708,0.85817
2016,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.18738,93,283,0.14183,0.23292
2016,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96613,47,47,0.91385,1.01841
2016,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.79829,280,576,0.76549,0.83109
2016,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.20171,296,576,0.16891,0.23451
2016,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.38018,58,688,0.34388,0.41648
2016,30-45 y.,Primary Level,Not born in Germany,0.61982,630,688,0.58352,0.65612
2016,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.57942,307,905,0.54724,0.61160
2016,30-45 y.,Lower Secondary Level,Not born in Germany,0.42058,598,905,0.38840,0.45276
2016,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.81898,2230,3229,0.80570,0.83227
2016,30-45 y.,Upper Secondary Level,Not born in Germany,0.18102,999,3229,0.16773,0.19430
2016,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72496,541,953,0.69659,0.75332
2016,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27504,412,953,0.24668,0.30341
2016,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94665,317,349,0.92304,0.97026
2016,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.05335,32,349,0.02974,0.07696
2016,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.79261,1344,2326,0.77613,0.80909
2016,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.20739,982,2326,0.19091,0.22387
2016,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.42878,45,276,0.37029,0.48728
2016,46-65 y.,Primary Level,Not born in Germany,0.57122,231,276,0.51272,0.62971
2016,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62294,337,643,0.58545,0.66043
2016,46-65 y.,Lower Secondary Level,Not born in Germany,0.37706,306,643,0.33957,0.41455
2016,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89710,3639,4233,0.88795,0.90626
2016,46-65 y.,Upper Secondary Level,Not born in Germany,0.10290,594,4233,0.09374,0.11205
2016,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.69964,467,729,0.66633,0.73294
2016,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.30036,262,729,0.26706,0.33367
2016,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90759,639,685,0.88588,0.92929
2016,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.09241,46,685,0.07071,0.11412
2016,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85345,1926,2393,0.83928,0.86762
2016,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.14655,467,2393,0.13238,0.16072
2016,66 and older,Primary Level,Not born in Germany,0.55438,37,37,0.39201,0.71674
2016,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.81563,525,613,0.78490,0.84635
2016,66 and older,Lower Secondary Level,Not born in Germany,0.18437,88,613,0.15365,0.21510
2016,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93960,2264,2406,0.93008,0.94913
2016,66 and older,Upper Secondary Level,Not born in Germany,0.06040,142,2406,0.05087,0.06992
2016,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75004,86,128,0.67474,0.82535
2016,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.24996,42,128,0.17465,0.32526
2016,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94471,305,305,0.91901,0.97040
2016,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92747,1100,1193,0.91275,0.94219
2016,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07253,93,1193,0.05781,0.08725
2017,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93579,732,915,0.91989,0.95168
2017,17-29 y.,Pre-primary Level,Not born in Germany,0.06421,183,915,0.04832,0.08011
2017,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.46657,51,640,0.42789,0.50525
2017,17-29 y.,Primary Level,Not born in Germany,0.53343,589,640,0.49475,0.57211
2017,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.83634,756,1274,0.81602,0.85667
2017,17-29 y.,Lower Secondary Level,Not born in Germany,0.16366,518,1274,0.14333,0.18398
2017,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88408,1559,2072,0.87029,0.89786
2017,17-29 y.,Upper Secondary Level,Not born in Germany,0.11592,513,2072,0.10214,0.12971
2017,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88467,263,339,0.85062,0.91872
2017,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.11533,76,339,0.08128,0.14938
2017,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99689,60,60,0.98267,1.01110
2017,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86347,398,706,0.83812,0.88881
2017,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.13653,308,706,0.11119,0.16188
2017,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.35342,70,851,0.32128,0.38556
2017,30-45 y.,Primary Level,Not born in Germany,0.64658,781,851,0.61444,0.67872
2017,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.60793,354,1025,0.57802,0.63783
2017,30-45 y.,Lower Secondary Level,Not born in Germany,0.39207,671,1025,0.36217,0.42198
2017,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.81711,2253,3233,0.80378,0.83044
2017,30-45 y.,Upper Secondary Level,Not born in Germany,0.18289,980,3233,0.16956,0.19622
2017,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72943,599,961,0.70133,0.75754
2017,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27057,362,961,0.24246,0.29867
2017,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92208,317,317,0.89252,0.95163
2017,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.78925,1516,2520,0.77332,0.80518
2017,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.21075,1004,2520,0.19482,0.22668
2017,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.45523,67,374,0.40469,0.50576
2017,46-65 y.,Primary Level,Not born in Germany,0.54477,307,374,0.49424,0.59531
2017,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.61673,446,788,0.58277,0.65070
2017,46-65 y.,Lower Secondary Level,Not born in Germany,0.38327,342,788,0.34930,0.41723
2017,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89608,4267,4899,0.88754,0.90463
2017,46-65 y.,Upper Secondary Level,Not born in Germany,0.10392,632,4899,0.09537,0.11246
2017,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.71122,598,876,0.68119,0.74125
2017,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.28878,278,876,0.25875,0.31881
2017,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91118,737,786,0.89128,0.93108
2017,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.08882,49,786,0.06892,0.10872
2017,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84539,2241,2763,0.83191,0.85887
2017,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.15461,522,2763,0.14113,0.16809
2017,66 and older,Primary Level,Not born in Germany,0.60073,48,48,0.46071,0.74074
2017,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82593,517,608,0.79577,0.85610
2017,66 and older,Lower Secondary Level,Not born in Germany,0.17407,91,608,0.14390,0.20423
2017,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93914,2401,2550,0.92986,0.94842
2017,66 and older,Upper Secondary Level,Not born in Germany,0.06086,149,2550,0.05158,0.07014
2017,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.71271,94,138,0.63694,0.78848
2017,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.28729,44,138,0.21152,0.36306
2017,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92794,322,322,0.89965,0.95623
2017,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92829,1156,1262,0.91405,0.94253
2017,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07171,106,1262,0.05747,0.08595
2018,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94296,608,771,0.92657,0.95934
2018,17-29 y.,Pre-primary Level,Not born in Germany,0.05704,163,771,0.04066,0.07343
2018,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.43689,62,606,0.39737,0.47642
2018,17-29 y.,Primary Level,Not born in Germany,0.56311,544,606,0.52358,0.60263
2018,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85021,799,1259,0.83049,0.86994
