"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1986","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","1986","35-65 J.","Hauptschule","","","",""
"In Ausbildung","1986","35-65 J.","Realschule","","","",""
"In Ausbildung","1986","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","1986","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","1986","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","1986","66 und älter","Hauptschule","","","",""
"In Ausbildung","1986","66 und älter","Realschule","","","",""
"In Ausbildung","1986","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","1986","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","1986","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1986","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","1986","16-34 J.","Realschule","","","",""
"In Rente oder Pension","1986","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1986","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","1986","35-65 J.","(noch) kein Abschluss","30","0.0811703495258305","0.0590589876805137","0.103281711371147"
"In Rente oder Pension","1986","35-65 J.","Hauptschule","426","0.163507896441517","0.151227587115222","0.175788205767812"
"In Rente oder Pension","1986","35-65 J.","Realschule","82","0.154306620820969","0.126684046428798","0.18192919521314"
"In Rente oder Pension","1986","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1986","35-65 J.","AkademikerIn","","","",""
"In Rente oder Pension","1986","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1986","66 und älter","Hauptschule","680","0.914714778061449","0.894752095056714","0.934677461066184"
"In Rente oder Pension","1986","66 und älter","Realschule","142","0.90036517750658","0.853956090970159","0.946774264043001"
"In Rente oder Pension","1986","66 und älter","(Fach-)Abitur","39","0.885229224079056","0.792100132981536","0.978358315176576"
"In Rente oder Pension","1986","66 und älter","AkademikerIn","47","0.912238988843991","0.836063494655869","0.988414483032112"
"Arbeitslose","1986","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1986","16-34 J.","Hauptschule","126","0.0622411537596875","0.0512172780544734","0.0732650294649016"
"Arbeitslose","1986","16-34 J.","Realschule","45","0.0417707315615272","0.029082030612503","0.0544594325105514"
"Arbeitslose","1986","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1986","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","1986","35-65 J.","(noch) kein Abschluss","42","0.0583913993129026","0.0394064722559175","0.0773763263698877"
"Arbeitslose","1986","35-65 J.","Hauptschule","159","0.0465052433429654","0.0395129581569774","0.0534975285289533"
"Arbeitslose","1986","35-65 J.","Realschule","","","",""
"Arbeitslose","1986","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1986","35-65 J.","AkademikerIn","","","",""
"Arbeitslose","1986","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1986","66 und älter","Hauptschule","","","",""
"Arbeitslose","1986","66 und älter","Realschule","","","",""
"Arbeitslose","1986","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1986","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1986","16-34 J.","(noch) kein Abschluss","74","0.101044142216546","0.0721861684943661","0.129902115938726"
"Sonstige Nichterwerbspersonen","1986","16-34 J.","Hauptschule","260","0.129720260974609","0.114388810337084","0.145051711612133"
"Sonstige Nichterwerbspersonen","1986","16-34 J.","Realschule","97","0.101773614856555","0.0825976639358406","0.120949565777269"
"Sonstige Nichterwerbspersonen","1986","16-34 J.","(Fach-)Abitur","63","0.104988994314636","0.0793238395494385","0.130654149079834"
"Sonstige Nichterwerbspersonen","1986","16-34 J.","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1986","35-65 J.","(noch) kein Abschluss","152","0.264280540299574","0.228578914175905","0.299982166423243"
"Sonstige Nichterwerbspersonen","1986","35-65 J.","Hauptschule","712","0.206014711258335","0.192585071514645","0.219444351002024"
"Sonstige Nichterwerbspersonen","1986","35-65 J.","Realschule","126","0.18238904925545","0.152860770248096","0.211917328262804"
"Sonstige Nichterwerbspersonen","1986","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1986","35-65 J.","AkademikerIn","34","0.0683094264284187","0.0454533681573254","0.0911654846995121"
"Sonstige Nichterwerbspersonen","1986","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","1986","66 und älter","Hauptschule","58","0.06652817567736","0.0487170000971695","0.0843393512575506"
"Sonstige Nichterwerbspersonen","1986","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","1986","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1986","66 und älter","AkademikerIn","","","",""
"Beamte","1986","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","1986","16-34 J.","Hauptschule","35","0.025435856962786","0.0182516587339393","0.0326200551916326"
"Beamte","1986","16-34 J.","Realschule","56","0.0665738188140386","0.0507635909547119","0.0823840466733653"
"Beamte","1986","16-34 J.","(Fach-)Abitur","","","",""
"Beamte","1986","16-34 J.","AkademikerIn","36","0.179122300903916","0.129129446994821","0.229115154813012"
"Beamte","1986","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","1986","35-65 J.","Hauptschule","79","0.0254773813700202","0.0202452050172119","0.0307095577228286"
"Beamte","1986","35-65 J.","Realschule","49","0.0691668495195643","0.0497646786783253","0.0885690203608034"
"Beamte","1986","35-65 J.","(Fach-)Abitur","","","",""
"Beamte","1986","35-65 J.","AkademikerIn","155","0.324935709907613","0.282503421609951","0.367367998205275"
"Beamte","1986","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","1986","66 und älter","Hauptschule","","","",""
"Beamte","1986","66 und älter","Realschule","","","",""
"Beamte","1986","66 und älter","(Fach-)Abitur","","","",""
"Beamte","1986","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","(noch) kein Abschluss","90","0.178662574425443","0.140885602506251","0.216439546344636"
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","Hauptschule","577","0.294557104442761","0.273608870055697","0.315505338829824"
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","Realschule","111","0.113748467146903","0.0936847299268098","0.133812204366995"
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","(Fach-)Abitur","82","0.111743013236945","0.0848957661241587","0.138590260349731"
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","(noch) kein Abschluss","289","0.464629027563294","0.424247767882419","0.505010287244169"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","Hauptschule","961","0.234787291360843","0.220548219060836","0.249026363660849"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","Realschule","66","0.102286024031026","0.0786425900777851","0.125929457984268"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","(Fach-)Abitur","42","0.0714380131173548","0.0360080903199517","0.106867935914758"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","Hauptschule","481","0.322276220523154","0.300799288899857","0.343753152146451"
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","Realschule","328","0.37481377452699","0.344224228843848","0.405403320210132"
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","(Fach-)Abitur","112","0.251318099217297","0.214353942289448","0.288282256145146"
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","AkademikerIn","116","0.530951680323399","0.464857636262989","0.597045724383809"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","(noch) kein Abschluss","50","0.0931514943114438","0.0696193465386817","0.116683642084206"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","Hauptschule","903","0.268997654195074","0.254101061376143","0.283894247014005"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","Realschule","247","0.384342887533434","0.346388473903487","0.422297301163381"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","(Fach-)Abitur","64","0.363328344280509","0.297166520261267","0.429490168299752"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","AkademikerIn","152","0.32917620054794","0.286373020040515","0.371979381055366"
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1987","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1987","16-34 J.","Hauptschule","53","0.0328437656663037","0.0246533388951002","0.0410341924375072"
"Selbstständige/ManagerInnen","1987","16-34 J.","Realschule","36","0.0392086479567521","0.026943690926271","0.0514736049872331"
"Selbstständige/ManagerInnen","1987","16-34 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1987","16-34 J.","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1987","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1987","35-65 J.","Hauptschule","230","0.0706735521464203","0.0620642901617116","0.0792828141311291"
"Selbstständige/ManagerInnen","1987","35-65 J.","Realschule","73","0.119126634448929","0.0938514352581618","0.144401833639697"
"Selbstständige/ManagerInnen","1987","35-65 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1987","35-65 J.","AkademikerIn","79","0.174509345965787","0.139937464024184","0.20908122790739"
"Selbstständige/ManagerInnen","1987","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","AkademikerIn","","","",""
"In Ausbildung","1987","16-34 J.","(noch) kein Abschluss","207","0.635825984309197","0.588371948147902","0.683280020470492"
"In Ausbildung","1987","16-34 J.","Hauptschule","290","0.123551893910318","0.108429534750364","0.138674253070272"
"In Ausbildung","1987","16-34 J.","Realschule","291","0.257326595694371","0.229701624861132","0.284951566527609"
"In Ausbildung","1987","16-34 J.","(Fach-)Abitur","219","0.431344747173753","0.38914041433026","0.473549080017246"
"In Ausbildung","1987","16-34 J.","AkademikerIn","","","",""
"In Ausbildung","1987","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","1987","35-65 J.","Hauptschule","","","",""
"In Ausbildung","1987","35-65 J.","Realschule","","","",""
"In Ausbildung","1987","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","1987","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","1987","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","1987","66 und älter","Hauptschule","","","",""
"In Ausbildung","1987","66 und älter","Realschule","","","",""
"In Ausbildung","1987","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","1987","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","1987","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1987","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","1987","16-34 J.","Realschule","","","",""
"In Rente oder Pension","1987","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1987","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","1987","35-65 J.","(noch) kein Abschluss","37","0.0882232294359361","0.0652598913279756","0.111186567543897"
"In Rente oder Pension","1987","35-65 J.","Hauptschule","375","0.14477949816697","0.132958724538735","0.156600271795205"
"In Rente oder Pension","1987","35-65 J.","Realschule","68","0.132187674989122","0.105761044007402","0.158614305970842"
"In Rente oder Pension","1987","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1987","35-65 J.","AkademikerIn","","","",""
"In Rente oder Pension","1987","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1987","66 und älter","Hauptschule","706","0.912383505529228","0.892579690595904","0.932187320462553"
"In Rente oder Pension","1987","66 und älter","Realschule","145","0.905624506138623","0.860605667690054","0.950643344587191"
"In Rente oder Pension","1987","66 und älter","(Fach-)Abitur","38","0.882700665298095","0.787623493582372","0.977777837013819"
"In Rente oder Pension","1987","66 und älter","AkademikerIn","49","0.879766798922821","0.796065907491531","0.963467690354112"
"Arbeitslose","1987","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1987","16-34 J.","Hauptschule","123","0.0656998930535642","0.0543142576612776","0.0770855284458508"
"Arbeitslose","1987","16-34 J.","Realschule","30","0.0261053159577775","0.0160294813605411","0.0361811505550138"
"Arbeitslose","1987","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1987","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","1987","35-65 J.","(noch) kein Abschluss","55","0.0936914175801023","0.0700981966600179","0.117284638500187"
"Arbeitslose","1987","35-65 J.","Hauptschule","169","0.0474614617212103","0.0403187166878163","0.0546042067546043"
"Arbeitslose","1987","35-65 J.","Realschule","","","",""
"Arbeitslose","1987","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1987","35-65 J.","AkademikerIn","","","",""
"Arbeitslose","1987","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1987","66 und älter","Hauptschule","","","",""
"Arbeitslose","1987","66 und älter","Realschule","","","",""
"Arbeitslose","1987","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1987","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1987","16-34 J.","(noch) kein Abschluss","58","0.0789350795573697","0.0523443844858757","0.105525774628864"
"Sonstige Nichterwerbspersonen","1987","16-34 J.","Hauptschule","261","0.135198280142185","0.119484683630125","0.150911876654245"
"Sonstige Nichterwerbspersonen","1987","16-34 J.","Realschule","110","0.119314843762797","0.098830685070909","0.139799002454686"
"Sonstige Nichterwerbspersonen","1987","16-34 J.","(Fach-)Abitur","61","0.103354066506813","0.0774125995647654","0.129295533448861"
"Sonstige Nichterwerbspersonen","1987","16-34 J.","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1987","35-65 J.","(noch) kein Abschluss","142","0.245302554866594","0.210465874914637","0.280139234818551"
"Sonstige Nichterwerbspersonen","1987","35-65 J.","Hauptschule","676","0.202823810468162","0.189315844949625","0.216331775986699"
"Sonstige Nichterwerbspersonen","1987","35-65 J.","Realschule","109","0.156693864240259","0.128330872602218","0.1850568558783"
"Sonstige Nichterwerbspersonen","1987","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1987","35-65 J.","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1987","66 und älter","(noch) kein Abschluss","","","",""
