"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","1985","Berlin","weiblich","32","0.16661666959861","0.113491684862982","0.219741654334238"
"Angestellte, qualifizierte Tätigkeiten","1985","Brandenburg","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Brandenburg","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Mecklenburg-Vorpommern","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen-Anhalt","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen-Anhalt","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Thüringen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Thüringen","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Schleswig-Holstein","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Hamburg","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Niedersachsen","männlich","49","0.0874354846141768","0.0636108164404571","0.111260152787897"
"Selbstständige/ManagerInnen","1985","Niedersachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Bremen","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Nordrhein-Westfalen","männlich","104","0.0752361663335287","0.0617060849016344","0.088766247765423"
"Selbstständige/ManagerInnen","1985","Nordrhein-Westfalen","weiblich","49","0.0342339079191399","0.0250168628638462","0.0434509529744335"
"Selbstständige/ManagerInnen","1985","Hessen","männlich","42","0.0757041799330405","0.0539309937752548","0.0974773660908262"
"Selbstständige/ManagerInnen","1985","Hessen","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Rheinland-Pfalz,Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Baden-Württemberg","männlich","67","0.0823720580664735","0.0654583689749829","0.0992857471579641"
"Selbstständige/ManagerInnen","1985","Baden-Württemberg","weiblich","43","0.0456979364737215","0.0329011329975685","0.0584947399498746"
"Selbstständige/ManagerInnen","1985","Bayern","männlich","87","0.110404806333352","0.0899414955738314","0.130868117092873"
"Selbstständige/ManagerInnen","1985","Bayern","weiblich","46","0.0456937942300816","0.0326925849670855","0.0586950034930777"
"Selbstständige/ManagerInnen","1985","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Berlin","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Berlin","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Brandenburg","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","Thüringen","männlich","","","",""
"Selbstständige/ManagerInnen","1985","Thüringen","weiblich","","","",""
"In Ausbildung","1985","Schleswig-Holstein","männlich","","","",""
"In Ausbildung","1985","Schleswig-Holstein","weiblich","","","",""
"In Ausbildung","1985","Hamburg","männlich","","","",""
"In Ausbildung","1985","Hamburg","weiblich","","","",""
"In Ausbildung","1985","Niedersachsen","männlich","78","0.141010284178163","0.111656061313848","0.170364507042478"
"In Ausbildung","1985","Niedersachsen","weiblich","65","0.107409498427711","0.0819233600752398","0.132895636780183"
"In Ausbildung","1985","Bremen","männlich","","","",""
"In Ausbildung","1985","Bremen","weiblich","","","",""
"In Ausbildung","1985","Nordrhein-Westfalen","männlich","194","0.124787369994124","0.107835650119839","0.14173908986841"
"In Ausbildung","1985","Nordrhein-Westfalen","weiblich","138","0.0888355971496849","0.0744138000911995","0.10325739420817"
"In Ausbildung","1985","Hessen","männlich","60","0.111363439269512","0.0854699863666599","0.137256892172364"
"In Ausbildung","1985","Hessen","weiblich","48","0.0795908043316668","0.0572138047090947","0.101967803954239"
"In Ausbildung","1985","Rheinland-Pfalz,Saarland","männlich","42","0.0987723563352527","0.0688530604245007","0.128691652246005"
"In Ausbildung","1985","Rheinland-Pfalz,Saarland","weiblich","","","",""
"In Ausbildung","1985","Baden-Württemberg","männlich","116","0.118562911944664","0.098675184538214","0.138450639351113"
"In Ausbildung","1985","Baden-Württemberg","weiblich","76","0.0789267092698793","0.0624044525244947","0.095448966015264"
"In Ausbildung","1985","Bayern","männlich","83","0.0901514964330554","0.0714508461733519","0.108852146692759"
"In Ausbildung","1985","Bayern","weiblich","80","0.0757832287878247","0.0593059784980384","0.092260479077611"
"In Ausbildung","1985","Saarland","männlich","","","",""
"In Ausbildung","1985","Saarland","weiblich","","","",""
"In Ausbildung","1985","Berlin","männlich","","","",""
"In Ausbildung","1985","Berlin","weiblich","","","",""
"In Ausbildung","1985","Brandenburg","männlich","","","",""
"In Ausbildung","1985","Brandenburg","weiblich","","","",""
"In Ausbildung","1985","Mecklenburg-Vorpommern","männlich","","","",""
"In Ausbildung","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"In Ausbildung","1985","Sachsen","männlich","","","",""
"In Ausbildung","1985","Sachsen","weiblich","","","",""
"In Ausbildung","1985","Sachsen-Anhalt","männlich","","","",""
"In Ausbildung","1985","Sachsen-Anhalt","weiblich","","","",""
"In Ausbildung","1985","Thüringen","männlich","","","",""
"In Ausbildung","1985","Thüringen","weiblich","","","",""
"In Rente oder Pension","1985","Schleswig-Holstein","männlich","","","",""
"In Rente oder Pension","1985","Schleswig-Holstein","weiblich","38","0.298205850294329","0.231743553045904","0.364668147542753"
"In Rente oder Pension","1985","Hamburg","männlich","","","",""
"In Rente oder Pension","1985","Hamburg","weiblich","34","0.371528069731323","0.291769511831478","0.451286627631168"
"In Rente oder Pension","1985","Niedersachsen","männlich","76","0.19341971220727","0.160105819746659","0.22673360466788"
"In Rente oder Pension","1985","Niedersachsen","weiblich","111","0.285767941005518","0.248581639653765","0.322954242357272"
"In Rente oder Pension","1985","Bremen","männlich","","","",""
"In Rente oder Pension","1985","Bremen","weiblich","","","",""
"In Rente oder Pension","1985","Nordrhein-Westfalen","männlich","152","0.16307113065681","0.144121337286961","0.18202092402666"
"In Rente oder Pension","1985","Nordrhein-Westfalen","weiblich","223","0.247160503392732","0.225294559567606","0.269026447217858"
"In Rente oder Pension","1985","Hessen","männlich","72","0.206708540514088","0.173377247518441","0.240039833509735"
"In Rente oder Pension","1985","Hessen","weiblich","94","0.285690399802534","0.248342085911444","0.323038713693625"
"In Rente oder Pension","1985","Rheinland-Pfalz,Saarland","männlich","68","0.238040706016575","0.195332836244608","0.280748575788543"
"In Rente oder Pension","1985","Rheinland-Pfalz,Saarland","weiblich","67","0.242611604505158","0.200013684002629","0.285209525007687"
"In Rente oder Pension","1985","Baden-Württemberg","männlich","97","0.162195687429881","0.139517621318366","0.184873753541396"
"In Rente oder Pension","1985","Baden-Württemberg","weiblich","140","0.248080591293481","0.221614347061109","0.274546835525852"
"In Rente oder Pension","1985","Bayern","männlich","118","0.187883579804484","0.162377761916392","0.213389397692575"
"In Rente oder Pension","1985","Bayern","weiblich","159","0.252152704663636","0.225116262347578","0.279189146979693"
"In Rente oder Pension","1985","Saarland","männlich","","","",""
"In Rente oder Pension","1985","Saarland","weiblich","","","",""
"In Rente oder Pension","1985","Berlin","männlich","","","",""
"In Rente oder Pension","1985","Berlin","weiblich","39","0.371876738694007","0.30297357957308","0.440779897814934"
"In Rente oder Pension","1985","Brandenburg","männlich","","","",""
"In Rente oder Pension","1985","Brandenburg","weiblich","","","",""
"In Rente oder Pension","1985","Mecklenburg-Vorpommern","männlich","","","",""
"In Rente oder Pension","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"In Rente oder Pension","1985","Sachsen","männlich","","","",""
"In Rente oder Pension","1985","Sachsen","weiblich","","","",""
"In Rente oder Pension","1985","Sachsen-Anhalt","männlich","","","",""
"In Rente oder Pension","1985","Sachsen-Anhalt","weiblich","","","",""
"In Rente oder Pension","1985","Thüringen","männlich","","","",""
"In Rente oder Pension","1985","Thüringen","weiblich","","","",""
"Arbeitslose","1985","Schleswig-Holstein","männlich","","","",""
"Arbeitslose","1985","Schleswig-Holstein","weiblich","","","",""
"Arbeitslose","1985","Hamburg","männlich","","","",""
"Arbeitslose","1985","Hamburg","weiblich","","","",""
"Arbeitslose","1985","Niedersachsen","männlich","44","0.0754973285550671","0.0532144605035078","0.0977801966066264"
"Arbeitslose","1985","Niedersachsen","weiblich","","","",""
"Arbeitslose","1985","Bremen","männlich","","","",""
"Arbeitslose","1985","Bremen","weiblich","","","",""
"Arbeitslose","1985","Nordrhein-Westfalen","männlich","71","0.0459360514113448","0.0351977092888487","0.0566743935338409"
"Arbeitslose","1985","Nordrhein-Westfalen","weiblich","70","0.0394671275804711","0.029597486244145","0.0493367689167973"
"Arbeitslose","1985","Hessen","männlich","","","",""
"Arbeitslose","1985","Hessen","weiblich","","","",""
"Arbeitslose","1985","Rheinland-Pfalz,Saarland","männlich","","","",""
"Arbeitslose","1985","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Arbeitslose","1985","Baden-Württemberg","männlich","33","0.0157912067354768","0.00812171912941522","0.0234606943415384"
"Arbeitslose","1985","Baden-Württemberg","weiblich","32","0.0223598029270545","0.0132996863697792","0.0314199194843298"
"Arbeitslose","1985","Bayern","männlich","40","0.0459542563922402","0.0322822212450398","0.0596262915394407"
"Arbeitslose","1985","Bayern","weiblich","","","",""
"Arbeitslose","1985","Saarland","männlich","","","",""
"Arbeitslose","1985","Saarland","weiblich","","","",""
"Arbeitslose","1985","Berlin","männlich","","","",""
"Arbeitslose","1985","Berlin","weiblich","","","",""
"Arbeitslose","1985","Brandenburg","männlich","","","",""
"Arbeitslose","1985","Brandenburg","weiblich","","","",""
"Arbeitslose","1985","Mecklenburg-Vorpommern","männlich","","","",""
"Arbeitslose","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Arbeitslose","1985","Sachsen","männlich","","","",""
"Arbeitslose","1985","Sachsen","weiblich","","","",""
"Arbeitslose","1985","Sachsen-Anhalt","männlich","","","",""
"Arbeitslose","1985","Sachsen-Anhalt","weiblich","","","",""
"Arbeitslose","1985","Thüringen","männlich","","","",""
"Arbeitslose","1985","Thüringen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Schleswig-Holstein","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Schleswig-Holstein","weiblich","50","0.234914628272727","0.17332290194159","0.296506354603864"
"Sonstige Nichterwerbspersonen","1985","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Hamburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Niedersachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Niedersachsen","weiblich","163","0.236904759479095","0.201907597551722","0.271901921406468"
"Sonstige Nichterwerbspersonen","1985","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Bremen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Nordrhein-Westfalen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Nordrhein-Westfalen","weiblich","514","0.286434640280599","0.263517673063747","0.309351607497451"
"Sonstige Nichterwerbspersonen","1985","Hessen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Hessen","weiblich","166","0.24595643285024","0.210351739823948","0.281561125876532"
"Sonstige Nichterwerbspersonen","1985","Rheinland-Pfalz,Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Rheinland-Pfalz,Saarland","weiblich","142","0.340007934650946","0.292933276643239","0.387082592658653"
"Sonstige Nichterwerbspersonen","1985","Baden-Württemberg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Baden-Württemberg","weiblich","290","0.221462063541366","0.196017217049928","0.246906910032804"
"Sonstige Nichterwerbspersonen","1985","Bayern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Bayern","weiblich","266","0.24447386999726","0.217715957325102","0.271231782669417"
"Sonstige Nichterwerbspersonen","1985","Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Saarland","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Berlin","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Berlin","weiblich","33","0.131562684317704","0.0833731432800828","0.179752225355326"
"Sonstige Nichterwerbspersonen","1985","Brandenburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Brandenburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen-Anhalt","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1985","Thüringen","weiblich","","","",""
"Beamte","1985","Schleswig-Holstein","männlich","","","",""
"Beamte","1985","Schleswig-Holstein","weiblich","","","",""
"Beamte","1985","Hamburg","männlich","","","",""
"Beamte","1985","Hamburg","weiblich","","","",""
"Beamte","1985","Niedersachsen","männlich","45","0.0868079078042912","0.0630607342235235","0.110555081385059"
"Beamte","1985","Niedersachsen","weiblich","","","",""
"Beamte","1985","Bremen","männlich","","","",""
"Beamte","1985","Bremen","weiblich","","","",""
"Beamte","1985","Nordrhein-Westfalen","männlich","100","0.0792437371060733","0.0653881007023656","0.093099373509781"
"Beamte","1985","Nordrhein-Westfalen","weiblich","30","0.0225448112194803","0.0150199373560407","0.0300696850829199"
"Beamte","1985","Hessen","männlich","32","0.0768560338288519","0.0549315052618231","0.0987805623958807"
"Beamte","1985","Hessen","weiblich","","","",""
