"beruf","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1984","(Fach-)Abitur","Bayern","39","0.274449428596057","0.19972668368819","0.349172173503925"
"In Ausbildung","1984","(Fach-)Abitur","Saarland","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Berlin","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Brandenburg","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Sachsen","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","(Fach-)Abitur","Thüringen","","","",""
"In Ausbildung","1984","AkademikerIn","Schleswig-Holstein","","","",""
"In Ausbildung","1984","AkademikerIn","Hamburg","","","",""
"In Ausbildung","1984","AkademikerIn","Niedersachsen","","","",""
"In Ausbildung","1984","AkademikerIn","Bremen","","","",""
"In Ausbildung","1984","AkademikerIn","Nordrhein-Westfalen","","","",""
"In Ausbildung","1984","AkademikerIn","Hessen","","","",""
"In Ausbildung","1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1984","AkademikerIn","Baden-Württemberg","","","",""
"In Ausbildung","1984","AkademikerIn","Bayern","","","",""
"In Ausbildung","1984","AkademikerIn","Saarland","","","",""
"In Ausbildung","1984","AkademikerIn","Berlin","","","",""
"In Ausbildung","1984","AkademikerIn","Brandenburg","","","",""
"In Ausbildung","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","AkademikerIn","Sachsen","","","",""
"In Ausbildung","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","AkademikerIn","Thüringen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Hamburg","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Bremen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Hessen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Baden-Württemberg","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Bayern","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Saarland","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Berlin","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Brandenburg","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Sachsen","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","Thüringen","","","",""
"In Rente oder Pension","1984","Hauptschule","Schleswig-Holstein","49","0.281942260698786","0.22315048133392","0.340734040063652"
"In Rente oder Pension","1984","Hauptschule","Hamburg","50","0.440568796848367","0.364354841805547","0.516782751891188"
"In Rente oder Pension","1984","Hauptschule","Niedersachsen","162","0.290063226289984","0.257477595868508","0.322648856711461"
"In Rente oder Pension","1984","Hauptschule","Bremen","38","0.551916606717255","0.450298679378964","0.653534534055546"
"In Rente oder Pension","1984","Hauptschule","Nordrhein-Westfalen","329","0.270312892082063","0.25019970382891","0.290426080335215"
"In Rente oder Pension","1984","Hauptschule","Hessen","130","0.294981822144253","0.261318938425689","0.328644705862818"
"In Rente oder Pension","1984","Hauptschule","Rheinland-Pfalz,Saarland","120","0.25819301607291","0.222939296796264","0.293446735349556"
"In Rente oder Pension","1984","Hauptschule","Baden-Württemberg","208","0.252356340157767","0.22920297171712","0.275509708598413"
"In Rente oder Pension","1984","Hauptschule","Bayern","207","0.230722381656798","0.207660725638216","0.25378403767538"
"In Rente oder Pension","1984","Hauptschule","Saarland","","","",""
"In Rente oder Pension","1984","Hauptschule","Berlin","46","0.333863192209968","0.270080267407425","0.397646117012512"
"In Rente oder Pension","1984","Hauptschule","Brandenburg","","","",""
"In Rente oder Pension","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","Hauptschule","Sachsen","","","",""
"In Rente oder Pension","1984","Hauptschule","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","Hauptschule","Thüringen","","","",""
"In Rente oder Pension","1984","Realschule","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","Realschule","Hamburg","","","",""
"In Rente oder Pension","1984","Realschule","Niedersachsen","","","",""
"In Rente oder Pension","1984","Realschule","Bremen","","","",""
"In Rente oder Pension","1984","Realschule","Nordrhein-Westfalen","40","0.123479734674595","0.0934482742138028","0.153511195135388"
"In Rente oder Pension","1984","Realschule","Hessen","","","",""
"In Rente oder Pension","1984","Realschule","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1984","Realschule","Baden-Württemberg","45","0.219003472780337","0.170648072438216","0.267358873122458"
"In Rente oder Pension","1984","Realschule","Bayern","47","0.173937266142591","0.135313905082156","0.212560627203026"
"In Rente oder Pension","1984","Realschule","Saarland","","","",""
"In Rente oder Pension","1984","Realschule","Berlin","","","",""
"In Rente oder Pension","1984","Realschule","Brandenburg","","","",""
"In Rente oder Pension","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","Realschule","Sachsen","","","",""
"In Rente oder Pension","1984","Realschule","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","Realschule","Thüringen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Hamburg","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Niedersachsen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Bremen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Hessen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Baden-Württemberg","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Bayern","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Saarland","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Berlin","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Brandenburg","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Sachsen","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","Thüringen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","AkademikerIn","Hamburg","","","",""
"In Rente oder Pension","1984","AkademikerIn","Niedersachsen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Bremen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Hessen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1984","AkademikerIn","Baden-Württemberg","","","",""
"In Rente oder Pension","1984","AkademikerIn","Bayern","","","",""
"In Rente oder Pension","1984","AkademikerIn","Saarland","","","",""
"In Rente oder Pension","1984","AkademikerIn","Berlin","","","",""
"In Rente oder Pension","1984","AkademikerIn","Brandenburg","","","",""
"In Rente oder Pension","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","AkademikerIn","Sachsen","","","",""
"In Rente oder Pension","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","AkademikerIn","Thüringen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Hamburg","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Bremen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Hessen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Bayern","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Saarland","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Berlin","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Sachsen","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","Thüringen","","","",""
"Arbeitslose","1984","Hauptschule","Schleswig-Holstein","","","",""
"Arbeitslose","1984","Hauptschule","Hamburg","","","",""
"Arbeitslose","1984","Hauptschule","Niedersachsen","","","",""
"Arbeitslose","1984","Hauptschule","Bremen","","","",""
"Arbeitslose","1984","Hauptschule","Nordrhein-Westfalen","72","0.03407765065176","0.0258611833182407","0.0422941179852793"
"Arbeitslose","1984","Hauptschule","Hessen","","","",""
"Arbeitslose","1984","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","Hauptschule","Baden-Württemberg","","","",""
"Arbeitslose","1984","Hauptschule","Bayern","61","0.0380617094616717","0.0275874861336273","0.0485359327897161"
"Arbeitslose","1984","Hauptschule","Saarland","","","",""
"Arbeitslose","1984","Hauptschule","Berlin","","","",""
"Arbeitslose","1984","Hauptschule","Brandenburg","","","",""
"Arbeitslose","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","Hauptschule","Sachsen","","","",""
"Arbeitslose","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","Hauptschule","Thüringen","","","",""
"Arbeitslose","1984","Realschule","Schleswig-Holstein","","","",""
"Arbeitslose","1984","Realschule","Hamburg","","","",""
"Arbeitslose","1984","Realschule","Niedersachsen","","","",""
"Arbeitslose","1984","Realschule","Bremen","","","",""
"Arbeitslose","1984","Realschule","Nordrhein-Westfalen","","","",""
"Arbeitslose","1984","Realschule","Hessen","","","",""
"Arbeitslose","1984","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","Realschule","Baden-Württemberg","","","",""
"Arbeitslose","1984","Realschule","Bayern","","","",""
"Arbeitslose","1984","Realschule","Saarland","","","",""
"Arbeitslose","1984","Realschule","Berlin","","","",""
"Arbeitslose","1984","Realschule","Brandenburg","","","",""
"Arbeitslose","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","Realschule","Sachsen","","","",""
"Arbeitslose","1984","Realschule","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","Realschule","Thüringen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Hamburg","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Bremen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Hessen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Baden-Württemberg","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Bayern","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Saarland","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Berlin","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Brandenburg","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Sachsen","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","(Fach-)Abitur","Thüringen","","","",""
"Arbeitslose","1984","AkademikerIn","Schleswig-Holstein","","","",""
"Arbeitslose","1984","AkademikerIn","Hamburg","","","",""
"Arbeitslose","1984","AkademikerIn","Niedersachsen","","","",""
"Arbeitslose","1984","AkademikerIn","Bremen","","","",""
"Arbeitslose","1984","AkademikerIn","Nordrhein-Westfalen","","","",""
"Arbeitslose","1984","AkademikerIn","Hessen","","","",""
"Arbeitslose","1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","AkademikerIn","Baden-Württemberg","","","",""
"Arbeitslose","1984","AkademikerIn","Bayern","","","",""
"Arbeitslose","1984","AkademikerIn","Saarland","","","",""
"Arbeitslose","1984","AkademikerIn","Berlin","","","",""
"Arbeitslose","1984","AkademikerIn","Brandenburg","","","",""
"Arbeitslose","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","AkademikerIn","Sachsen","","","",""
"Arbeitslose","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","AkademikerIn","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Nordrhein-Westfalen","117","0.213322133549731","0.173276839276112","0.25336742782335"
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Hessen","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Baden-Württemberg","78","0.149175364366065","0.11096832028273","0.187382408449401"
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Bayern","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Schleswig-Holstein","44","0.17426015521","0.124694882403067","0.223825428016933"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Niedersachsen","137","0.175090911589177","0.14780083209216","0.202380991086195"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Nordrhein-Westfalen","419","0.210502209725272","0.192040029281675","0.228964390168869"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Hessen","128","0.167672650568225","0.140096621382023","0.195248679754427"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Rheinland-Pfalz,Saarland","141","0.233721459370267","0.19963123464883","0.267811684091704"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Baden-Württemberg","223","0.154724958247015","0.135447980091592","0.174001936402438"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Bayern","246","0.188759529526608","0.167338845962801","0.210180213090415"
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschule","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","Realschule","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","1984","Realschule","Hamburg","","","",""
