year,pgisced97,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Upper Secondary Level,5th Quintile,Yes,0.34188,444,577,0.30314,0.38062
2019,Upper Secondary Level,5th Quintile,No,0.09930,133,577,0.07487,0.12372
2019,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.22462,66,66,0.12316,0.32607
2019,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.31868,128,182,0.25079,0.38656
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,0.13885,54,182,0.08848,0.18923
2019,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.46879,194,246,0.40630,0.53127
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,0.11308,52,246,0.07342,0.15274
2019,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.44096,172,221,0.37535,0.50657
2019,Post-secondary Non-tertiary Level,4th Quintile,No,0.14573,49,221,0.09911,0.19236
2019,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.43993,158,192,0.36953,0.51033
2019,Post-secondary Non-tertiary Level,5th Quintile,No,0.08343,34,192,0.04421,0.12265
2019,First Stage of Tertiary Education,2nd Quintile,Yes,0.17701,51,51,0.07121,0.28280
2019,First Stage of Tertiary Education,3rd Quintile,Yes,0.40803,108,108,0.31491,0.50116
2019,First Stage of Tertiary Education,4th Quintile,Yes,0.37516,111,152,0.29793,0.45238
2019,First Stage of Tertiary Education,4th Quintile,No,0.12999,41,152,0.07635,0.18363
2019,First Stage of Tertiary Education,5th Quintile,Yes,0.45282,157,190,0.38185,0.52379
2019,First Stage of Tertiary Education,5th Quintile,No,0.09744,33,190,0.05516,0.13972
2019,Second Stage of Tertiary Education,1st Quintile,Yes,0.17189,110,156,0.11250,0.23129
2019,Second Stage of Tertiary Education,1st Quintile,No,0.04266,46,156,0.01084,0.07447
2019,Second Stage of Tertiary Education,2nd Quintile,Yes,0.29166,187,245,0.23463,0.34869
2019,Second Stage of Tertiary Education,2nd Quintile,No,0.08304,58,245,0.04842,0.11766
2019,Second Stage of Tertiary Education,3rd Quintile,Yes,0.34273,321,415,0.29701,0.38844
2019,Second Stage of Tertiary Education,3rd Quintile,No,0.10553,94,415,0.07593,0.13512
2019,Second Stage of Tertiary Education,4th Quintile,Yes,0.38085,483,616,0.34247,0.41923
2019,Second Stage of Tertiary Education,4th Quintile,No,0.11171,133,616,0.08681,0.13661
2019,Second Stage of Tertiary Education,5th Quintile,Yes,0.43640,956,1162,0.40787,0.46493
2019,Second Stage of Tertiary Education,5th Quintile,No,0.07731,206,1162,0.06194,0.09267
2020,Primary Level,1st Quintile,Yes,0.05325,34,68,-0.00051,0.10702
2020,Primary Level,1st Quintile,No,0.02858,34,68,-0.01132,0.06847
2020,Lower Secondary Level,1st Quintile,Yes,0.06520,89,172,0.02820,0.10221
2020,Lower Secondary Level,1st Quintile,No,0.05906,83,172,0.02373,0.09440
2020,Lower Secondary Level,2nd Quintile,Yes,0.11569,102,170,0.06746,0.16391
2020,Lower Secondary Level,2nd Quintile,No,0.10723,68,170,0.06058,0.15388
2020,Lower Secondary Level,3rd Quintile,Yes,0.21797,82,127,0.14588,0.29006
2020,Lower Secondary Level,3rd Quintile,No,0.09219,45,127,0.04168,0.14270
2020,Lower Secondary Level,4th Quintile,Yes,0.20102,48,85,0.11532,0.28673
2020,Lower Secondary Level,4th Quintile,No,0.18460,37,85,0.10163,0.26757
2020,Upper Secondary Level,1st Quintile,Yes,0.10231,286,500,0.07572,0.12890
2020,Upper Secondary Level,1st Quintile,No,0.08316,214,500,0.05893,0.10739
2020,Upper Secondary Level,2nd Quintile,Yes,0.21222,594,985,0.18667,0.23777
2020,Upper Secondary Level,2nd Quintile,No,0.15815,391,985,0.13535,0.18095
2020,Upper Secondary Level,3rd Quintile,Yes,0.25909,530,893,0.23033,0.28784
2020,Upper Secondary Level,3rd Quintile,No,0.15470,363,893,0.13096,0.17843
2020,Upper Secondary Level,4th Quintile,Yes,0.30672,590,912,0.27677,0.33666
2020,Upper Secondary Level,4th Quintile,No,0.15835,322,912,0.13465,0.18206
2020,Upper Secondary Level,5th Quintile,Yes,0.30219,430,633,0.26639,0.33800
2020,Upper Secondary Level,5th Quintile,No,0.12901,203,633,0.10288,0.15515
2020,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.19706,65,103,0.11986,0.27426
2020,Post-secondary Non-tertiary Level,1st Quintile,No,0.08236,38,103,0.02901,0.13571
2020,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.23271,129,205,0.17472,0.29069
2020,Post-secondary Non-tertiary Level,2nd Quintile,No,0.17712,76,205,0.12473,0.22950
2020,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.38165,154,240,0.32006,0.44323
2020,Post-secondary Non-tertiary Level,3rd Quintile,No,0.20170,86,240,0.15083,0.25258
2020,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.46210,180,258,0.40115,0.52306
2020,Post-secondary Non-tertiary Level,4th Quintile,No,0.18455,78,258,0.13712,0.23198
2020,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.41270,173,245,0.35093,0.47447
2020,Post-secondary Non-tertiary Level,5th Quintile,No,0.14902,72,245,0.10434,0.19371
2020,First Stage of Tertiary Education,2nd Quintile,Yes,0.21648,55,55,0.10663,0.32633
2020,First Stage of Tertiary Education,3rd Quintile,Yes,0.38022,89,137,0.29863,0.46180
2020,First Stage of Tertiary Education,3rd Quintile,No,0.18524,48,137,0.11995,0.25053
2020,First Stage of Tertiary Education,4th Quintile,Yes,0.39918,124,183,0.32803,0.47033
2020,First Stage of Tertiary Education,4th Quintile,No,0.17139,59,183,0.11664,0.22614
2020,First Stage of Tertiary Education,5th Quintile,Yes,0.36835,146,208,0.30264,0.43407
2020,First Stage of Tertiary Education,5th Quintile,No,0.17533,62,208,0.12353,0.22713
2020,Second Stage of Tertiary Education,1st Quintile,Yes,0.15069,95,160,0.09509,0.20630
2020,Second Stage of Tertiary Education,1st Quintile,No,0.09496,65,160,0.04939,0.14053
2020,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23007,151,266,0.17939,0.28074
2020,Second Stage of Tertiary Education,2nd Quintile,No,0.16047,115,266,0.11628,0.20466
2020,Second Stage of Tertiary Education,3rd Quintile,Yes,0.31169,282,451,0.26890,0.35449
2020,Second Stage of Tertiary Education,3rd Quintile,No,0.15218,169,451,0.11899,0.18536
2020,Second Stage of Tertiary Education,4th Quintile,Yes,0.38007,526,757,0.34547,0.41467
2020,Second Stage of Tertiary Education,4th Quintile,No,0.15663,231,757,0.13072,0.18254
2020,Second Stage of Tertiary Education,5th Quintile,Yes,0.38959,976,1378,0.36384,0.41535
2020,Second Stage of Tertiary Education,5th Quintile,No,0.14744,402,1378,0.12872,0.16617
2021,Primary Level,1st Quintile,Yes,0.12311,58,106,0.06027,0.18596
2021,Primary Level,1st Quintile,No,0.06404,48,106,0.01721,0.11087
2021,Lower Secondary Level,1st Quintile,Yes,0.10448,105,167,0.05794,0.15101
2021,Lower Secondary Level,1st Quintile,No,0.05593,62,167,0.02097,0.09089
2021,Lower Secondary Level,2nd Quintile,Yes,0.10519,53,53,0.02180,0.18858
2021,Lower Secondary Level,3rd Quintile,Yes,0.17408,43,43,0.05940,0.28875
2021,Lower Secondary Level,4th Quintile,Yes,0.23067,34,34,0.08694,0.37440
2021,Upper Secondary Level,1st Quintile,Yes,0.13755,266,394,0.10350,0.17161
2021,Upper Secondary Level,1st Quintile,No,0.05560,128,394,0.03294,0.07825
2021,Upper Secondary Level,2nd Quintile,Yes,0.23960,407,565,0.20437,0.27483
2021,Upper Secondary Level,2nd Quintile,No,0.09966,158,565,0.07494,0.12438
2021,Upper Secondary Level,3rd Quintile,Yes,0.28495,453,632,0.24973,0.32017
2021,Upper Secondary Level,3rd Quintile,No,0.10835,179,632,0.08410,0.13260
2021,Upper Secondary Level,4th Quintile,Yes,0.30638,369,524,0.26687,0.34589
2021,Upper Secondary Level,4th Quintile,No,0.11681,155,524,0.08928,0.14434
2021,Upper Secondary Level,5th Quintile,Yes,0.32716,328,456,0.28405,0.37027
2021,Upper Secondary Level,5th Quintile,No,0.10947,128,456,0.08078,0.13816
2021,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.26087,77,77,0.16214,0.35959
2021,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.44163,139,171,0.36698,0.51628
2021,Post-secondary Non-tertiary Level,2nd Quintile,No,0.09386,32,171,0.05002,0.13770
2021,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.46730,161,197,0.39745,0.53715
2021,Post-secondary Non-tertiary Level,3rd Quintile,No,0.10409,36,197,0.06134,0.14685
2021,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.52604,135,187,0.45428,0.59780
2021,Post-secondary Non-tertiary Level,4th Quintile,No,0.12156,52,187,0.07460,0.16852
2021,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.39400,112,144,0.31391,0.47409
2021,Post-secondary Non-tertiary Level,5th Quintile,No,0.13846,32,144,0.08185,0.19506
2021,First Stage of Tertiary Education,2nd Quintile,Yes,0.18217,40,40,0.06103,0.30331
2021,First Stage of Tertiary Education,3rd Quintile,Yes,0.32724,57,57,0.20434,0.45013
2021,First Stage of Tertiary Education,4th Quintile,Yes,0.43944,86,86,0.33393,0.54496
2021,First Stage of Tertiary Education,5th Quintile,Yes,0.40204,112,112,0.31082,0.49325
2021,Second Stage of Tertiary Education,1st Quintile,Yes,0.19721,149,210,0.14326,0.25115
2021,Second Stage of Tertiary Education,1st Quintile,No,0.10102,61,210,0.06016,0.14188
2021,Second Stage of Tertiary Education,2nd Quintile,Yes,0.30256,190,267,0.24735,0.35776
2021,Second Stage of Tertiary Education,2nd Quintile,No,0.11876,77,267,0.07988,0.15764
2021,Second Stage of Tertiary Education,3rd Quintile,Yes,0.36400,275,372,0.31504,0.41297
2021,Second Stage of Tertiary Education,3rd Quintile,No,0.10905,97,372,0.07733,0.14076
2021,Second Stage of Tertiary Education,4th Quintile,Yes,0.39973,434,590,0.36017,0.43929
2021,Second Stage of Tertiary Education,4th Quintile,No,0.13120,156,590,0.10394,0.15847
2021,Second Stage of Tertiary Education,5th Quintile,Yes,0.40228,804,1040,0.37246,0.43210
2021,Second Stage of Tertiary Education,5th Quintile,No,0.10906,236,1040,0.09010,0.12801
2022,Primary Level,1st Quintile,Yes,0.13079,45,83,0.05781,0.20377
2022,Primary Level,1st Quintile,No,0.04926,38,83,0.00242,0.09610
2022,Lower Secondary Level,1st Quintile,Yes,0.10572,85,135,0.05366,0.15778
2022,Lower Secondary Level,1st Quintile,No,0.07008,50,135,0.02686,0.11330
2022,Lower Secondary Level,2nd Quintile,Yes,0.15015,58,89,0.07551,0.22479
2022,Lower Secondary Level,2nd Quintile,No,0.04103,31,89,-0.00041,0.08248
2022,Lower Secondary Level,3rd Quintile,Yes,0.18998,54,54,0.08437,0.29560
2022,Upper Secondary Level,1st Quintile,Yes,0.11409,244,370,0.08165,0.14653
2022,Upper Secondary Level,1st Quintile,No,0.07369,126,370,0.04703,0.10035
2022,Upper Secondary Level,2nd Quintile,Yes,0.22585,419,588,0.19202,0.25967
2022,Upper Secondary Level,2nd Quintile,No,0.10891,169,588,0.08371,0.13411
2022,Upper Secondary Level,3rd Quintile,Yes,0.25930,406,549,0.22261,0.29600
2022,Upper Secondary Level,3rd Quintile,No,0.09058,143,549,0.06655,0.11461
2022,Upper Secondary Level,4th Quintile,Yes,0.30561,361,510,0.26559,0.34563
2022,Upper Secondary Level,4th Quintile,No,0.12222,149,510,0.09377,0.15068
2022,Upper Secondary Level,5th Quintile,Yes,0.30537,280,391,0.25966,0.35108
2022,Upper Secondary Level,5th Quintile,No,0.10083,111,391,0.07094,0.13071
2022,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.24539,71,71,0.14459,0.34620
2022,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.38873,123,168,0.31480,0.46267
2022,Post-secondary Non-tertiary Level,2nd Quintile,No,0.11461,45,168,0.06629,0.16292
2022,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.48848,154,206,0.42006,0.55691
2022,Post-secondary Non-tertiary Level,3rd Quintile,No,0.16176,52,206,0.11136,0.21217
2022,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.50300,137,185,0.43076,0.57525
2022,Post-secondary Non-tertiary Level,4th Quintile,No,0.09650,48,185,0.05384,0.13917
2022,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.52922,117,117,0.43839,0.62006
2022,First Stage of Tertiary Education,2nd Quintile,Yes,0.19859,41,41,0.07496,0.32222
2022,First Stage of Tertiary Education,3rd Quintile,Yes,0.33229,72,72,0.22273,0.44186
2022,First Stage of Tertiary Education,4th Quintile,Yes,0.43929,85,117,0.34897,0.52960
2022,First Stage of Tertiary Education,4th Quintile,No,0.11802,32,117,0.05931,0.17674
2022,First Stage of Tertiary Education,5th Quintile,Yes,0.31430,83,83,0.21382,0.41478
2022,Second Stage of Tertiary Education,1st Quintile,Yes,0.18080,117,175,0.12361,0.23798
2022,Second Stage of Tertiary Education,1st Quintile,No,0.03914,58,175,0.01033,0.06796
2022,Second Stage of Tertiary Education,2nd Quintile,Yes,0.24951,172,229,0.19334,0.30568
2022,Second Stage of Tertiary Education,2nd Quintile,No,0.09959,57,229,0.06072,0.13846
2022,Second Stage of Tertiary Education,3rd Quintile,Yes,0.30611,294,425,0.26224,0.34998
2022,Second Stage of Tertiary Education,3rd Quintile,No,0.12558,131,425,0.09404,0.15713
2022,Second Stage of Tertiary Education,4th Quintile,Yes,0.41994,539,709,0.38358,0.45629
2022,Second Stage of Tertiary Education,4th Quintile,No,0.15353,170,709,0.12697,0.18008
2022,Second Stage of Tertiary Education,5th Quintile,Yes,0.39104,779,995,0.36070,0.42138
2022,Second Stage of Tertiary Education,5th Quintile,No,0.11704,216,995,0.09706,0.13703
