"pglfs","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Westdeutschland, alte Bundeslaender","maennlich","39","0.00826909326534875","0.00574737851358372","0.0107908080171138"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Westdeutschland, alte Bundeslaender","weiblich","60","0.0123772419762714","0.00933329366743463","0.0154211902851082"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1988","Westdeutschland, alte Bundeslaender","maennlich","3629","0.681832313161335","0.668862404584252","0.694802221738417"
"Erwerbstätig","1988","Westdeutschland, alte Bundeslaender","weiblich","2358","0.418075576118698","0.404495866634605","0.431655285602791"
"Erwerbstätig","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Westdeutschland, alte Bundeslaender","maennlich","326","0.0744073634593355","0.0669684993934915","0.0818462275251795"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Westdeutschland, alte Bundeslaender","weiblich","1507","0.270519866984335","0.258118344675298","0.282921389293372"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: 65 Jahre und älter","1989","Westdeutschland, alte Bundeslaender","maennlich","365","0.12552725639696","0.116135844767081","0.13491866802684"
"NE: 65 Jahre und älter","1989","Westdeutschland, alte Bundeslaender","weiblich","614","0.222092241743967","0.210488463320949","0.233696020166986"
"NE: 65 Jahre und älter","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: 65 Jahre und älter","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: derzeit in Ausbildung","1989","Westdeutschland, alte Bundeslaender","maennlich","251","0.0524606441863484","0.0461408322122656","0.0587804561604313"
"NE: derzeit in Ausbildung","1989","Westdeutschland, alte Bundeslaender","weiblich","210","0.0333647478072334","0.0283512143225059","0.0383782812919609"
"NE: derzeit in Ausbildung","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: derzeit in Ausbildung","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","Westdeutschland, alte Bundeslaender","maennlich","45","0.00951867500203995","0.0067663474705904","0.0122710025334895"
"NE: im Militär-/Zivildienst","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1989","Westdeutschland, alte Bundeslaender","maennlich","160","0.0284316971431936","0.0237205487916031","0.033142845494784"
"NE: arbeitslos registriert","1989","Westdeutschland, alte Bundeslaender","weiblich","149","0.0265703680327867","0.0220806429577695","0.0310600931078039"
"NE: arbeitslos registriert","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: arbeitslos registriert","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","maennlich","60","0.0131910360502258","0.00995700105004445","0.0164250710504072"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","weiblich","48","0.0101413961658312","0.0073443210000977","0.0129384713315647"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","maennlich","37","0.00879976497785216","0.00615245404025688","0.0114470759154474"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","weiblich","57","0.0104123906427306","0.00757857865607744","0.0132462026293838"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1989","Westdeutschland, alte Bundeslaender","maennlich","3537","0.687663562784045","0.674526809257658","0.700800316310431"
"Erwerbstätig","1989","Westdeutschland, alte Bundeslaender","weiblich","2344","0.426898988623116","0.413090478192426","0.440707499053805"
"Erwerbstätig","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Westdeutschland, alte Bundeslaender","maennlich","306","0.0707441117602311","0.063407730392906","0.0780804931275562"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Westdeutschland, alte Bundeslaender","weiblich","1388","0.25511627127001","0.24281860325411","0.26741393928591"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Ostdeutschland, neue Bundeslaender","maennlich","74","0.0378573086760079","0.0297216970133021","0.0459929203387137"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Ostdeutschland, neue Bundeslaender","weiblich","317","0.143861238579527","0.129638705332296","0.158083771826758"
"NE: 65 Jahre und älter","1990","Westdeutschland, alte Bundeslaender","maennlich","385","0.122057690691441","0.112691032911005","0.131424348471876"
"NE: 65 Jahre und älter","1990","Westdeutschland, alte Bundeslaender","weiblich","635","0.221187702993321","0.209479066287564","0.232896339699078"
"NE: 65 Jahre und älter","1990","Ostdeutschland, neue Bundeslaender","maennlich","120","0.0913247283050345","0.0790448475742824","0.103604609035787"
"NE: 65 Jahre und älter","1990","Ostdeutschland, neue Bundeslaender","weiblich","278","0.193148723614531","0.177150356933024","0.209147090296039"
"NE: derzeit in Ausbildung","1990","Westdeutschland, alte Bundeslaender","maennlich","228","0.0445728731135712","0.0386681003684046","0.0504776458587379"
"NE: derzeit in Ausbildung","1990","Westdeutschland, alte Bundeslaender","weiblich","193","0.0310107282700766","0.0261205475537775","0.0359009089863757"
"NE: derzeit in Ausbildung","1990","Ostdeutschland, neue Bundeslaender","maennlich","45","0.0219773241935168","0.0157276486827821","0.0282269997042516"
"NE: derzeit in Ausbildung","1990","Ostdeutschland, neue Bundeslaender","weiblich","56","0.0186311214340567","0.0131512720855979","0.0241109707825154"
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1990","Westdeutschland, alte Bundeslaender","maennlich","43","0.00895731685415826","0.00626141400561375","0.0116532197027028"
"NE: im Militär-/Zivildienst","1990","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1990","Westdeutschland, alte Bundeslaender","maennlich","164","0.0288243166033125","0.024036941036967","0.033611692169658"
"NE: arbeitslos registriert","1990","Westdeutschland, alte Bundeslaender","weiblich","134","0.0231771760592707","0.0189324702001335","0.0274218819184079"
"NE: arbeitslos registriert","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: arbeitslos registriert","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","maennlich","80","0.0204081844066316","0.0163624827974197","0.0244538860158435"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","weiblich","65","0.0135301560115889","0.0102710180070953","0.0167892940160824"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","maennlich","31","0.016909600586135","0.0114134452099332","0.0224057559623368"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","maennlich","47","0.0109556180720179","0.00797713304410578","0.01393410309993"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","weiblich","81","0.0162822660947882","0.0127119874196235","0.019852544769953"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","weiblich","31","0.0125543707387409","0.00804218414570672","0.0170665573317751"
"Erwerbstätig","1990","Westdeutschland, alte Bundeslaender","maennlich","3439","0.693479888498637","0.680287740585213","0.706672036412061"
"Erwerbstätig","1990","Westdeutschland, alte Bundeslaender","weiblich","2331","0.439695699300944","0.425693458938372","0.453697939663516"
"Erwerbstätig","1990","Ostdeutschland, neue Bundeslaender","maennlich","1807","0.812788515902191","0.796160109816762","0.82941692198762"
"Erwerbstätig","1990","Ostdeutschland, neue Bundeslaender","weiblich","1630","0.620642618040928","0.600978338156208","0.640306897925648"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Westdeutschland, alte Bundeslaender","maennlich","292","0.0696736698144193","0.0623802574363334","0.0769670821925052"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Westdeutschland, alte Bundeslaender","weiblich","1260","0.23176482169061","0.219858700853701","0.24367094252752"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Ostdeutschland, neue Bundeslaender","maennlich","112","0.0671674990074922","0.0561475981014075","0.078187399913577"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Ostdeutschland, neue Bundeslaender","weiblich","255","0.131490176689615","0.117307628099108","0.145672725280121"
"NE: 65 Jahre und älter","1991","Westdeutschland, alte Bundeslaender","maennlich","391","0.128238096289445","0.118659844603858","0.137816347975031"
"NE: 65 Jahre und älter","1991","Westdeutschland, alte Bundeslaender","weiblich","636","0.225807628485455","0.21401004169808","0.23760521527283"
"NE: 65 Jahre und älter","1991","Ostdeutschland, neue Bundeslaender","maennlich","127","0.100658143468016","0.0874121929844919","0.11390409395154"
"NE: 65 Jahre und älter","1991","Ostdeutschland, neue Bundeslaender","weiblich","268","0.204702357519522","0.187768865479152","0.221635849559892"
"NE: derzeit in Ausbildung","1991","Westdeutschland, alte Bundeslaender","maennlich","244","0.0467150077557554","0.0406697007498056","0.0527603147617051"
"NE: derzeit in Ausbildung","1991","Westdeutschland, alte Bundeslaender","weiblich","180","0.02934770823003","0.0245853904604992","0.0341100259995609"
"NE: derzeit in Ausbildung","1991","Ostdeutschland, neue Bundeslaender","maennlich","41","0.0180573907272956","0.0121951072349683","0.0239196742196229"
