"pglfs","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"NE: im Militär-/Zivildienst","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1985","16-34 Jahre alt","Hauptschulabschluss","141","0.0746325136796489","0.0628989918312865","0.0863660355280113"
"NE: arbeitslos registriert","1985","16-34 Jahre alt","Realschulabschluss","40","0.0359268375989555","0.0242330241053117","0.0476206510925993"
"NE: arbeitslos registriert","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1985","35-65 Jahre alt","(noch) kein Abschluss","51","0.0768570659024284","0.0563642273798146","0.0973499044250422"
"NE: arbeitslos registriert","1985","35-65 Jahre alt","Hauptschulabschluss","172","0.0467033304209627","0.039915483012447","0.0534911778294785"
"NE: arbeitslos registriert","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1985","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1985","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","1985","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1985","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","(Fach-)Abitur","41","0.0847308946769856","0.0608869697835354","0.108574819570436"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig","1985","16-34 Jahre alt","(noch) kein Abschluss","123","0.166115929572395","0.131300295415675","0.200931563729115"
"Erwerbstätig","1985","16-34 Jahre alt","Hauptschulabschluss","1391","0.747662382749416","0.728269114806161","0.767055650692671"
"Erwerbstätig","1985","16-34 Jahre alt","Realschulabschluss","674","0.700219334914237","0.671431398843159","0.729007270985316"
"Erwerbstätig","1985","16-34 Jahre alt","(Fach-)Abitur","272","0.526841843428191","0.484092864747238","0.569590822109143"
"Erwerbstätig","1985","16-34 Jahre alt","AkademikerInnen","190","0.82821430083866","0.780493542535715","0.875935059141606"
"Erwerbstätig","1985","35-65 Jahre alt","(noch) kein Abschluss","407","0.590269241513087","0.552433687029456","0.628104795996718"
"Erwerbstätig","1985","35-65 Jahre alt","Hauptschulabschluss","2324","0.581464311785184","0.565594495932607","0.597334127637761"
"Erwerbstätig","1985","35-65 Jahre alt","Realschulabschluss","462","0.666635901827625","0.631177678861885","0.702094124793365"
"Erwerbstätig","1985","35-65 Jahre alt","(Fach-)Abitur","160","0.668888479828253","0.6073961658995","0.730380793757006"
"Erwerbstätig","1985","35-65 Jahre alt","AkademikerInnen","399","0.850306198400403","0.817773754870678","0.882838641930127"
"Erwerbstätig","1985","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig","1985","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig","1985","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig","1985","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig","1985","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","(noch) kein Abschluss","73","0.0975444645554066","0.0692366666345863","0.125852262476227"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","Hauptschulabschluss","238","0.113143558065145","0.0987206790706268","0.127566437059662"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","Realschulabschluss","83","0.0859007362424308","0.0681656252790471","0.103635847205815"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","(Fach-)Abitur","44","0.0568430918855538","0.0376487596205565","0.0760374241505512"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","(noch) kein Abschluss","178","0.336385210306455","0.298548692999377","0.374221727613533"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","Hauptschulabschluss","1080","0.34896304571281","0.33317666544984","0.364749425975779"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","Realschulabschluss","195","0.311971473060413","0.27654515065911","0.347397795461715"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","(Fach-)Abitur","42","0.240216782066136","0.182844145279473","0.297589418852799"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","AkademikerInnen","50","0.111473482155522","0.0829906841238192","0.139956280187225"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1986","66 und älter","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1986","66 und älter","Hauptschulabschluss","734","0.966485848612075","0.953724009211952","0.979247688012198"
"NE: 65 Jahre und älter","1986","66 und älter","Realschulabschluss","151","0.934753732671573","0.896841380628746","0.9726660847144"
"NE: 65 Jahre und älter","1986","66 und älter","(Fach-)Abitur","41","0.921063086571754","0.8431421912042","0.998983981939308"
"NE: 65 Jahre und älter","1986","66 und älter","AkademikerInnen","46","0.894207521172503","0.811402492473088","0.977012549871918"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","(noch) kein Abschluss","179","0.527858471521903","0.480227798921011","0.575489144122795"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","Hauptschulabschluss","98","0.0393525058863664","0.0304997476359018","0.048205264136831"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","Realschulabschluss","115","0.110456914518088","0.0906179621224029","0.130295866913773"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","(Fach-)Abitur","139","0.251116226614116","0.215167228955529","0.287065224272704"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
