"pglfs","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","16-34 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","16-34 Jahre alt","weiblich","31","0.0181449543838938","0.0122478723065647","0.0240420364612229"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","35-65 Jahre alt","weiblich","35","0.0138695795314074","0.00944516651805426","0.0182939925447606"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","66 und älter","weiblich","","","",""
"Erwerbstätig","1987","16-34 Jahre alt","maennlich","1541","0.756206236784348","0.73774517216559","0.774667301403106"
"Erwerbstätig","1987","16-34 Jahre alt","weiblich","1143","0.62760244724532","0.606243429954286","0.648961464536353"
"Erwerbstätig","1987","35-65 Jahre alt","maennlich","2278","0.820466622494431","0.805989932694692","0.834943312294171"
"Erwerbstätig","1987","35-65 Jahre alt","weiblich","1300","0.465733876934323","0.446862457452128","0.484605296416519"
"Erwerbstätig","1987","66 und älter","maennlich","","","",""
"Erwerbstätig","1987","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","maennlich","38","0.0128281401967444","0.00786264254703727","0.0177936378464515"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","weiblich","443","0.201604459821501","0.183473833292635","0.219735086350366"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","maennlich","264","0.122971826851227","0.110252829216965","0.135690824485488"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","weiblich","1115","0.447210799758714","0.427920291417576","0.466501308099851"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1988","66 und älter","maennlich","389","0.935273106424139","0.911742395349592","0.958803817498686"
"NE: 65 Jahre und älter","1988","66 und älter","weiblich","611","0.966190305194245","0.952132640140883","0.980247970247607"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","maennlich","265","0.139635355018513","0.124341269193738","0.154929440843287"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","weiblich","218","0.105923265662919","0.0920161594645666","0.119830371861272"
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","maennlich","53","0.0350611047373549","0.0269450072920362","0.0431772021826735"
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","maennlich","85","0.0357708088785354","0.0275759955254038","0.0439656222316671"
"NE: arbeitslos registriert","1988","16-34 Jahre alt","weiblich","92","0.0456072562130574","0.0361789380342855","0.0550355743918293"
"NE: arbeitslos registriert","1988","35-65 Jahre alt","maennlich","145","0.051729930470671","0.0431520444613459","0.0603078164799961"
"NE: arbeitslos registriert","1988","35-65 Jahre alt","weiblich","108","0.038918037418915","0.0314145452274233","0.0464215296104066"
"NE: arbeitslos registriert","1988","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1988","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","maennlich","34","0.019780186992093","0.0136360416134732","0.0259243323707128"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","weiblich","33","0.01397957530257","0.00942447755965775","0.0185346730454822"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","weiblich","","","",""
"Erwerbstätig","1988","16-34 Jahre alt","maennlich","1474","0.743272572936006","0.723997557422118","0.762547588449894"
"Erwerbstätig","1988","16-34 Jahre alt","weiblich","1085","0.621132096214422","0.599209621061673","0.643054571367171"
"Erwerbstätig","1988","35-65 Jahre alt","maennlich","2134","0.816033708910165","0.801027655852546","0.831039761967784"
"Erwerbstätig","1988","35-65 Jahre alt","weiblich","1259","0.480319802487432","0.460935905813391","0.499703699161473"
"Erwerbstätig","1988","66 und älter","maennlich","","","",""
"Erwerbstätig","1988","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","maennlich","40","0.0120175498120637","0.00715751327010894","0.0168775863540185"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","weiblich","417","0.181484745322167","0.163888545893323","0.199080944751012"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","maennlich","286","0.138329683652438","0.124658903261","0.152000464043876"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","weiblich","1090","0.459790932981018","0.440084562250688","0.479497303711348"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1989","66 und älter","maennlich","361","0.914019905449214","0.886547614235975","0.941492196662453"
"NE: 65 Jahre und älter","1989","66 und älter","weiblich","609","0.975644378267628","0.963597676699792","0.987691079835464"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","maennlich","244","0.142217883457279","0.126639494125166","0.157796272789393"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","weiblich","202","0.102778859373586","0.0889149066345137","0.116642812112658"
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","maennlich","45","0.026690914706986","0.019501987741416","0.0338798416725561"
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","maennlich","55","0.0223001941966696","0.0157143107414102","0.028886077651929"
"NE: arbeitslos registriert","1989","16-34 Jahre alt","weiblich","71","0.0370367909917372","0.0284148122811592","0.0456587697023152"
"NE: arbeitslos registriert","1989","35-65 Jahre alt","maennlich","105","0.040398900684972","0.0326024813298186","0.0481953200401254"
"NE: arbeitslos registriert","1989","35-65 Jahre alt","weiblich","78","0.0325934263738296","0.0255721666423476","0.0396146861053117"
"NE: arbeitslos registriert","1989","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1989","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","maennlich","48","0.0281916023317537","0.0208090393912132","0.0355741652722942"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","weiblich","30","0.0192170946080788","0.012949285929954","0.0254849032862036"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","weiblich","30","0.0118918527733838","0.00760565195603809","0.0161780535907295"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","weiblich","","","",""
"Erwerbstätig","1989","16-34 Jahre alt","maennlich","1481","0.757435080903482","0.738317028060642","0.776553133746322"
"Erwerbstätig","1989","16-34 Jahre alt","weiblich","1102","0.648450338218222","0.626652314229483","0.670248362206961"
"Erwerbstätig","1989","35-65 Jahre alt","maennlich","2033","0.810018276979592","0.794484811055487","0.825551742903698"
"Erwerbstätig","1989","35-65 Jahre alt","weiblich","1229","0.480753130901376","0.460997381130668","0.500508880672084"
"Erwerbstätig","1989","66 und älter","maennlich","","","",""
"Erwerbstätig","1989","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","weiblich","","","",""
