year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Primary Level,Blue-collar worker,0.40018,32,32,0.22771,0.57265
1990,No migration background,Lower Secondary Level,Self-employed,0.02588,54,1974,0.01888,0.03289
1990,No migration background,Lower Secondary Level,Blue-collar worker,0.18229,399,1974,0.16526,0.19933
1990,No migration background,Lower Secondary Level,White-collar worker,0.08131,168,1974,0.06925,0.09337
1990,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13647,373,1974,0.12133,0.15162
1990,No migration background,Lower Secondary Level,Not employed: Pensioner,0.37978,625,1974,0.35837,0.40120
1990,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.02722,45,1974,0.02004,0.03440
1990,No migration background,Lower Secondary Level,Not employed: no further information,0.15857,310,1974,0.14245,0.17469
1990,No migration background,Upper Secondary Level,Self-employed,0.04182,238,6074,0.03678,0.04685
1990,No migration background,Upper Secondary Level,Blue-collar worker,0.27194,2070,6074,0.26075,0.28313
1990,No migration background,Upper Secondary Level,Civil servant,0.03567,178,6074,0.03100,0.04033
1990,No migration background,Upper Secondary Level,White-collar worker,0.26729,1665,6074,0.25616,0.27842
1990,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04452,256,6074,0.03933,0.04970
1990,No migration background,Upper Secondary Level,Not employed: Pensioner,0.21592,958,6074,0.20557,0.22627
1990,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00775,54,6074,0.00554,0.00995
1990,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.01877,90,6074,0.01536,0.02219
1990,No migration background,Upper Secondary Level,Not employed: no further information,0.09633,565,6074,0.08891,0.10375
1990,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.07967,34,201,0.04215,0.11720
1990,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.48196,129,201,0.41271,0.55121
1990,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.13859,38,201,0.09071,0.18648
1990,No migration background,First Stage of Tertiary Education,Self-employed,0.10123,77,691,0.07872,0.12374
1990,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.11704,127,691,0.09305,0.14103
1990,No migration background,First Stage of Tertiary Education,Civil servant,0.06389,38,691,0.04564,0.08214
1990,No migration background,First Stage of Tertiary Education,White-collar worker,0.38883,282,691,0.35245,0.42520
1990,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.22792,114,691,0.19662,0.25922
1990,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.07864,53,691,0.05856,0.09873
1990,No migration background,Second Stage of Tertiary Education,Self-employed,0.07574,93,1544,0.06254,0.08894
1990,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01509,31,1544,0.00900,0.02117
1990,No migration background,Second Stage of Tertiary Education,Civil servant,0.14260,141,1544,0.12516,0.16005
1990,No migration background,Second Stage of Tertiary Education,White-collar worker,0.55525,1019,1544,0.53046,0.58005
1990,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02596,33,1544,0.01803,0.03390
1990,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.12266,137,1544,0.10629,0.13903
1990,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.05168,90,1544,0.04063,0.06273
1990,Direct migration background,Primary Level,Blue-collar worker,0.50104,284,528,0.45835,0.54373
1990,Direct migration background,Primary Level,Not employed: Pensioner,0.12181,55,528,0.09388,0.14973
1990,Direct migration background,Primary Level,Not employed: registered unemployed,0.05867,31,528,0.03860,0.07873
1990,Direct migration background,Primary Level,Not employed: no further information,0.27651,158,528,0.23833,0.31470
1990,Direct migration background,Lower Secondary Level,Blue-collar worker,0.43211,479,845,0.39869,0.46553
1990,Direct migration background,Lower Secondary Level,White-collar worker,0.05985,42,845,0.04385,0.07586
1990,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.07440,65,845,0.05670,0.09210
1990,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.19416,60,845,0.16747,0.22085
1990,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.04552,50,845,0.03145,0.05958
1990,Direct migration background,Lower Secondary Level,Not employed: no further information,0.16451,149,845,0.13950,0.18952
1990,Direct migration background,Upper Secondary Level,Blue-collar worker,0.40671,460,817,0.37301,0.44042
1990,Direct migration background,Upper Secondary Level,White-collar worker,0.18315,117,817,0.15661,0.20969
1990,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.17383,85,817,0.14783,0.19983
1990,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.04278,41,817,0.02889,0.05666
1990,Direct migration background,Upper Secondary Level,Not employed: no further information,0.13723,114,817,0.11362,0.16084
1990,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.42443,42,42,0.27314,0.57572
1990,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.49242,72,72,0.37613,0.60871
1990,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.98496,33,33,0.94278,1.02713
1990,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.48193,64,64,0.35854,0.60532
1990,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.27212,33,33,0.11792,0.42632
1991,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.41253,34,34,0.24457,0.58050
1991,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.91314,99,99,0.85738,0.96890
1991,No migration background,Primary Level,Blue-collar worker,0.33396,32,67,0.22018,0.44775
1991,No migration background,Primary Level,Apprentice/ Trainee/ Intern,0.20049,35,67,0.10390,0.29708
1991,No migration background,Lower Secondary Level,Self-employed,0.02604,52,1850,0.01878,0.03330
1991,No migration background,Lower Secondary Level,Blue-collar worker,0.18157,367,1850,0.16400,0.19914
1991,No migration background,Lower Secondary Level,White-collar worker,0.07816,158,1850,0.06592,0.09039
1991,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12228,316,1850,0.10735,0.13722
1991,No migration background,Lower Secondary Level,Not employed: Pensioner,0.40915,612,1850,0.38674,0.43156
1991,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.02652,68,1850,0.01920,0.03385
1991,No migration background,Lower Secondary Level,Not employed: no further information,0.14645,277,1850,0.13033,0.16256
1991,No migration background,Upper Secondary Level,Self-employed,0.04147,241,5911,0.03639,0.04656
1991,No migration background,Upper Secondary Level,Blue-collar worker,0.25543,1839,5911,0.24431,0.26655
1991,No migration background,Upper Secondary Level,Civil servant,0.03494,186,5911,0.03025,0.03962
1991,No migration background,Upper Secondary Level,White-collar worker,0.25878,1516,5911,0.24762,0.26995
1991,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04481,276,5911,0.03954,0.05009
1991,No migration background,Upper Secondary Level,Not employed: Pensioner,0.22714,986,5911,0.21645,0.23782
1991,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00603,40,5911,0.00406,0.00801
1991,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.03811,293,5911,0.03323,0.04299
1991,No migration background,Upper Secondary Level,Not employed: no further information,0.09328,534,5911,0.08587,0.10070
1991,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.11720,39,204,0.07295,0.16145
1991,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.49718,130,204,0.42840,0.56596
1991,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.11269,35,204,0.06919,0.15618
1991,No migration background,First Stage of Tertiary Education,Self-employed,0.11080,86,671,0.08703,0.13457
1991,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.12763,122,671,0.10236,0.15290
1991,No migration background,First Stage of Tertiary Education,Civil servant,0.06102,38,671,0.04289,0.07914
1991,No migration background,First Stage of Tertiary Education,White-collar worker,0.37540,259,671,0.33873,0.41206
1991,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.21882,107,671,0.18751,0.25012
1991,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.08550,59,671,0.06432,0.10667
1991,No migration background,Second Stage of Tertiary Education,Self-employed,0.08759,112,1517,0.07336,0.10183
1991,No migration background,Second Stage of Tertiary Education,Civil servant,0.14610,163,1517,0.12832,0.16388
1991,No migration background,Second Stage of Tertiary Education,White-collar worker,0.49988,905,1517,0.47471,0.52505
1991,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02669,34,1517,0.01858,0.03480
1991,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.14076,163,1517,0.12326,0.15827
1991,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03667,72,1517,0.02721,0.04614
1991,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.04422,68,1517,0.03387,0.05456
1991,Direct migration background,Primary Level,Blue-collar worker,0.53547,279,490,0.49126,0.57967
1991,Direct migration background,Primary Level,Not employed: Pensioner,0.13908,66,490,0.10841,0.16975
1991,Direct migration background,Primary Level,Not employed: no further information,0.25320,145,490,0.21465,0.29174
1991,Direct migration background,Lower Secondary Level,Blue-collar worker,0.41507,455,824,0.38140,0.44873
1991,Direct migration background,Lower Secondary Level,White-collar worker,0.05831,43,824,0.04230,0.07432
1991,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.08008,65,824,0.06154,0.09863
1991,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.20101,63,824,0.17363,0.22839
1991,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.04933,48,824,0.03453,0.06412
1991,Direct migration background,Lower Secondary Level,Not employed: no further information,0.17243,150,824,0.14662,0.19824
1991,Direct migration background,Upper Secondary Level,Blue-collar worker,0.39601,445,811,0.36233,0.42969
1991,Direct migration background,Upper Secondary Level,White-collar worker,0.21284,133,811,0.18465,0.24103
1991,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.19288,92,811,0.16571,0.22005
1991,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.04208,50,811,0.02826,0.05591
1991,Direct migration background,Upper Secondary Level,Not employed: no further information,0.10379,91,811,0.08279,0.12479
1991,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.31438,36,36,0.16057,0.46820
1991,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.42855,61,61,0.30333,0.55376
1991,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97517,33,33,0.92126,1.02908
1991,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.56374,84,84,0.45705,0.67043
1991,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.34822,38,72,0.23740,0.45904
1991,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19638,34,72,0.10398,0.28879
1992,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.37829,34,34,0.21282,0.54375
1992,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.92314,117,117,0.87466,0.97161
1992,No migration background,Lower Secondary Level,Self-employed,0.02008,40,1781,0.01356,0.02660
1992,No migration background,Lower Secondary Level,Blue-collar worker,0.16112,311,1781,0.14404,0.17820
1992,No migration background,Lower Secondary Level,White-collar worker,0.08783,162,1781,0.07468,0.10097
1992,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12599,325,1781,0.11057,0.14140
1992,No migration background,Lower Secondary Level,Not employed: Pensioner,0.41980,600,1781,0.39688,0.44273
