year,migback,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,No migration background,male,Not employed: registered unemployed,0.02693,261,8909,0.02357,0.03029
2020,No migration background,male,Not employed: no further information,0.02214,262,8909,0.01908,0.02519
2020,No migration background,female,Self-employed,0.03350,583,9799,0.02993,0.03706
2020,No migration background,female,Blue-collar worker,0.04503,478,9799,0.04093,0.04914
2020,No migration background,female,Civil servant,0.03565,445,9799,0.03198,0.03932
2020,No migration background,female,White-collar worker,0.34686,4227,9799,0.33743,0.35628
2020,No migration background,female,Apprentice/ Trainee/ Intern,0.04137,542,9799,0.03743,0.04532
2020,No migration background,female,Not employed: Pensioner,0.27880,2418,9799,0.26992,0.28768
2020,No migration background,female,Not employed: registered unemployed,0.02491,347,9799,0.02182,0.02799
2020,No migration background,female,Not employed: no further information,0.05742,759,9799,0.05281,0.06202
2020,Direct migration background,male,Self-employed,0.04635,163,5059,0.04055,0.05214
2020,Direct migration background,male,Blue-collar worker,0.23769,1151,5059,0.22596,0.24942
2020,Direct migration background,male,White-collar worker,0.31119,1652,5059,0.29843,0.32395
2020,Direct migration background,male,Apprentice/ Trainee/ Intern,0.04223,380,5059,0.03669,0.04778
2020,Direct migration background,male,Not employed: Pensioner,0.15463,241,5059,0.14467,0.16460
2020,Direct migration background,male,Not employed: registered unemployed,0.09929,630,5059,0.09105,0.10754
2020,Direct migration background,male,Not employed: no further information,0.04796,811,5059,0.04207,0.05385
2020,Direct migration background,male,500.0,0.00410,31,5059,0.00234,0.00586
2020,Direct migration background,female,Self-employed,0.03943,105,4251,0.03358,0.04528
2020,Direct migration background,female,Blue-collar worker,0.11858,435,4251,0.10886,0.12830
2020,Direct migration background,female,White-collar worker,0.35271,1286,4251,0.33835,0.36708
2020,Direct migration background,female,Apprentice/ Trainee/ Intern,0.01970,241,4251,0.01552,0.02388
2020,Direct migration background,female,Not employed: Pensioner,0.16829,265,4251,0.15704,0.17954
2020,Direct migration background,female,Not employed: registered unemployed,0.07349,641,4251,0.06564,0.08133
2020,Direct migration background,female,Not employed: no further information,0.16919,1278,4251,0.15792,0.18046
2020,Indirect migration background,male,Self-employed,0.02346,54,715,0.01236,0.03456
2020,Indirect migration background,male,Blue-collar worker,0.09072,117,715,0.06966,0.11179
2020,Indirect migration background,male,White-collar worker,0.20549,288,715,0.17585,0.23513
2020,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.09198,144,715,0.07078,0.11318
2020,Indirect migration background,male,Not employed: registered unemployed,0.04599,53,715,0.03062,0.06135
2020,Indirect migration background,male,Not employed: no further information,0.02580,59,715,0.01417,0.03743
2020,Indirect migration background,female,Self-employed,0.01306,35,777,0.00507,0.02105
2020,Indirect migration background,female,Blue-collar worker,0.02046,42,777,0.01050,0.03042
2020,Indirect migration background,female,White-collar worker,0.23892,375,777,0.20892,0.26893
2020,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.09844,157,777,0.07748,0.11940
2020,Indirect migration background,female,Not employed: registered unemployed,0.03712,57,777,0.02382,0.05043
2020,Indirect migration background,female,Not employed: no further information,0.06216,111,777,0.04518,0.07915
2021,No migration background,male,Self-employed,0.05384,728,6261,0.04825,0.05943
2021,No migration background,male,Blue-collar worker,0.10781,574,6261,0.10013,0.11549
2021,No migration background,male,Civil servant,0.03995,295,6261,0.03510,0.04480
2021,No migration background,male,White-collar worker,0.33266,2304,6261,0.32099,0.34434
2021,No migration background,male,Apprentice/ Trainee/ Intern,0.04870,354,6261,0.04337,0.05403
2021,No migration background,male,Not employed: Pensioner,0.22299,1623,6261,0.21268,0.23331
2021,No migration background,male,Not employed: registered unemployed,0.02814,181,6261,0.02405,0.03224
2021,No migration background,male,Not employed: no further information,0.02013,202,6261,0.01665,0.02361
2021,No migration background,female,Self-employed,0.03047,367,6957,0.02643,0.03451
2021,No migration background,female,Blue-collar worker,0.03715,267,6957,0.03271,0.04160
2021,No migration background,female,Civil servant,0.03822,361,6957,0.03372,0.04273
2021,No migration background,female,White-collar worker,0.34877,3119,6957,0.33757,0.35997
2021,No migration background,female,Apprentice/ Trainee/ Intern,0.03746,331,6957,0.03300,0.04192
2021,No migration background,female,Not employed: Pensioner,0.28011,1756,6957,0.26956,0.29066
2021,No migration background,female,Not employed: registered unemployed,0.02345,225,6957,0.01990,0.02701
2021,No migration background,female,Not employed: no further information,0.05733,531,6957,0.05187,0.06280
2021,Direct migration background,male,Self-employed,0.04074,105,2798,0.03341,0.04806
2021,Direct migration background,male,Blue-collar worker,0.20421,578,2798,0.18927,0.21915
2021,Direct migration background,male,Civil servant,0.00384,33,2798,0.00154,0.00613
2021,Direct migration background,male,White-collar worker,0.37612,980,2798,0.35817,0.39407
2021,Direct migration background,male,Apprentice/ Trainee/ Intern,0.03224,217,2798,0.02570,0.03879
2021,Direct migration background,male,Not employed: Pensioner,0.14393,169,2798,0.13092,0.15693
2021,Direct migration background,male,Not employed: registered unemployed,0.08541,324,2798,0.07505,0.09577
2021,Direct migration background,male,Not employed: no further information,0.04527,392,2798,0.03757,0.05298
2021,Direct migration background,female,Self-employed,0.02772,69,2596,0.02140,0.03404
2021,Direct migration background,female,Blue-collar worker,0.10728,208,2596,0.09537,0.11919
2021,Direct migration background,female,White-collar worker,0.38275,812,2596,0.36405,0.40145
2021,Direct migration background,female,Apprentice/ Trainee/ Intern,0.02203,154,2596,0.01638,0.02768
2021,Direct migration background,female,Not employed: Pensioner,0.15434,177,2596,0.14044,0.16824
2021,Direct migration background,female,Not employed: registered unemployed,0.08092,377,2596,0.07043,0.09141
2021,Direct migration background,female,Not employed: no further information,0.14822,799,2596,0.13455,0.16189
2021,Indirect migration background,male,Blue-collar worker,0.05550,45,364,0.03195,0.07906
2021,Indirect migration background,male,White-collar worker,0.20419,194,364,0.16272,0.24566
2021,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.05579,82,364,0.03218,0.07940
2021,Indirect migration background,male,Not employed: no further information,0.04099,43,364,0.02059,0.06139
2021,Indirect migration background,female,White-collar worker,0.29949,244,416,0.25542,0.34356
2021,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.04997,77,416,0.02901,0.07093
2021,Indirect migration background,female,Not employed: registered unemployed,0.02920,32,416,0.01300,0.04540
2021,Indirect migration background,female,Not employed: no further information,0.06946,63,416,0.04500,0.09392
2022,No migration background,male,Self-employed,0.05571,890,8739,0.05090,0.06052
2022,No migration background,male,Blue-collar worker,0.08608,838,8739,0.08020,0.09196
2022,No migration background,male,Civil servant,0.04014,432,8739,0.03603,0.04426
2022,No migration background,male,White-collar worker,0.33973,3780,8739,0.32980,0.34967
2022,No migration background,male,Apprentice/ Trainee/ Intern,0.04273,489,8739,0.03849,0.04697
2022,No migration background,male,Not employed: Pensioner,0.23014,1860,8739,0.22132,0.23897
2022,No migration background,male,Not employed: registered unemployed,0.01934,201,8739,0.01645,0.02223
2022,No migration background,male,Not employed: no further information,0.01961,249,8739,0.01670,0.02252
2022,No migration background,female,Self-employed,0.03276,464,9441,0.02917,0.03635
2022,No migration background,female,Blue-collar worker,0.03202,387,9441,0.02847,0.03557
2022,No migration background,female,Civil servant,0.03671,485,9441,0.03291,0.04050
2022,No migration background,female,White-collar worker,0.36421,4682,9441,0.35450,0.37392
2022,No migration background,female,Apprentice/ Trainee/ Intern,0.02868,438,9441,0.02531,0.03204
2022,No migration background,female,Not employed: Pensioner,0.27309,1996,9441,0.26410,0.28208
2022,No migration background,female,Not employed: registered unemployed,0.01806,241,9441,0.01538,0.02075
2022,No migration background,female,Not employed: no further information,0.05425,716,9441,0.04968,0.05882
2022,No migration background,female,100.0,0.00168,32,9441,0.00085,0.00251
2022,Direct migration background,male,Self-employed,0.05690,131,4013,0.04973,0.06407
2022,Direct migration background,male,Blue-collar worker,0.20258,722,4013,0.19015,0.21502
2022,Direct migration background,male,Civil servant,0.00638,50,4013,0.00392,0.00885
2022,Direct migration background,male,White-collar worker,0.39331,2097,4013,0.37819,0.40843
2022,Direct migration background,male,Apprentice/ Trainee/ Intern,0.02878,267,4013,0.02361,0.03396
2022,Direct migration background,male,Not employed: Pensioner,0.12579,179,4013,0.11553,0.13605
2022,Direct migration background,male,Not employed: registered unemployed,0.06077,301,4013,0.05338,0.06816
2022,Direct migration background,male,Not employed: no further information,0.04028,235,4013,0.03419,0.04636
2022,Direct migration background,male,100.0,0.00247,31,4013,0.00093,0.00400
2022,Direct migration background,female,Self-employed,0.03406,90,3895,0.02836,0.03976
2022,Direct migration background,female,Blue-collar worker,0.08935,305,3895,0.08039,0.09831
2022,Direct migration background,female,Civil servant,0.01093,48,3895,0.00766,0.01419
2022,Direct migration background,female,White-collar worker,0.38627,1752,3895,0.37098,0.40156
2022,Direct migration background,female,Apprentice/ Trainee/ Intern,0.03430,298,3895,0.02858,0.04001
2022,Direct migration background,female,Not employed: Pensioner,0.16205,218,3895,0.15048,0.17363
2022,Direct migration background,female,Not employed: registered unemployed,0.06363,399,3895,0.05596,0.07129
2022,Direct migration background,female,Not employed: no further information,0.12112,726,3895,0.11088,0.13137
2022,Direct migration background,female,100.0,0.00390,59,3895,0.00194,0.00586
2022,Indirect migration background,male,Self-employed,0.02406,45,658,0.01234,0.03577
2022,Indirect migration background,male,Blue-collar worker,0.06693,70,658,0.04782,0.08604
2022,Indirect migration background,male,Civil servant,0.03732,40,658,0.02283,0.05182
2022,Indirect migration background,male,White-collar worker,0.24525,320,658,0.21236,0.27815
2022,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.05866,80,658,0.04069,0.07663
2022,Indirect migration background,male,Not employed: Pensioner,0.03130,44,658,0.01798,0.04461
2022,Indirect migration background,male,Not employed: no further information,0.03956,59,658,0.02466,0.05447
2022,Indirect migration background,female,Blue-collar worker,0.02258,38,750,0.01194,0.03322
2022,Indirect migration background,female,Civil servant,0.02158,33,750,0.01117,0.03198
2022,Indirect migration background,female,White-collar worker,0.29520,405,750,0.26254,0.32787
2022,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.05471,80,750,0.03842,0.07100
2022,Indirect migration background,female,Not employed: Pensioner,0.04105,60,750,0.02684,0.05526
2022,Indirect migration background,female,Not employed: registered unemployed,0.03319,40,750,0.02036,0.04601
2022,Indirect migration background,female,Not employed: no further information,0.06088,94,750,0.04376,0.07800
