year,migback,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,No migration background,Rural regions,Civil servant,0.03474,282,7035,0.03046,0.03901
2020,No migration background,Rural regions,White-collar worker,0.29579,2561,7035,0.28512,0.30645
2020,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04111,348,7035,0.03647,0.04575
2020,No migration background,Rural regions,Not employed: Pensioner,0.25232,1830,7035,0.24217,0.26247
2020,No migration background,Rural regions,Not employed: registered unemployed,0.03131,261,7035,0.02724,0.03538
2020,No migration background,Rural regions,Not employed: no further information,0.04106,375,7035,0.03642,0.04570
2020,Direct migration background,Urban regions,Self-employed,0.04092,213,7158,0.03633,0.04551
2020,Direct migration background,Urban regions,Blue-collar worker,0.16511,1040,7158,0.15651,0.17371
2020,Direct migration background,Urban regions,Civil servant,0.00268,32,7158,0.00148,0.00388
2020,Direct migration background,Urban regions,White-collar worker,0.35217,2413,7158,0.34110,0.36324
2020,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03287,472,7158,0.02874,0.03700
2020,Direct migration background,Urban regions,Not employed: Pensioner,0.16152,351,7158,0.15299,0.17004
2020,Direct migration background,Urban regions,Not employed: registered unemployed,0.08117,932,7158,0.07484,0.08750
2020,Direct migration background,Urban regions,Not employed: no further information,0.10890,1636,7158,0.10169,0.11612
2020,Direct migration background,Urban regions,100.0,0.00055,31,7158,0.00001,0.00109
2020,Direct migration background,Urban regions,500.0,0.00470,38,7158,0.00311,0.00628
2020,Direct migration background,Rural regions,Self-employed,0.04961,55,2222,0.04058,0.05864
2020,Direct migration background,Rural regions,Blue-collar worker,0.21972,546,2222,0.20250,0.23694
2020,Direct migration background,Rural regions,White-collar worker,0.25982,525,2222,0.24158,0.27806
2020,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.02305,149,2222,0.01681,0.02929
2020,Direct migration background,Rural regions,Not employed: Pensioner,0.16149,155,2222,0.14619,0.17680
2020,Direct migration background,Rural regions,Not employed: registered unemployed,0.10397,339,2222,0.09127,0.11666
2020,Direct migration background,Rural regions,Not employed: no further information,0.11238,453,2222,0.09924,0.12552
2020,Indirect migration background,Urban regions,Self-employed,0.01950,79,1292,0.01196,0.02704
2020,Indirect migration background,Urban regions,Blue-collar worker,0.06085,122,1292,0.04781,0.07389
2020,Indirect migration background,Urban regions,Civil servant,0.01492,33,1292,0.00831,0.02153
2020,Indirect migration background,Urban regions,White-collar worker,0.21986,547,1292,0.19727,0.24245
2020,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10331,244,1292,0.08671,0.11992
2020,Indirect migration background,Urban regions,Not employed: Pensioner,0.02124,37,1292,0.01337,0.02910
2020,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04346,92,1292,0.03234,0.05459
2020,Indirect migration background,Urban regions,Not employed: no further information,0.04214,138,1292,0.03118,0.05310
2020,Indirect migration background,Rural regions,Blue-collar worker,0.04622,37,242,0.01971,0.07272
2020,Indirect migration background,Rural regions,White-collar worker,0.22531,116,242,0.17256,0.27805
2020,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05557,57,242,0.02665,0.08450
2020,Indirect migration background,Rural regions,Not employed: no further information,0.04453,32,242,0.01849,0.07057
2021,No migration background,Urban regions,Self-employed,0.04497,726,8337,0.04052,0.04942
2021,No migration background,Urban regions,Blue-collar worker,0.05308,373,8337,0.04826,0.05789
2021,No migration background,Urban regions,Civil servant,0.04114,448,8337,0.03688,0.04540
2021,No migration background,Urban regions,White-collar worker,0.35548,3570,8337,0.34521,0.36576
2021,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04756,449,8337,0.04299,0.05213
2021,No migration background,Urban regions,Not employed: Pensioner,0.24789,2051,8337,0.23862,0.25716
2021,No migration background,Urban regions,Not employed: registered unemployed,0.02387,236,8337,0.02060,0.02715
2021,No migration background,Urban regions,Not employed: no further information,0.04276,484,8337,0.03841,0.04710
2021,No migration background,Rural regions,Self-employed,0.03670,370,4887,0.03143,0.04197
2021,No migration background,Rural regions,Blue-collar worker,0.10647,468,4887,0.09782,0.11512
2021,No migration background,Rural regions,Civil servant,0.03526,208,4887,0.03009,0.04043
2021,No migration background,Rural regions,White-collar worker,0.31314,1854,4887,0.30014,0.32615
2021,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03462,237,4887,0.02949,0.03975
2021,No migration background,Rural regions,Not employed: Pensioner,0.26000,1330,4887,0.24771,0.27230
2021,No migration background,Rural regions,Not employed: registered unemployed,0.02927,171,4887,0.02455,0.03400
2021,No migration background,Rural regions,Not employed: no further information,0.03221,249,4887,0.02726,0.03716
2021,Direct migration background,Urban regions,Self-employed,0.03542,144,4221,0.02984,0.04099
2021,Direct migration background,Urban regions,Blue-collar worker,0.14329,567,4221,0.13272,0.15386
2021,Direct migration background,Urban regions,Civil servant,0.00458,38,4221,0.00254,0.00662
2021,Direct migration background,Urban regions,White-collar worker,0.38675,1425,4221,0.37205,0.40144
2021,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.02983,305,4221,0.02470,0.03496
2021,Direct migration background,Urban regions,Not employed: Pensioner,0.14754,238,4221,0.13684,0.15824
2021,Direct migration background,Urban regions,Not employed: registered unemployed,0.08808,569,4221,0.07953,0.09664
2021,Direct migration background,Urban regions,Not employed: no further information,0.09995,935,4221,0.09090,0.10900
2021,Direct migration background,Rural regions,Blue-collar worker,0.19388,219,1148,0.17100,0.21676
2021,Direct migration background,Rural regions,White-collar worker,0.35438,367,1148,0.32670,0.38207
2021,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.01723,66,1148,0.00970,0.02476
2021,Direct migration background,Rural regions,Not employed: Pensioner,0.15523,108,1148,0.13427,0.17618
2021,Direct migration background,Rural regions,Not employed: registered unemployed,0.06583,132,1148,0.05148,0.08019
2021,Direct migration background,Rural regions,Not employed: no further information,0.09109,256,1148,0.07444,0.10775
2021,Indirect migration background,Urban regions,Self-employed,0.01332,43,708,0.00487,0.02177
2021,Indirect migration background,Urban regions,Blue-collar worker,0.03279,48,708,0.01967,0.04592
2021,Indirect migration background,Urban regions,White-collar worker,0.26071,354,708,0.22835,0.29307
2021,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05523,127,708,0.03839,0.07206
2021,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04128,51,708,0.02661,0.05594
2021,Indirect migration background,Urban regions,Not employed: no further information,0.05551,85,708,0.03863,0.07239
2021,Indirect migration background,Rural regions,White-collar worker,0.18916,84,116,0.11758,0.26073
2021,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04299,32,116,0.00592,0.08006
2022,No migration background,Urban regions,Self-employed,0.04348,885,11215,0.03971,0.04726
2022,No migration background,Urban regions,Blue-collar worker,0.04669,577,11215,0.04279,0.05060
2022,No migration background,Urban regions,Civil servant,0.04063,623,11215,0.03698,0.04429
2022,No migration background,Urban regions,White-collar worker,0.36382,5370,11215,0.35492,0.37272
2022,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03827,608,11215,0.03472,0.04182
2022,No migration background,Urban regions,Not employed: Pensioner,0.24565,2287,11215,0.23768,0.25361
2022,No migration background,Urban regions,Not employed: registered unemployed,0.01786,252,11215,0.01540,0.02031
2022,No migration background,Urban regions,Not employed: no further information,0.03906,613,11215,0.03548,0.04265
2022,No migration background,Rural regions,Self-employed,0.04517,470,6946,0.04028,0.05005
2022,No migration background,Rural regions,Blue-collar worker,0.08088,648,6946,0.07447,0.08729
2022,No migration background,Rural regions,Civil servant,0.03502,295,6946,0.03069,0.03934
2022,No migration background,Rural regions,White-collar worker,0.32992,3096,6946,0.31886,0.34098
2022,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03078,321,6946,0.02672,0.03485
2022,No migration background,Rural regions,Not employed: Pensioner,0.26312,1571,6946,0.25276,0.27347
2022,No migration background,Rural regions,Not employed: registered unemployed,0.02038,192,6946,0.01706,0.02370
2022,No migration background,Rural regions,Not employed: no further information,0.03363,353,6946,0.02939,0.03787
2022,Direct migration background,Urban regions,Self-employed,0.04994,191,6504,0.04464,0.05523
2022,Direct migration background,Urban regions,Blue-collar worker,0.13993,785,6504,0.13150,0.14836
2022,Direct migration background,Urban regions,Civil servant,0.00880,82,6504,0.00653,0.01106
2022,Direct migration background,Urban regions,White-collar worker,0.39805,3322,6504,0.38616,0.40995
2022,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03234,457,6504,0.02804,0.03664
2022,Direct migration background,Urban regions,Not employed: Pensioner,0.13742,277,6504,0.12905,0.14578
2022,Direct migration background,Urban regions,Not employed: registered unemployed,0.06077,538,6504,0.05496,0.06658
2022,Direct migration background,Urban regions,Not employed: no further information,0.08212,780,6504,0.07545,0.08879
2022,Direct migration background,Urban regions,100.0,0.00291,72,6504,0.00160,0.00421
2022,Direct migration background,Rural regions,Blue-collar worker,0.16572,243,1346,0.14585,0.18559
2022,Direct migration background,Rural regions,White-collar worker,0.35860,530,1346,0.33297,0.38424
2022,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.02851,109,1346,0.01961,0.03740
2022,Direct migration background,Rural regions,Not employed: Pensioner,0.16934,120,1346,0.14929,0.18938
2022,Direct migration background,Rural regions,Not employed: registered unemployed,0.06755,162,1346,0.05413,0.08096
2022,Direct migration background,Rural regions,Not employed: no further information,0.07712,182,1346,0.06286,0.09137
2022,Indirect migration background,Urban regions,Self-employed,0.01954,58,1120,0.01143,0.02764
2022,Indirect migration background,Urban regions,Blue-collar worker,0.03744,62,1120,0.02631,0.04856
2022,Indirect migration background,Urban regions,Civil servant,0.03170,57,1120,0.02144,0.04197
2022,Indirect migration background,Urban regions,White-collar worker,0.28412,570,1120,0.25770,0.31055
2022,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05834,126,1120,0.04461,0.07207
2022,Indirect migration background,Urban regions,Not employed: Pensioner,0.03070,70,1120,0.02059,0.04080
2022,Indirect migration background,Urban regions,Not employed: registered unemployed,0.02900,54,1120,0.01917,0.03884
2022,Indirect migration background,Urban regions,Not employed: no further information,0.05368,123,1120,0.04048,0.06689
2022,Indirect migration background,Rural regions,Blue-collar worker,0.07470,46,269,0.04322,0.10618
2022,Indirect migration background,Rural regions,White-collar worker,0.21243,155,269,0.16346,0.26141
2022,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04984,34,269,0.02379,0.07590
2022,Indirect migration background,Rural regions,Not employed: Pensioner,0.05801,34,269,0.03002,0.08600
