year,quintil_oecd,regtyp,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2020,5th Quintile,Rural regions,Poor,0.10703,159,26558,0.10671,0.10735
2021,1st Quintile,Urban regions,Very good,0.14065,751,19298,0.14042,0.14088
2021,1st Quintile,Urban regions,Good,0.32056,1178,19298,0.32026,0.32087
2021,1st Quintile,Urban regions,Satisfactory,0.26583,788,19298,0.26553,0.26612
2021,1st Quintile,Urban regions,Poor,0.20251,491,19298,0.20224,0.20278
2021,1st Quintile,Urban regions,Bad,0.07045,182,19298,0.07028,0.07062
2021,1st Quintile,Rural regions,Very good,0.10258,230,19298,0.10229,0.10287
2021,1st Quintile,Rural regions,Good,0.28263,490,19298,0.28220,0.28305
2021,1st Quintile,Rural regions,Satisfactory,0.34377,413,19298,0.34332,0.34422
2021,1st Quintile,Rural regions,Poor,0.19600,250,19298,0.19563,0.19638
2021,1st Quintile,Rural regions,Bad,0.07502,88,19298,0.07477,0.07526
2021,2nd Quintile,Urban regions,Very good,0.12069,335,19298,0.12048,0.12091
2021,2nd Quintile,Urban regions,Good,0.34367,851,19298,0.34336,0.34399
2021,2nd Quintile,Urban regions,Satisfactory,0.30363,654,19298,0.30333,0.30393
2021,2nd Quintile,Urban regions,Poor,0.17591,341,19298,0.17566,0.17616
2021,2nd Quintile,Urban regions,Bad,0.05610,102,19298,0.05594,0.05625
2021,2nd Quintile,Rural regions,Very good,0.07727,161,19298,0.07704,0.07751
2021,2nd Quintile,Rural regions,Good,0.34589,554,19298,0.34546,0.34631
2021,2nd Quintile,Rural regions,Satisfactory,0.35502,433,19298,0.35459,0.35544
2021,2nd Quintile,Rural regions,Poor,0.17618,205,19298,0.17584,0.17652
2021,2nd Quintile,Rural regions,Bad,0.04565,56,19298,0.04546,0.04583
2021,3rd Quintile,Urban regions,Very good,0.13685,300,19298,0.13663,0.13708
2021,3rd Quintile,Urban regions,Good,0.37287,792,19298,0.37256,0.37319
2021,3rd Quintile,Urban regions,Satisfactory,0.32068,581,19298,0.32038,0.32098
2021,3rd Quintile,Urban regions,Poor,0.14236,264,19298,0.14213,0.14259
2021,3rd Quintile,Urban regions,Bad,0.02724,51,19298,0.02713,0.02734
2021,3rd Quintile,Rural regions,Very good,0.08862,109,19298,0.08836,0.08888
2021,3rd Quintile,Rural regions,Good,0.40338,475,19298,0.40293,0.40382
2021,3rd Quintile,Rural regions,Satisfactory,0.32195,359,19298,0.32152,0.32237
2021,3rd Quintile,Rural regions,Poor,0.14564,148,19298,0.14532,0.14596
2021,3rd Quintile,Rural regions,Bad,0.04042,41,19298,0.04024,0.04060
2021,4th Quintile,Urban regions,Very good,0.11793,303,19298,0.11772,0.11813
2021,4th Quintile,Urban regions,Good,0.39594,928,19298,0.39564,0.39625
2021,4th Quintile,Urban regions,Satisfactory,0.33794,690,19298,0.33765,0.33824
2021,4th Quintile,Urban regions,Poor,0.12644,258,19298,0.12623,0.12665
2021,4th Quintile,Urban regions,Bad,0.02175,47,19298,0.02166,0.02184
2021,4th Quintile,Rural regions,Very good,0.11604,126,19298,0.11575,0.11634
2021,4th Quintile,Rural regions,Good,0.41289,481,19298,0.41244,0.41335
2021,4th Quintile,Rural regions,Satisfactory,0.33642,338,19298,0.33598,0.33685
2021,4th Quintile,Rural regions,Poor,0.13464,114,19298,0.13433,0.13496
2021,5th Quintile,Urban regions,Very good,0.14849,539,19298,0.14828,0.14870
2021,5th Quintile,Urban regions,Good,0.42760,1463,19298,0.42730,0.42789
2021,5th Quintile,Urban regions,Satisfactory,0.29575,830,19298,0.29548,0.29603
2021,5th Quintile,Urban regions,Poor,0.10313,289,19298,0.10295,0.10331
2021,5th Quintile,Urban regions,Bad,0.02503,47,19298,0.02494,0.02512
2021,5th Quintile,Rural regions,Very good,0.14706,184,19298,0.14671,0.14741
2021,5th Quintile,Rural regions,Good,0.42383,515,19298,0.42334,0.42432
2021,5th Quintile,Rural regions,Satisfactory,0.31922,355,19298,0.31876,0.31968
2021,5th Quintile,Rural regions,Poor,0.10989,118,19298,0.10958,0.11020
